Id,ItemClassesKey,Width,Height,Name,InheritsFrom,DropLevel,FlavourTextKey,Implicit_ModsKeys,SizeOnGround,SoundEffectsKey,TagsKeys,ModDomainsKey,IsDropDisabled,ItemVisualIdentityKey,HASH,VendorRecipe_AchievementItemsKeys,Inflection,Equip_AchievementItemsKey,IsCorrupted,Identify_AchievementItemsKeys,ItemThemesKey,IdentifyMagic_AchievementItemsKeys,FragmentBaseItemTypesKey,Unknown0,ItemShopType,Unknown1,Unknown2,Unknown3
Metadata/Items/Currency/CurrencyPerandusCoin,"<30, 0>",1,1,Moneda Perandus,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<null, null>",[],29,True,"<45, 0>",869188640,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",True
Metadata/Items/Currency/CurrencySilverCoin,"<30, 0>",1,1,Moneda de Plata,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<null, null>",[],29,False,"<46, 0>",2667030065,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyItemisedProphecy,"<30, 0>",1,1,Profecía,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<47, 0>",1684876054,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyItemiseCapturedMonster,"<30, 0>",1,1,Orbe Bestiary,Metadata/Items/Currency/StackableCurrency,15,"<null, null>",[],1,"<34, 0>",[],29,False,"<48, 0>",3652735456,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyItemisedCapturedMonster,"<30, 0>",1,1,Orbe Bestiary Copiado,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<49, 0>",1322399661,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyRerollSkillQualityType,"<30, 0>",1,1,Lente reclasificador principal,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<50, 0>",952467265,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyRerollSupportQualityType,"<30, 0>",1,1,Lente reclasificador secundario,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<51, 0>",3536551846,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyHeistWeaponEnchant,"<30, 0>",1,1,Orbe de herrería,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<52, 0>",1432765449,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyHeistArmourEnchant,"<30, 0>",1,1,Orbe de sastrería,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<53, 0>",1575994632,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbCurrency,"<30, 0>",1,1,Orbe de delirio elegante,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<54, 0>",2346623714,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbUniques,"<30, 0>",1,1,Orbe de delirio singular,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<55, 0>",2330121133,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbGems,"<30, 0>",1,1,Orbe de delirio del taumaturgo,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<56, 0>",2361261766,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbWeapons,"<30, 0>",1,1,Orbe de delirio del herrero,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<57, 0>",4185915339,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbArmour,"<30, 0>",1,1,Orbe de delirio del armero,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<58, 0>",3031336822,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbMaps,"<30, 0>",1,1,Orbe de delirio del cartógrafo,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<59, 0>",1368969315,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbTrinkets,"<30, 0>",1,1,Orbe de delirio del joyero,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<60, 0>",3381865481,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbAbyss,"<30, 0>",1,1,Orbe de delirio abisal,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<61, 0>",2923965406,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbPerandus,"<30, 0>",1,1,Orbe de delirio kalguur,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<62, 0>",358205216,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbHarbinger,"<30, 0>",1,1,Orbe de delirio premonitorio,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<63, 0>",2026013751,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbBreach,"<30, 0>",1,1,Orbe de delirio oscuro,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<64, 0>",1664903587,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbEssences,"<30, 0>",1,1,Orbe de delirio susurrante,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<65, 0>",3988021081,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbFragments,"<30, 0>",1,1,Orbe de delirio fragmentado,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<66, 0>",3526566307,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbScarabs,"<30, 0>",1,1,Orbe de delirio escurridizo,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<67, 0>",243322328,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbFossils,"<30, 0>",1,1,Orbe de delirio fosilizado,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<68, 0>",2076808891,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbProphecies,"<30, 0>",1,1,Orbe de delirio ominoso,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<69, 0>",1150272452,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbDivinationCards,"<30, 0>",1,1,Orbe de delirio del adivino,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<70, 0>",1404182465,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbGeneric,"<30, 0>",1,1,Orbe de delirio,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,True,"<71, 0>",4177084540,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbTalismans,"<30, 0>",1,1,Orbe de delirio primitivo,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<72, 0>",2558628474,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbLabyrinth,"<30, 0>",1,1,Orbe de delirio imperial,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<73, 0>",3890062148,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbIncubators,"<30, 0>",1,1,Orbe de delirio atemporal,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<74, 0>",1738859609,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbBlight,"<30, 0>",1,1,Orbe de delirio infestado,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<75, 0>",2566479967,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbMetamorphosis,"<30, 0>",1,1,Orbe de delirio amorfo,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<76, 0>",2005344760,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred1,"<30, 0>",1,1,Esencia Susurrante de Odio,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9959, 0>",3284256681,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred2,"<30, 0>",1,1,Esencia Murmurante de Odio,Metadata/Items/Currency/StackableCurrency,10,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9960, 0>",1794042691,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred3,"<30, 0>",1,1,Esencia Llorosa de Odio,Metadata/Items/Currency/StackableCurrency,26,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9961, 0>",2368411282,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred4,"<30, 0>",1,1,Esencia Lamentosa de Odio,Metadata/Items/Currency/StackableCurrency,42,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9962, 0>",1130285480,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred5,"<30, 0>",1,1,Esencia Berreante de Odio,Metadata/Items/Currency/StackableCurrency,58,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9963, 0>",2062300730,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred6,"<30, 0>",1,1,Esencia Chillante de Odio,Metadata/Items/Currency/StackableCurrency,74,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9964, 0>",2223380671,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred7,"<30, 0>",1,1,Esencia Ensordecedora de Odio,Metadata/Items/Currency/StackableCurrency,82,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9965, 0>",1769493148,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceWoe1,"<30, 0>",1,1,Esencia Susurrante de Aflicción,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9966, 0>",3517570083,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceWoe2,"<30, 0>",1,1,Esencia Murmurante de Aflicción,Metadata/Items/Currency/StackableCurrency,10,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9967, 0>",1672586153,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceWoe3,"<30, 0>",1,1,Esencia Llorosa de Aflicción,Metadata/Items/Currency/StackableCurrency,26,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9968, 0>",1828846209,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
