Id,Unknown0,Unknown1,UnlockType,CraftingItemClassCategoriesKeys,ObtainingDescription
JunDoubleDamageChance,1,"[1, 1]",造成 2 倍傷害機率－階級,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",揭露武器
JunWolfOnKill,1,[1],擊殺時召喚幽魂狼－階級,"[<10, 0>]",揭露領主喬恩特定項鍊
JunEffectOfAilments,1,"[1, 1]",非傷害型異常狀態效果－階級,"[<8, 0>, <10, 0>]",揭露鞋子或項鍊
JunElementalPenetrationWithAttacks,1,"[1, 1, 1]",武器元素抗性穿透－階級,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",揭露武器
JunEnergyShieldRegenerationRatePerMinuteIfRareOrUniqueEnemyNearby,1,"[1, 1, 1]",當附近有稀有或傳奇敵人能量護盾回復－階級,"[<6, 0>, <11, 0>]",揭露身體護甲或腰袋
JunEvasionRatingAndEnergyShield,1,"[1, 1, 1]",閃避值和能量護盾－階級,"[<11, 0>, <13, 0>]",揭露腰帶或箭袋
JunFireDamageAndChanceToIgnite,1,"[1, 1, 1]",火焰和點燃機率－階級,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",揭露武器
JunFlaskEffect,1,"[1, 1, 1]",藥劑效果－階級,"[<11, 0>]",揭露腰帶
JunFlaskEffectAndFlaskChargesGained,1,"[1, 1]",藥劑效果和減少獲得藥劑充能－階級,"[<11, 0>]",揭露腰帶
JunFortifyEffectWhileFocused,1,"[1, 1, 1]",專注時護體效果－階級,"[<6, 0>]",揭露身體護甲
JunGainOnslaughtDuringSoulGainPrevention,1,[1],停止獲得靈魂期間內猛攻,"[<8, 0>, <7, 0>]",揭露鞋子或手套
JunBrandAttachmentRange,1,"[1, 1, 1]",烙印附著距離－階級,"[<10, 0>, <7, 0>]",揭露項鍊和手套
JunGlobalCooldownRecovery,1,"[1, 1]",冷卻時間回復速度－階級,"[<11, 0>]",揭露腰帶
JunImmuneToStatusAilmentsWhileFocused,1,[1],專注時免疫異常狀態和專注冷卻時間恢復,"[<8, 0>]",揭露鞋子
JunIncreasedChaosAndPhysicalDamage,1,"[1, 1]",混沌和物理傷害－階級,"[<9, 0>]",揭露愛斯林．勞佛瑞特定戒指
JunIncreasedDefencesAndLife,1,"[1, 1, 1]",防禦和生命－階級,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",揭露身體護甲、鞋子、手套、頭盔或盾牌
JunIncreasedFireAndLightningDamage,1,"[1, 1]",火焰和閃電傷害－階級,"[<9, 0>]",揭露萊可．馬隆尼特定戒指
JunIncreasedManaAndRegen,1,"[1, 1, 1]",魔力和每秒回復魔力－階級,"[<9, 0>, <10, 0>]",揭露戒指或項鍊
JunItemRarityFromRareAndUniqueEnemies,1,"[1, 1]",稀有或傳奇敵人掉落稀有道具－階級,"[<5, 0>]",揭露傑納斯．普蘭德斯特定頭盔
JunLifeAddedAsEnergyShield,1,"[1, 1]",最大生命的額外能量護盾－階級,"[<6, 0>]",揭露重生者格拉維奇特定身體護甲
JunLifeLeechFromAnyDamagePermyriadWhileFocused,1,[1],專注時瓦爾冥約和傷害偷取生命,"[<10, 0>]",揭露項鍊
JunLifeRegeneration,1,"[1, 1]",生命回復－階級,"[<10, 0>, <4, 0>]",揭露項鍊或盾牌
JunLifeRegenerationPerEvasionDuringFocus,1,[1],專注時閃避值回復生命,"[<6, 0>]",揭露身體護甲
JunLightningDamageAndChanceToShock,1,"[1, 1, 1]",閃電傷害和感電機率－階級,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",揭露武器
JunLocalFlaskAvoidStunChanceAndMovementSpeedDuringFlaskEffect,1,[1],藥劑效果持續時間內避免暈眩機率,"[<12, 0>]",揭露藥劑
JunLocalFlaskCriticalStrikeChanceDuringFlaskEffect,1,[1],藥劑效果持續時間內減少承受反射傷害,"[<12, 0>]",揭露藥劑
JunLocalFlaskItemFoundRarityDuringFlaskEffect,1,[1],藥劑效果持續時間內物品掉落稀有度,"[<12, 0>]",揭露藥劑
JunLocalFlaskLifeLeechOnDamageTakenDuringFlaskEffect,1,[1],藥劑效果持續時間內承受傷害偷取生命,"[<12, 0>]",揭露藥劑
JunLocalFlaskLifeRegenerationPerMinuteDuringFlaskEffect,1,[1],藥劑效果持續時間內生命回復,"[<12, 0>]",揭露藥劑
JunLocalFlaskSkillManaCostDuringFlaskEffect,1,[1],藥劑效果持續時間內技能魔力消耗,"[<12, 0>]",揭露藥劑
JunLocalIncreasedPhysicalDamageAndBleedChance,1,"[1, 1, 1]",物理傷害和機率造成流血－階級,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",揭露武器
JunLocalIncreasedPhysicalDamageAndBlindChance,1,"[1, 1, 1]",物理傷害和致盲機率－階級,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",揭露武器
JunLocalIncreasedPhysicalDamageAndImpale,1,"[1, 1, 1]",物理傷害和穿刺機率－階級,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",揭露武器
JunLocalIncreasedPhysicalDamageAndPoisonChance,1,"[1, 1, 1]",物理傷害和中毒機率－階級,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",揭露武器
JunLocalIncreaseSocketedSupportGemLevel,1,"[1, 1]",輔助寶石等級－階級,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>, <4, 0>]",揭露幕後首領特定武器或盾牌
JunLuckyCriticalsDuringFocus,1,[1],專注時暴擊率很幸運,"[<11, 0>]",揭露腰帶
JunManaAndDamageTakenGoesToManaPercent,1,"[1, 1, 1]",魔力和承受傷害獲得魔力－階級,"[<9, 0>, <10, 0>]",揭露戒指或項鍊
JunManaAndManaCostPercent,1,"[1, 1, 1]",魔力和技能魔力消耗－階級,"[<9, 0>, <10, 0>]",揭露戒指或項鍊
JunMaximumCurse,1,[1],額外詛咒,"[<6, 0>]",揭露身體護甲
JunMaximumTotem,1,[1],召喚圖騰數量,"[<4, 0>]",揭露盾牌、戒指或箭袋
JunMaximumZombieAndSkeleton,1,[1],殭屍和骷髏數量,"[<5, 0>]",揭露頭盔
JunMeleeRangeAndMeleeGemLevel,1,"[1, 1, 1]",近戰距離和近戰詞綴－階級,"[<5, 0>, <7, 0>, <10, 0>]",揭露頭盔、手套或項鍊
JunMineLayingSpeed,1,"[1, 1, 1]",地雷投擲速度－階級,"[<10, 0>, <5, 0>]",揭露項鍊或頭盔
JunMinimumEnduranceCharges,1,[1],最小耐力球,"[<9, 0>, <10, 0>]",揭露戒指或項鍊
JunMinimumFrenzyCharges,1,[1],最小狂怒球,"[<9, 0>, <10, 0>]",揭露戒指或項鍊
JunMinimumPowerCharges,1,[1],最小暴擊球,"[<9, 0>, <10, 0>]",揭露戒指或項鍊
JunMinionAttackAndCastSpeedOnWeapon,1,"[1, 1, 1]",召喚物攻擊和施放速度－階級,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",揭露武器
JunMinionDamageAndMinionMaximumLife,1,"[1, 1, 1]",召喚物傷害和生命－階級,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",揭露武器
JunMinionsRecoverMaximumLifeWhenYouFocus,1,[1],當你專注時召喚物回復生命,"[<7, 0>]",揭露手套
JunMovementVelocityAndCannotBeChilled,1,"[1, 1, 1]",移動速度和不會被冰緩－階級,"[<8, 0>]",揭露鞋子
JunMovementVelocityAndMovementVelocityIfNotHitRecently,1,"[1, 1, 1]",移動速度和未被擊中時移動速度－階級,"[<8, 0>]",揭露鞋子
JunMovementVelocityAndOnslaughtOnKill,1,"[1, 1, 1]",移動速度和擊殺猛攻－階級,"[<8, 0>]",揭露鞋子
JunNonChaosAddedAsChaos,1,"[1, 1]",傷害的額外混沌傷害－階級,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>, <4, 0>]",揭露竄逃之彼特定武器或盾牌
JunPercentageAllAttributes,1,"[1, 1]",能力值－階級,"[<6, 0>]",揭露惡靈鐵匠西拉克特定身體護甲
JunPhysicalDamageConvertedToCold,1,[1],物理傷害轉化至冰冷傷害,"[<7, 0>]",揭露手套
JunPhysicalDamageConvertedToFire,1,[1],物理傷害轉化至火焰傷害,"[<7, 0>]",揭露手套
JunPhysicalDamageConvertedToLightning,1,[1],物理傷害轉化至閃電傷害,"[<7, 0>]",揭露手套
JunPhysicalDamageReductionDuringFocus,1,"[1, 1, 1]",專注時物理傷害減免－階級,"[<5, 0>, <7, 0>]",揭露頭盔或手套
JunPhysicalDamageReductionRatingDuringSoulGainPrevention,1,"[1, 1, 1]",停止獲得靈魂期間內護甲－階級,"[<6, 0>, <4, 0>]",揭露身體護甲或盾牌
JunPhysicalDamageTakenAsFirePercent,1,"[1, 1]",物理傷害部分視為火焰－階級,"[<5, 0>]",揭露庫歐．果雅特定頭盔
JunProjectilePierceAndProjectileGemLevel,1,"[1, 1, 1]",投射物穿透和投射物詞綴－階級,"[<5, 0>, <7, 0>, <10, 0>]",揭露頭盔、手套或項鍊
JunReduceGlobalFlatManaCost,1,"[1, 1, 1]",技能魔力消耗－階級,"[<9, 0>, <10, 0>]",揭露艾爾雷恩特定戒指或項鍊
JunRestoreManaAndEnergyShieldOnFocus,1,"[1, 1, 1]",當你專注時魔力和能量護盾－階級,"[<6, 0>]",揭露身體護甲
JunShockNearbyEnemiesOnFocus,1,"[1, 1, 1]",當你專注時感電附近敵人－階級,"[<9, 0>]",揭露戒指
JunSkillAreaOfEffectPercentAndAreaOfEffectGemLevel,1,"[1, 1, 1]",範圍效果和光環詞綴－階級,"[<5, 0>, <7, 0>, <10, 0>]",揭露頭盔、手套或項鍊
JunSkillsCostNoManaWhileFocused,1,[1],專注時技能不消耗魔力,"[<10, 0>]",揭露項鍊
JunSocketedGemQuality,1,"[1, 1]",寶石品質－階級,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>, <4, 0>]",揭露哈庫特定武器或盾牌
JunSpellDamageAndManaRegenerationRate,1,"[1, 1, 1]",法術傷害和魔力回復速度－階級,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",揭露武器
JunSpellDamageAndNonChaosDamageToAddAsChaosDamage,1,"[1, 1, 1]",法術傷害和非混沌的額外混沌－階級,"[<0, 0>, <1, 0>, <2, 0>]",揭露武器
JunStatusAilmentsYouInflictDurationWhileFocused,1,"[1, 1, 1]",專注時異常效果持續時間－階級,"[<5, 0>]",揭露頭盔
JunStrengthAndDexterity,1,"[1, 1, 1]",力量和敏捷－階級,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>, <10, 0>, <11, 0>, <9, 0>, <13, 0>]",揭露身體護甲、鞋子、手套、頭盔、盾牌、項鍊、腰帶、戒指或箭袋
JunStrengthAndIntelligence,1,"[1, 1, 1]",力量和智慧－階級,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>, <10, 0>, <11, 0>, <9, 0>, <13, 0>]",揭露身體護甲、鞋子、手套、頭盔、盾牌、項鍊、腰帶、戒指或箭袋
JunSummonTotemCastSpeed,1,"[1, 1, 1]",圖騰放置速度－階級,"[<8, 0>, <10, 0>]",揭露鞋子或項鍊
JunTrapThrowSpeed,1,"[1, 1, 1]",投擲陷阱速度－階級,"[<10, 0>, <11, 0>]",揭露項鍊或腰袋
JunTriggerSocketedSpellWhenYouFocus,1,[1],當你專注時觸發插槽中的法術,"[<5, 0>]",揭露頭盔
JunLocalAttackSpeedAndLocalItemQuality,1,"[1, 1]",區域攻擊速度、敏捷和智慧－階級,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",揭露武器
JunLocalCriticalStrikeChanceAndLocalItemQuality,1,"[1, 1]",暴擊率、力量和智慧－階級,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",揭露武器
JunLocalAccuracyRatingAndLocalItemQuality,1,"[1, 1, 1]",命中值、力量和敏捷－階級,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",揭露武器
JunLocalAttackSpeedAndLocalDisplayTriggerLevelBloodRageOnKillChance,1,"[1, 1]",攻擊速度和擊殺時觸發鮮血狂怒－階級,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",揭露武器
JunCastSpeedAndGainArcaneSurgeOnKillChance,1,"[1, 1, 1]",施放速度和擊殺時獲得秘能波動－階級,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",揭露武器
JunTriggerSocketedSpellOnSkillUse,1,[1],當你使用技能觸發插槽中的法術,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",揭露武器
JunFireAndChaosDamageResistance,1,"[1, 1, 1]",火焰和混沌抗性－階級,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",揭露武器、身體護甲、鞋子、手套、頭盔、盾牌、項鍊、腰帶、戒指或箭袋
JunLightningAndChaosDamageResistance,1,"[1, 1, 1]",閃電和混沌抗性－階級,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",揭露武器、身體護甲、鞋子、手套、頭盔、盾牌、項鍊、腰帶、戒指或箭袋
JunColdAndChaosDamageResistance,1,"[1, 1, 1]",冰冷和混沌抗性－階級,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",揭露武器、身體護甲、鞋子、手套、頭盔、盾牌、項鍊、腰帶、戒指或箭袋
JunStrengthAndLocalItemQuality,1,"[1, 1, 1]",力量和避免點燃－階級,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <4, 0>]",揭露武器、身體護甲或盾牌
JunDexterityAndLocalItemQuality,1,"[1, 1, 1]",敏捷和避免冰凍－階級,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <4, 0>]",揭露武器、身體護甲或盾牌
JunIntelligenceAndLocalItemQuality,1,"[1, 1, 1]",智慧和避免感電－階級,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <4, 0>]",揭露武器、身體護甲或盾牌
JunLifeRegenerationRatePerMinuteWhileUsingFlask,1,"[1, 1, 1]",藥劑效果持續時間內生命回復－階級,"[<11, 0>]",揭露腰帶
JunPercentageLifeAndMana,1,[1],增加生命和魔力,"[<6, 0>]",揭露身體護甲
JunBlockPercent,1,[1],格擋攻擊傷害機率,"[<6, 0>]",揭露身體護甲
JunSpellDodgePercentage,1,[1],格擋法術傷害機率,"[<6, 0>]",揭露身體護甲
JunAvoidStunAndElementalStatusAilments,1,[1],避免暈眩和元素異常狀態,"[<6, 0>]",揭露身體護甲