Id,Unknown0,Unknown1,UnlockType,CraftingItemClassCategoriesKeys,ObtainingDescription
JunChaosNonAilmentDamageOverTimeMultiplier,1,"[1, 1, 1]",지속 물리 및 카오스 피해 배율 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",무기 장막 해제
JunChaosPenetrationWithAttacks,1,"[1, 1, 1]",무기 카오스 저항 관통 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",무기 장막 해제
JunColdDamageAndBaseChanceToFreeze,1,"[1, 1, 1]",냉기 피해 및 동결 확률 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",무기 장막 해제
JunColdDamageOnCritAndCritChance,1,"[1, 1]",산산조각 시 치명타 확률 및 배율 - 단계,"[<9, 0>]",냉혈한 카메리아의 특정 반지 장막 해제
JunColdDamageOverTimeMultiplier,1,"[1, 1, 1]",지속 화염 및 냉기 피해 배율 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",무기 장막 해제
JunCriticalChanceAndAddedChaosDamageIfHaveCritRecently,1,"[1, 1, 1]",치명타 확률 및 치명타 시 카오스 피해 증가 - 단계,"[<7, 0>, <13, 0>]","장갑, 화살통 장막 해제"
JunCriticalChanceAndElementalDamagePercentIfHaveCritRecently,1,"[1, 1, 1]",치명타 확률 및 치명타 시 원소 피해 증가 - 단계,"[<7, 0>, <13, 0>]","장갑, 화살통 장막 해제"
JunCriticalChanceAndGainFrenzyChargeOnCriticalStrikePercent,1,"[1, 1, 1]",치명타 확률 및 치명타 시 격분 충전 획득 - 단계,"[<13, 0>]",화살통 장막 해제
JunCriticalStrikeMultiplierIfRareOrUniqueEnemyNearby,1,"[1, 1, 1]",주변에 희귀 또는 고유 적이 있으면 치명타 피해 배율 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",무기 장막 해제
JunCurseEffect,1,"[1, 1]",저주 효과 - 단계,"[<4, 0>]",방패 장막 해제
JunDamageDuringFlaskEffect,1,"[1, 1]",플라스크 효과를 받는 동안 피해 - 단계,"[<7, 0>]",거프 그렌의 특정 장갑 장막 해제
JunDamagePerEnduranceCharge,1,[1],인내 충전 하나당 피해 - 순위,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",무기 장막 해제
JunDamagePerFrenzyCharge,1,[1],격분 충전 하나당 피해 - 순위,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",무기 장막 해제
JunDamagePerPowerCharge,1,[1],권능 충전 하나당 피해,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",무기 장막 해제
JunDamagePlusPercentWithNonVaalSkillsDuringSoulGainPrevention,1,"[1, 1, 1]",영혼 획득 방지 도중 비-바알 스킬 피해 회피 - 단계,"[<8, 0>, <7, 0>]","장화, 장갑 장막 해제"
JunDamageRemovedFromManaBeforeLifeWhileFocused,1,[1],집중하는 동안 피해를 받으면 생명력 대신 마나 소모,"[<6, 0>]",갑옷 장막 해제
JunDamageWhileLeeching,1,"[1, 1]",흡수하는 동안 피해 - 단계,"[<7, 0>, <10, 0>]","보리치의 특정 장갑, 목걸이 장막 해제"
JunDexterityAndIntelligence,1,"[1, 1, 1]",민첩과 지능 - 단계,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>, <10, 0>, <11, 0>, <9, 0>, <13, 0>]","갑옷, 장화, 장갑, 투구, 방패, 목걸이, 허리띠, 반지, 화살통 장막 해제"
JunDodgeChanceDuringFocus,1,"[1, 1, 1]",집중하는 동안 회피 증가 - 단계,"[<5, 0>, <8, 0>]","투구, 장화 장막 해제"
JunDoubleDamageChance,1,"[1, 1]",두 배의 피해를 줄 확률 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",무기 장막 해제
JunWolfOnKill,1,[1],처치 시 영체 늑대 소환,"[<10, 0>]",테인 요르긴의 특정 목걸이 장막 해제
JunEffectOfAilments,1,"[1, 1]",비-피해 상태 이상 효과 - 단계,"[<8, 0>, <10, 0>]","장화, 목걸이 장막 해제"
JunElementalPenetrationWithAttacks,1,"[1, 1, 1]",무기 원소 저항 관통 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",무기 장막 해제
JunEnergyShieldRegenerationRatePerMinuteIfRareOrUniqueEnemyNearby,1,"[1, 1, 1]",주변에 희귀 또는 고유 적이 있으면 에너지 보호막 재생 - 단계,"[<6, 0>, <11, 0>]","갑옷, 허리띠 장막 해제"
JunEvasionRatingAndEnergyShield,1,"[1, 1, 1]",회피 및 에너지 보호막 - 단계,"[<11, 0>, <13, 0>]","허리띠, 화살통 장막 해제"
JunFireDamageAndChanceToIgnite,1,"[1, 1, 1]",화염 피해 및 점화 확률 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",무기 장막 해제
JunFlaskEffect,1,"[1, 1, 1]",플라스크 효과 - 단계,"[<11, 0>]",허리띠 장막 해제
JunFlaskEffectAndFlaskChargesGained,1,"[1, 1]",플라스크 효과 및 플라스크 충전 획득 감소 - 단계,"[<11, 0>]",허리띠 장막 해제
JunFortifyEffectWhileFocused,1,"[1, 1, 1]",집중하는 동안 방어 상승 효과 - 단계,"[<6, 0>]",갑옷 장막 해제
JunGainOnslaughtDuringSoulGainPrevention,1,[1],영혼 획득 방지 중 맹공,"[<8, 0>, <7, 0>]","장화, 장갑 장막 해제"
JunBrandAttachmentRange,1,"[1, 1, 1]",낙인 부착 범위-단계,"[<10, 0>, <7, 0>]","장갑, 목걸이 장막 해제"
JunGlobalCooldownRecovery,1,"[1, 1]",재사용 대기시간 회복 속도 - 단계,"[<11, 0>]",허리띠 장막 해제
JunImmuneToStatusAilmentsWhileFocused,1,[1],"집중하는 동안 상태 이상에 면역, 집중 재사용 대기시간 회복","[<8, 0>]",장화 장막 해제
JunIncreasedChaosAndPhysicalDamage,1,"[1, 1]",카오스 및 물리 피해 - 단계,"[<9, 0>]",아이슬링 라프리의 특정 반지 장막 해제
JunIncreasedDefencesAndLife,1,"[1, 1, 1]",방어 및 생명력- 단계,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]","갑옷, 장화, 장갑, 투구, 방패 장막 해제"
JunIncreasedFireAndLightningDamage,1,"[1, 1]",화염 및 번개 피해 - 단계,"[<9, 0>]",라이커 말로니의 특정 반지 장막 해제
JunIncreasedManaAndRegen,1,"[1, 1, 1]",마나 및 초당 마나 재생 - 단계,"[<9, 0>, <10, 0>]","반지, 목걸이 장막 해제"
JunItemRarityFromRareAndUniqueEnemies,1,"[1, 1]",희귀 및 고유 적에게 얻는 아이템의 희귀도 - 단계,"[<5, 0>]",야누스 페란두스의 특정 투구 장막 해제
JunLifeAddedAsEnergyShield,1,"[1, 1]",최대 생명력을 추가 에너지 보호막으로 획득 - 단계,"[<6, 0>]",부활한 그라비시우스의 특정 갑옷 장막 해제
JunLifeLeechFromAnyDamagePermyriadWhileFocused,1,[1],집중하는 동안 바알의 계약 및 피해를 생명력으로 흡수,"[<10, 0>]",목걸이 장막 해제
JunLifeRegeneration,1,"[1, 1]",생명력 재생 - 단계,"[<10, 0>, <4, 0>]","목걸이, 방패 장막 해제"
JunLifeRegenerationPerEvasionDuringFocus,1,[1],집중하는 동안 회피를 생명력으로 재생,"[<6, 0>]",갑옷 장막 해제
JunLightningDamageAndChanceToShock,1,"[1, 1, 1]",번개 피해 및 감전 확률 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",무기 장막 해제
JunLocalFlaskAvoidStunChanceAndMovementSpeedDuringFlaskEffect,1,[1],플라스크 효과를 받는 동안 기절 회피 확률,"[<12, 0>]",플라스크 장막 해제
JunLocalFlaskCriticalStrikeChanceDuringFlaskEffect,1,[1],플라스크 효과를 받는 동안 받는 반사 피해 감소,"[<12, 0>]",플라스크 장막 해제
JunLocalFlaskItemFoundRarityDuringFlaskEffect,1,[1],플라스크 효과를 받는 동안 발견하는 아이템 희귀도,"[<12, 0>]",플라스크 장막 해제
JunLocalFlaskLifeLeechOnDamageTakenDuringFlaskEffect,1,[1],플라스크 효과를 받는 동안 받는 피해를 생명력으로 흡수,"[<12, 0>]",플라스크 장막 해제
JunLocalFlaskLifeRegenerationPerMinuteDuringFlaskEffect,1,[1],플라스크 효과를 받는 동안 생명력 재생,"[<12, 0>]",플라스크 장막 해제
JunLocalFlaskSkillManaCostDuringFlaskEffect,1,[1],플라스크 효과를 받는 동안 스킬의 마나 소모,"[<12, 0>]",플라스크 장막 해제
JunLocalIncreasedPhysicalDamageAndBleedChance,1,"[1, 1, 1]",물리 피해 및 출혈 유발 확률 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",무기 장막 해제
JunLocalIncreasedPhysicalDamageAndBlindChance,1,"[1, 1, 1]",물리 피해 및 실명 유발 확률 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",무기 장막 해제
JunLocalIncreasedPhysicalDamageAndImpale,1,"[1, 1, 1]",물리 피해 및 꿰뚫을 확률 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",무기 장막 해제
JunLocalIncreasedPhysicalDamageAndPoisonChance,1,"[1, 1, 1]",물리 피해 및 중독 확률 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",무기 장막 해제
JunLocalIncreaseSocketedSupportGemLevel,1,"[1, 1]",보조 젬 레벨 - 단계,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>, <4, 0>]",연합 지휘자의 특정 무기 장막 해제
JunLuckyCriticalsDuringFocus,1,[1],집중하는 동안 치명타 확률에 행운 적용,"[<11, 0>]",허리띠 장막 해제
JunManaAndDamageTakenGoesToManaPercent,1,"[1, 1, 1]",마나 및 받은 피해를 마나로 획득 - 단계,"[<9, 0>, <10, 0>]","반지, 목걸이 장막 해제"
JunManaAndManaCostPercent,1,"[1, 1, 1]",마나 및 스킬의 마나 소모 - 단계,"[<9, 0>, <10, 0>]","반지, 목걸이 장막 해제"
JunMaximumCurse,1,[1],추가 저주,"[<6, 0>]",갑옷 장막 해제
JunMaximumTotem,1,[1],소환된 토템 수,"[<4, 0>]",방패 장막 해제
JunMaximumZombieAndSkeleton,1,[1],좀비와 해골 수,"[<5, 0>]",투구 장막 해제
JunMeleeRangeAndMeleeGemLevel,1,"[1, 1, 1]",근접 사거리 및 근접 속성 부여 - 단계,"[<5, 0>, <7, 0>, <10, 0>]","투구, 장갑, 목걸이 장막 해제"
JunMineLayingSpeed,1,"[1, 1, 1]",지뢰 투척 속도 - 단계,"[<10, 0>, <5, 0>]","목걸이, 투구 장막 해제"
JunMinimumEnduranceCharges,1,[1],최소 인내 충전,"[<9, 0>, <10, 0>]","반지, 목걸이 장막 해제"
JunMinimumFrenzyCharges,1,[1],최소 격분 충전,"[<9, 0>, <10, 0>]","반지, 목걸이 장막 해제"
JunMinimumPowerCharges,1,[1],최소 권능 충전,"[<9, 0>, <10, 0>]","반지, 목걸이 장막 해제"
JunMinionAttackAndCastSpeedOnWeapon,1,"[1, 1, 1]",소환수 공격 및 시전 속도 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",무기 장막 해제
JunMinionDamageAndMinionMaximumLife,1,"[1, 1, 1]",소환수 피해 및 생명력 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",무기 장막 해제
JunMinionsRecoverMaximumLifeWhenYouFocus,1,[1],집중 시 소환수 생명력 회복,"[<7, 0>]",장갑 장막 해제
JunMovementVelocityAndCannotBeChilled,1,"[1, 1, 1]",이동 속도 및 냉각되지 않음 - 단계,"[<8, 0>]",장화 장막 해제
JunMovementVelocityAndMovementVelocityIfNotHitRecently,1,"[1, 1, 1]",이동 속도 및 피해를 받지 않을 때의 이동 속도 - 단계,"[<8, 0>]",장화 장막 해제
JunMovementVelocityAndOnslaughtOnKill,1,"[1, 1, 1]",이동 속도 및 처치 시 맹공 - 단계,"[<8, 0>]",장화 장막 해제
JunNonChaosAddedAsChaos,1,"[1, 1]",피해를 추가 카오스 피해로 전환 - 순위,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>, <4, 0>]",달아난 그것의 특정 무기 장막 해제
JunPercentageAllAttributes,1,"[1, 1]",능력치 - 단계,"[<6, 0>]",대장장이 힐록의 특정 갑옷 장막 해제
JunPhysicalDamageConvertedToCold,1,[1],물리 피해를 냉기 피해로 전환,"[<7, 0>]",장갑 장막 해제
JunPhysicalDamageConvertedToFire,1,[1],물리 피해를 화염 피해로 전환,"[<7, 0>]",장갑 장막 해제
JunPhysicalDamageConvertedToLightning,1,[1],물리 피해를 번개 피해로 전환,"[<7, 0>]",장갑 장막 해제
JunPhysicalDamageReductionDuringFocus,1,"[1, 1, 1]",집중하는 동안 받는 물리 피해 감소 - 단계,"[<5, 0>, <7, 0>]","투구, 장갑 장막 해제"
JunPhysicalDamageReductionRatingDuringSoulGainPrevention,1,"[1, 1, 1]",영혼 획득 방지 중 방어도 - 단계,"[<6, 0>, <4, 0>]","갑옷, 방패 장막 해제"
JunPhysicalDamageTakenAsFirePercent,1,"[1, 1]",받는 물리 피해를 화염의 일부로 전환 - 단계,"[<5, 0>]",코렐 고야의 특정 투구 장막 해제
JunProjectilePierceAndProjectileGemLevel,1,"[1, 1, 1]",투사체 관통 및 투사체 속성 부여 - 단계,"[<5, 0>, <7, 0>, <10, 0>]","투구, 장갑, 목걸이 장막 해제"
JunReduceGlobalFlatManaCost,1,"[1, 1, 1]",스킬의 마나 소모 - 단계,"[<9, 0>, <10, 0>]",엘레온의 특정 목걸이 장막 해제
JunRestoreManaAndEnergyShieldOnFocus,1,"[1, 1, 1]",집중 시 마나 및 에너지 보호막 - 단계,"[<6, 0>]",갑옷 장막 해제
JunShockNearbyEnemiesOnFocus,1,"[1, 1, 1]",집중 시 주변 적 감전 - 단계,"[<9, 0>]",반지 장막 해제
JunSkillAreaOfEffectPercentAndAreaOfEffectGemLevel,1,"[1, 1, 1]",효과 범위 및 지역 속성 부여 - 단계,"[<5, 0>, <7, 0>, <10, 0>]","투구, 장갑, 목걸이 장막 해제"
JunSkillsCostNoManaWhileFocused,1,[1],집중하는 동안 스킬 사용 시 마나 소모 없음,"[<10, 0>]",목걸이 장막 해제
JunSocketedGemQuality,1,"[1, 1]",젬 퀄리티 - 단계,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>, <4, 0>]",하쿠의 특정 무기 장막 해제
JunSpellDamageAndManaRegenerationRate,1,"[1, 1, 1]",주문 피해 및 마나 재생 속도 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",무기 장막 해제
JunSpellDamageAndNonChaosDamageToAddAsChaosDamage,1,"[1, 1, 1]",주문 피해 및 비-카오스 피해를 추가 카오스로 전환 - 단계,"[<0, 0>, <1, 0>, <2, 0>]",무기 장막 해제
JunStatusAilmentsYouInflictDurationWhileFocused,1,"[1, 1, 1]",집중하는 동안 상태 이상 지속시간 - 단계,"[<5, 0>]",투구 장막 해제
JunStrengthAndDexterity,1,"[1, 1, 1]",힘과 민첩 - 단계,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>, <10, 0>, <11, 0>, <9, 0>, <13, 0>]","갑옷, 장화, 장갑, 투구, 방패, 목걸이, 허리띠, 반지, 화살통 장막 해제"
JunStrengthAndIntelligence,1,"[1, 1, 1]",힘과 지능 - 단계,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>, <10, 0>, <11, 0>, <9, 0>, <13, 0>]","갑옷, 장화, 장갑, 투구, 방패, 목걸이, 허리띠, 반지, 화살통 장막 해제"
JunSummonTotemCastSpeed,1,"[1, 1, 1]",토템 설치 속도 - 단계,"[<8, 0>, <10, 0>]","장화, 목걸이 장막 해제"
JunTrapThrowSpeed,1,"[1, 1, 1]",덫 투척 속도 - 단계,"[<10, 0>, <11, 0>]","목걸이, 허리띠 장막 해제"
JunTriggerSocketedSpellWhenYouFocus,1,[1],집중 시 장착된 주문 발동,"[<5, 0>]",투구 장막 해제
JunLocalAttackSpeedAndLocalItemQuality,1,"[1, 1]","특정 공격 속도 및 민첩, 지능 - 단계","[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",무기 장막 해제
JunLocalCriticalStrikeChanceAndLocalItemQuality,1,"[1, 1]","치명타 확률 및 힘, 지능 - 단계","[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",무기 장막 해제
JunLocalAccuracyRatingAndLocalItemQuality,1,"[1, 1, 1]","정확도 및 힘, 민첩 - 단계","[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",무기 장막 해제
JunLocalAttackSpeedAndLocalDisplayTriggerLevelBloodRageOnKillChance,1,"[1, 1]",공격 속도 및 처치 시 피의 격노 발동 - 단계,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",무기 장막 해제
JunCastSpeedAndGainArcaneSurgeOnKillChance,1,"[1, 1, 1]",시전 속도 및 처치 시 비전 쇄도 획득 - 단계,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",무기 장막 해제
JunTriggerSocketedSpellOnSkillUse,1,[1],스킬 사용 시 장착된 주문 발동,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",무기 장막 해제
JunFireAndChaosDamageResistance,1,"[1, 1, 1]",화염 및 카오스 저항 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]","무기, 갑옷, 장갑, 장화, 투구, 방패, 반지, 목걸이, 허리띠, 화살통 장막 해제"
JunLightningAndChaosDamageResistance,1,"[1, 1, 1]",번개 및 카오스 저항 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]","무기, 갑옷, 장갑, 장화, 투구, 방패, 반지, 목걸이, 허리띠, 화살통 장막 해제"
JunColdAndChaosDamageResistance,1,"[1, 1, 1]",냉기 및 카오스 저항 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]","무기, 갑옷, 장갑, 장화, 투구, 방패, 반지, 목걸이, 허리띠, 화살통 장막 해제"
JunStrengthAndLocalItemQuality,1,"[1, 1, 1]",힘 및 점화 회피 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <4, 0>]","무기, 갑옷, 방패 장막 해제"
JunDexterityAndLocalItemQuality,1,"[1, 1, 1]",민첩 및 동결 회피 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <4, 0>]","무기, 갑옷, 방패 장막 해제"
JunIntelligenceAndLocalItemQuality,1,"[1, 1, 1]",지능 및 감전 회피 - 단계,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <4, 0>]","무기, 갑옷, 방패 장막 해제"
JunLifeRegenerationRatePerMinuteWhileUsingFlask,1,"[1, 1, 1]",플라스크 효과를 받는 동안 생명력 재생 속도 - 단계,"[<11, 0>]",허리띠 장막 해제
JunPercentageLifeAndMana,1,[1],생명력 및 마나 증가,"[<6, 0>]",갑옷 장막 해제
JunBlockPercent,1,[1],공격 피해 막기 확률,"[<6, 0>]",갑옷 장막 해제
JunSpellDodgePercentage,1,[1],주문 피해 막기 확률,"[<6, 0>]",갑옷 장막 해제
JunAvoidStunAndElementalStatusAilments,1,[1],기절 및 원소 상태 이상 회피,"[<6, 0>]",갑옷 장막 해제