Id,Unknown0,IsSummoned,Armour,Evasion,EnergyShieldFromLife,DamageSpread,MonsterResistancesKey,IsLargeAbyssMonster,IsSmallAbyssMonster,Flag0
ZombieStrand,100,False,50,0,0,30,"<2, 0>",False,False,False
ZombieChampion,100,False,50,0,0,30,"<2, 0>",False,False,False
ZombieBossTolman,100,False,100,0,0,30,"<26, 0>",False,False,False
ZombieBossTolmanMap,100,False,100,0,0,30,"<34, 0>",False,False,False
ZombieBossMinion,100,False,50,0,0,30,"<2, 0>",False,False,False
ZombieBossMinionFast,100,False,50,0,0,30,"<2, 0>",False,False,False
ProphecyDoedreMinionBasic,100,False,50,0,0,30,"<2, 0>",False,False,False
ProphecyDoedreMinionSupport,100,False,50,0,0,30,"<2, 0>",False,False,False
ProphecyDoedreMinionChampion,100,False,50,0,0,30,"<2, 0>",False,False,False
BlackguardZombieBossMinion,100,False,50,0,0,30,"<2, 0>",False,False,False
ZombieRoyale,100,False,50,0,0,30,"<2, 0>",False,False,False
RaisedZombie,340,True,70,0,0,40,"<40, 0>",False,False,False
IntMissionRaisedZombie,100,False,70,0,0,20,"<23, 0>",False,False,False
ArenaChampionZombie,100,False,50,0,0,30,"<2, 0>",False,False,False
ProphecyZombieBoss,100,False,50,0,0,30,"<2, 0>",False,False,False
SkeletonMelee,100,False,15,0,0,30,"<3, 0>",False,False,True
SkeletonMeleeDelve,100,False,15,0,0,30,"<3, 0>",False,False,False
SkeletonMeleePitchfork,100,False,15,0,0,30,"<3, 0>",False,False,False
SkeletonMeleeRomanSpear,100,False,15,0,0,30,"<3, 0>",False,False,False
SkeletonBanditMelee,100,False,15,0,0,30,"<3, 0>",False,False,False
SkeletonBanditMeleeDelve,100,False,15,0,0,30,"<3, 0>",False,False,False
SkeletonMeleeArmoured,100,False,100,0,0,30,"<3, 0>",False,False,False
SkeletonMeleeScytheCyclone,100,False,15,0,0,10,"<3, 0>",False,False,False
SkeletonMeleeRoyale,100,False,15,0,0,30,"<3, 0>",False,False,False
ScarecrowMelee,100,False,15,0,0,30,"<3, 0>",False,False,False
ScarecrowMeleeReach,100,False,15,0,0,30,"<3, 0>",False,False,False
ScarecrowMeleeChampionType,100,False,15,0,0,30,"<3, 0>",False,False,False
ScarecrowMeleeBoss,100,False,15,0,0,30,"<27, 0>",False,False,False
ConstructMeleeArmoured,100,False,100,0,0,30,"<8, 0>",False,False,True
ConstructMeleeArmouredProphecy,100,False,100,0,0,30,"<8, 0>",False,False,False
ConstructMeleeBossInvasion,100,False,100,0,0,20,"<37, 0>",False,False,False
ConstructMeleeArmouredAtziri,100,False,100,0,0,30,"<23, 0>",False,False,True
ConstructMeleeArmouredDelve,100,False,100,0,0,30,"<8, 0>",False,False,True
ConstructMeleeArmouredBossSideArea,100,False,100,0,0,20,"<37, 0>",False,False,False
ConstructRangedArmouredBossSideArea,100,False,60,20,0,20,"<37, 0>",False,False,False
ConstructBowArmoured,100,False,60,20,0,20,"<23, 0>",False,False,False
SkeletonMeleeColdResist,100,False,15,0,0,30,"<2, 0>",False,False,False
SkeletonMeleeLightResist,100,False,15,0,0,30,"<3, 0>",False,False,False
SkeletonMeleeSawbones,100,False,15,0,0,30,"<3, 0>",False,False,False
SkeletonAbyss,100,False,15,0,0,30,"<3, 0>",False,True,False
SkeletonAbyssDelve,100,False,15,0,0,30,"<3, 0>",False,True,False
SkeletonAbyssLance,100,False,15,0,0,30,"<3, 0>",False,True,False
SkeletonAbyssLanceDelve,100,False,15,0,0,30,"<3, 0>",False,True,False
ConstructMeleeArmouredSummoned,100,False,100,0,0,30,"<23, 0>",False,False,True
ConstructMeleeArmouredSummonedDoryani,100,False,100,0,0,30,"<47, 0>",False,False,True
ConstructMeleeArmouredBoss,100,False,100,0,0,20,"<33, 0>",False,False,True
SkeletonMeleeFire,100,False,30,0,50,30,"<1, 0>",False,False,False
SkeletonMeleeFireMaps,100,False,30,0,50,30,"<1, 0>",False,False,False
IntMissionSkeletonMeleeFire,100,False,30,0,50,30,"<23, 0>",False,False,False
ConstructMeleeFire,100,False,100,0,0,30,"<18, 0>",False,False,True
ConstructMeleeFireMaps,100,False,100,0,0,30,"<18, 0>",False,False,True
SkeletonMeleeFireSummoned,100,False,0,0,0,30,"<1, 0>",False,False,False
SkeletonMeleeFireTormentNecromancer,100,False,0,0,0,30,"<1, 0>",False,False,False
SkeletonMeleeCold,100,False,15,15,50,30,"<2, 0>",False,False,False
ConstructMeleeCold,100,False,100,0,0,30,"<19, 0>",False,False,True
ConstructMeleeColdMaps,100,False,100,0,0,30,"<19, 0>",False,False,True
SkeletonMeleeLightning,100,False,15,0,65,30,"<3, 0>",False,False,False
SkeletonMeleeLightning2,100,False,15,0,65,30,"<3, 0>",False,False,False
ConstructMeleeLightning,100,False,100,0,0,30,"<20, 0>",False,False,True
ConstructMeleeLightningMaps,100,False,100,0,0,30,"<20, 0>",False,False,True
SkeletonMeleeLightningDescent2,100,False,15,0,65,30,"<3, 0>",False,False,False
SkeletonMeleeFairgravesCrew,100,False,15,0,0,30,"<3, 0>",False,False,False
SkeletonMeleeFairgravesCrewFast,100,False,15,0,0,30,"<3, 0>",False,False,False
SkeletonLarge,100,False,80,0,0,20,"<3, 0>",False,False,False
SkeletonLargeBossInvasion,100,False,80,0,0,20,"<37, 0>",False,False,False
SkeletonLargeMapBoss,100,False,0,0,0,20,"<34, 0>",False,False,False
SkeletonLargeDelve,100,False,80,0,0,20,"<3, 0>",False,False,False
ConstructLarge,100,False,80,0,0,20,"<23, 0>",False,False,True
ConstructLarge2,100,False,70,0,30,20,"<23, 0>",False,False,True
ConstructLargeBossType,100,False,80,0,0,20,"<23, 0>",False,False,True
SkeletonLargeBossSideArea,100,False,80,0,0,20,"<37, 0>",False,False,False
SkeletonMeleeBossCrossroads,100,False,80,0,0,20,"<26, 0>",False,False,False
Fairgraves,100,False,15,0,0,20,"<3, 0>",False,False,False
DelveSkeletonBoss,100,False,15,15,0,20,"<8, 0>",False,False,False
FairgravesMapBoss,100,False,15,0,0,20,"<34, 0>",False,False,False
FairgravesTreasure,100,False,40,0,0,20,"<34, 0>",False,False,False
FairgravesTreasurePinata,100,False,100,0,0,20,"<34, 0>",False,False,False
SkeletonCasterFire,100,False,15,0,100,20,"<1, 0>",False,False,False
ConstructCasterFire,100,False,15,0,100,20,"<18, 0>",False,False,False
SkeletonCasterCold,100,False,0,15,100,20,"<2, 0>",False,False,False
SkeletonCasterGold,100,False,0,15,100,20,"<8, 0>",False,False,False
SkeletonCasterBlack,100,False,0,15,100,20,"<8, 0>",False,False,False
ConstructCasterCold,100,False,0,15,100,20,"<19, 0>",False,False,False
SkeletonCasterLightning,100,False,0,0,100,20,"<3, 0>",False,False,False
IntMissionSkeletonCasterLightning,100,False,0,0,100,20,"<23, 0>",False,False,False
SkeletonCasterMalachai,100,False,0,0,100,20,"<23, 0>",False,False,False
ConstructCasterLightning,100,False,0,0,100,20,"<20, 0>",False,False,False
ConstructCasterLightningAtziri,100,False,0,0,100,20,"<20, 0>",False,False,False
SkeletonCasterBossInvasion,100,False,0,0,100,20,"<37, 0>",False,False,False
SkeletonCasterDescent2Lightning,100,False,0,0,100,20,"<3, 0>",False,False,False
SkeletonCasterLightningBoss,100,False,0,0,100,20,"<34, 0>",False,False,False
SkeletonBoss,100,False,15,0,0,20,"<26, 0>",False,False,False
SkeletonBossMapChatters,100,False,15,0,0,20,"<34, 0>",False,False,False
LabyrinthLieutenantSkeletonBoss,100,False,15,0,0,20,"<25, 0>",False,False,False
LabyrinthLieutenantSkeletonBossCold,100,False,15,0,0,20,"<26, 0>",False,False,False
ProphecySkeletonBossFire,100,False,15,0,0,20,"<25, 0>",False,False,False
ProphecySkeletonBossCold,100,False,15,0,0,20,"<26, 0>",False,False,False
ProphecySkeletonBossLightning,100,False,15,0,0,20,"<27, 0>",False,False,False
SkeletonBossDescent,100,False,15,0,0,20,"<0, 0>",False,False,False
SkeletonMeleeBossInvasion,100,False,15,0,0,20,"<37, 0>",False,False,False
SkeletonBossEndlessLedge,100,False,15,0,0,20,"<26, 0>",False,False,False
SkeletonMapBoss,100,False,15,0,0,20,"<34, 0>",False,False,False
SkeletonBurnBossMinion,100,False,15,0,0,30,"<3, 0>",False,False,False
SkeletonSoldierMelee,100,False,100,0,0,30,"<3, 0>",False,False,False
SkeletonSoldierMeleeChampion,100,False,100,0,0,30,"<3, 0>",False,False,False
SkeletonSoldierMeleeBoss,100,False,100,0,0,20,"<27, 0>",False,False,False
SkeletonSoldierMeleeBossSideArea,100,False,50,0,50,20,"<37, 0>",False,False,False
SkeletonSoldierMeleeMapBoss,100,False,100,0,0,20,"<34, 0>",False,False,False
SkeletonSoldierRanged,100,False,0,10,0,20,"<3, 0>",False,False,False
SkeletonSoldierRangedChampion,100,False,0,10,0,20,"<3, 0>",False,False,False
SkeletonSoldierElite,100,False,100,0,0,30,"<20, 0>",False,False,False
SkeletonSoldierRangedBoss,100,False,0,10,0,20,"<27, 0>",False,False,False
SkeletonSoldierRangedBossClone,100,False,0,10,0,20,"<27, 0>",False,False,False
SkeletonSoldierRangedMapBoss,100,False,0,10,0,20,"<34, 0>",False,False,False
SkeletonSoldierRangedMapBoss2,100,False,0,10,0,20,"<34, 0>",False,False,False
SkeletonSoldierRangedMapBossClone,100,False,0,10,0,20,"<34, 0>",False,False,False
VollBoss,100,False,25,0,0,20,"<38, 0>",False,False,False
VollMapBoss,100,False,25,0,0,20,"<34, 0>",False,False,False
VollMapBoss2,100,False,25,0,0,20,"<34, 0>",False,False,False
Maligaro,100,False,0,50,50,20,"<26, 0>",False,False,False
MaligaroMapBoss,100,False,0,50,50,20,"<34, 0>",False,False,False
MaligaroMapBoss2,100,False,0,50,50,20,"<34, 0>",False,False,False
MaligaroProphecy,100,False,0,50,50,20,"<26, 0>",False,False,False
Doedre,100,False,0,0,100,20,"<25, 0>",False,False,False
DoedreMapBoss,100,False,0,0,100,20,"<34, 0>",False,False,False
DoedreMapBoss2,100,False,0,0,100,20,"<34, 0>",False,False,False
DoedreUniqueMapBoss,100,False,0,0,100,20,"<34, 0>",False,False,False
DoedreProphecy,100,False,0,0,100,20,"<25, 0>",False,False,False
Shavronne,100,False,0,0,100,20,"<27, 0>",False,False,False
ShavronneMapBoss,100,False,0,0,100,20,"<34, 0>",False,False,False
ShavronneMapBoss2,100,False,0,0,100,20,"<34, 0>",False,False,False
Malachai,100,False,25,0,0,30,"<38, 0>",False,False,False
MalachaiMapBoss,100,False,25,0,0,30,"<34, 0>",False,False,False
MalachaiMapBossShaper,100,False,25,0,0,30,"<34, 0>",False,False,False
MalachaiMapBossSimplified,100,False,25,0,0,30,"<34, 0>",False,False,False
DaressoBoss,100,False,50,50,0,30,"<38, 0>",False,False,False
DaressoBossMerciless,100,False,50,50,0,30,"<38, 0>",False,False,False
DaressoMapBoss,100,False,50,50,0,30,"<34, 0>",False,False,False
DaressoProphecy,100,False,50,50,0,30,"<26, 0>",False,False,False
Bandit,100,False,20,20,0,20,"<0, 0>",False,False,False
BanditChestGuard,100,False,20,20,0,20,"<8, 0>",False,False,False
BanditLordMinion,100,False,20,20,0,20,"<0, 0>",False,False,False
BanditSpectator,100,False,0,0,0,0,"<0, 0>",False,False,False
BanditShaped,100,False,20,20,0,20,"<8, 0>",False,False,False
BanditChampion,100,False,20,20,0,20,"<0, 0>",False,False,False
BanditBoar,100,False,20,20,0,20,"<0, 0>",False,False,False
Hostage,100,False,20,0,0,20,"<23, 0>",False,False,False
BanditBoss,100,False,20,20,0,20,"<33, 0>",False,False,False
BanditBossInvasion,100,False,20,20,0,20,"<37, 0>",False,False,False
BanditMapBoss,100,False,20,20,0,20,"<34, 0>",False,False,False
BanditBossDescent,100,False,20,20,0,20,"<0, 0>",False,False,False
BanditBossEndlessLedge,100,False,20,20,0,20,"<33, 0>",False,False,False
BanditMartyr,100,False,20,20,0,20,"<0, 0>",False,False,False
BanditMartyrBossSideArea,100,False,20,20,0,20,"<37, 0>",False,False,False
BanditBossMinor,100,False,20,20,0,20,"<23, 0>",False,False,False
BanditTwoHandedWeapon,100,False,50,0,0,20,"<0, 0>",False,False,False
BanditDockChampionType,100,False,50,0,0,20,"<0, 0>",False,False,False
BanditTwoHandedWeaponShaped,100,False,50,0,0,20,"<8, 0>",False,False,False
BanditTwoHandedWeaponBear,100,False,50,0,0,20,"<0, 0>",False,False,False
BanditBowBossSideArea,100,False,20,20,0,20,"<23, 0>",False,False,False
BanditMageMapBoss,100,False,0,0,20,20,"<34, 0>",False,False,False
BanditAnimalTrioBoss,100,False,20,80,0,20,"<33, 0>",False,False,False
BanditAnimalTrioBossSpawned,100,False,40,40,0,20,"<33, 0>",False,False,False
Ghost,100,False,0,50,50,20,"<3, 0>",False,False,True
GhostCaster,100,False,0,50,50,20,"<3, 0>",False,False,True
GhostEssence,100,False,0,50,50,20,"<3, 0>",False,False,True
GhostMaps,100,False,0,50,50,20,"<3, 0>",False,False,True
GhostMapBoss,100,False,0,50,50,20,"<34, 0>",False,False,True
GhostPirateGreenBladeVortex,100,False,0,50,50,20,"<3, 0>",False,False,True
GhostChampion,100,False,0,50,50,20,"<3, 0>",False,False,True
GhostBossInvasion,100,False,0,50,50,20,"<37, 0>",False,False,True
GhostRanged,100,False,0,50,50,20,"<3, 0>",False,False,True
GhostRangedMaps,100,False,0,50,50,20,"<3, 0>",False,False,True
GhostWand,100,False,0,50,50,20,"<3, 0>",False,False,True
GhostWandMaps,100,False,0,50,50,20,"<3, 0>",False,False,True
GhostBossSideArea,100,False,0,50,50,20,"<37, 0>",False,False,True
GhostBossSideAreaLowbie,100,False,0,50,50,20,"<37, 0>",False,False,True
Ghost2,100,False,0,50,50,20,"<3, 0>",False,False,True
BanditBow,100,False,0,10,0,20,"<0, 0>",False,False,False
BanditBowChestGuard,100,False,0,10,0,20,"<8, 0>",False,False,False
BanditBowChampion,100,False,0,10,0,20,"<0, 0>",False,False,False
BanditBowBossInvasion,100,False,0,10,0,20,"<0, 0>",False,False,False
BanditBowBossBlackwood,100,False,0,10,0,20,"<0, 0>",False,False,False
BanditBowMapBoss,100,False,0,10,0,20,"<34, 0>",False,False,False
BanditBowMapBossFire,100,False,0,10,0,20,"<34, 0>",False,False,False
BanditBowStag,100,False,0,10,0,20,"<0, 0>",False,False,False
Goatman,100,False,15,5,0,20,"<1, 0>",False,False,True
GoatmanAbberath,100,False,15,5,0,20,"<18, 0>",False,False,False
MountainGoatman,100,False,15,5,0,20,"<2, 0>",False,False,False
GoatmanChimera,100,False,15,5,0,20,"<1, 0>",False,False,False
GoatmanChimeraTough,100,False,15,5,0,20,"<8, 0>",False,False,False
GoatmanChimeraBoss,100,False,15,5,0,20,"<1, 0>",False,False,False
GoatmanMapSubBoss,100,False,15,5,0,20,"<34, 0>",False,False,False
GoatmanMapBoss,100,False,15,5,0,20,"<34, 0>",False,False,False
GoatmanMaps,100,False,15,5,0,20,"<1, 0>",False,False,False
GoatmanBossInvasion,100,False,15,5,0,20,"<37, 0>",False,False,False
GoatmanBossNavali,100,False,15,5,0,20,"<1, 0>",False,False,False
GoatmanBossSideArea,100,False,15,5,0,20,"<37, 0>",False,False,False
GoatmanBossSideAreaLowbie,100,False,15,5,0,20,"<37, 0>",False,False,False
GoatmanShaman,100,False,0,0,50,20,"<18, 0>",False,False,True
GoatmanShamanAbberath,100,False,0,0,50,20,"<18, 0>",False,False,False
MountainGoatmanShaman,100,False,0,0,50,20,"<19, 0>",False,False,False
MountainGoatmanChampion,100,False,15,5,0,20,"<19, 0>",False,False,False
GoatmanShamanFireChampion,100,False,0,0,50,20,"<18, 0>",False,False,False
GoatmanShamanLightning,100,False,0,0,50,20,"<20, 0>",False,False,True
GoatmanShamanLightningChampion,100,False,0,0,50,20,"<20, 0>",False,False,False
GoatmanShamanBossInvasion,100,False,0,0,50,20,"<37, 0>",False,False,False
GoatmanShamanBossPrisonersGate,100,False,0,0,50,20,"<25, 0>",False,False,False
GoatmanShamanBossSideArea,100,False,0,0,50,20,"<37, 0>",False,False,False
GoatmanShamanBossSideAreaLowbie,100,False,0,0,50,20,"<37, 0>",False,False,False
Lion,100,False,10,10,0,20,"<1, 0>",False,False,False
LionRyslathaMinion,100,False,10,10,0,20,"<1, 0>",False,False,False
LionWolf,100,False,10,10,0,20,"<2, 0>",False,False,False
LionWolfChampion,100,False,10,10,0,20,"<2, 0>",False,False,False
LionWolfDelve,100,False,30,30,0,20,"<2, 0>",False,False,False
LionWolfDelveMedium,100,False,20,20,0,20,"<2, 0>",False,False,False
LionWolfDelveSmall,100,False,10,10,0,20,"<2, 0>",False,False,False
LionWolfChampionDelve,100,False,10,10,0,20,"<2, 0>",False,False,False
LionAlpha,100,False,10,10,0,20,"<18, 0>",False,False,False
LionChimera,100,False,10,10,0,20,"<1, 0>",False,False,False
LionChimeraTough,100,False,10,10,0,20,"<8, 0>",False,False,False
LionChimeraBoss,100,False,10,10,0,20,"<1, 0>",False,False,False
LionBoss,100,False,10,10,0,20,"<25, 0>",False,False,False
LionBossPrisonersGate,100,False,10,10,0,20,"<25, 0>",False,False,False
LionBossInvasion,100,False,10,10,0,20,"<37, 0>",False,False,False
LionBossDexMission,100,False,10,10,0,20,"<37, 0>",False,False,False
LionBossEndlessLedge,100,False,10,10,0,20,"<25, 0>",False,False,False
LionTalisman,100,False,10,10,0,20,"<1, 0>",False,False,False
SummonedWolfRigwald,100,False,10,10,0,20,"<2, 0>",False,False,False
MapWolf,100,False,0,0,0,20,"<2, 0>",False,False,False
MapWolfBoss1,100,False,0,0,0,20,"<34, 0>",False,False,False
MapWolfBoss2,100,False,0,0,0,20,"<34, 0>",False,False,False
WolfBossGreust,100,False,0,0,0,20,"<0, 0>",False,False,False
SummonedSpectralWolf,340,True,0,0,0,20,"<41, 0>",False,False,False
SummonedWolf,340,True,0,0,0,20,"<41, 0>",False,False,False
Hellion,100,False,10,10,0,20,"<1, 0>",False,False,False
HellionBoss,100,False,10,10,0,20,"<25, 0>",False,False,False
Hound,100,False,10,10,0,20,"<1, 0>",False,False,False
Hound2,100,False,10,10,0,20,"<1, 0>",False,False,False
HoundBoss,100,False,10,10,0,20,"<25, 0>",False,False,False
HoundBoss2,100,False,10,10,0,20,"<25, 0>",False,False,False
HoundMapBoss,100,False,10,10,0,20,"<34, 0>",False,False,False
AlbinoRhoa,100,False,20,0,0,20,"<2, 0>",False,False,False
Rhoa,100,False,20,0,0,20,"<2, 0>",False,False,False
RhoaUntaintedBoss,100,False,20,0,0,20,"<34, 0>",False,False,False
RhoaDexMissionMinion,100,False,20,0,0,20,"<2, 0>",False,False,False
RhoaDexMissionBoss,100,False,20,0,0,20,"<26, 0>",False,False,False
RhoaTalisman,100,False,20,0,0,20,"<2, 0>",False,False,False
ProphecyRhoa,100,False,20,0,0,20,"<26, 0>",False,False,False
Spiker,100,False,15,15,0,20,"<2, 0>",False,False,False
SpikerChrome,100,False,15,15,0,20,"<2, 0>",False,False,False
SpikerMaps,100,False,15,15,0,20,"<2, 0>",False,False,False
SpikerBossInvasion,100,False,15,15,0,20,"<37, 0>",False,False,False
BloodChieftain,100,False,20,0,0,20,"<18, 0>",False,False,False
BloodChieftainUpdatedRig,100,False,20,0,0,20,"<18, 0>",False,False,False
BloodChieftainUntaintedBoss,100,False,20,0,0,20,"<34, 0>",False,False,False
BloodChieftainDexMissionBoss,100,False,20,0,0,20,"<25, 0>",False,False,False
BloodChieftainBossSideArea,100,False,20,0,0,20,"<37, 0>",False,False,False
BloodChieftainBoss,100,False,20,0,0,20,"<25, 0>",False,False,False
BloodChieftainBossInvasion,100,False,20,0,0,20,"<37, 0>",False,False,False
BloodChieftainMapBoss,100,False,20,0,0,20,"<34, 0>",False,False,False
BloodChieftainBossEndlessLedge,100,False,20,0,0,20,"<25, 0>",False,False,False
BloodChieftainTalisman,100,False,20,0,0,20,"<18, 0>",False,False,False
BloodChieftainParasite,100,False,20,0,0,20,"<18, 0>",False,False,False
BloodChieftainParasiteBoss,100,False,20,0,0,20,"<26, 0>",False,False,False
BloodChieftainUltimatum,100,False,20,0,0,20,"<18, 0>",True,False,False
ShieldCrab,100,False,25,0,0,20,"<1, 0>",False,False,True
ShieldCrabAddedCold,100,False,25,0,0,20,"<9, 0>",False,False,True
ShieldCrabColdConvertMaps,100,False,25,0,0,20,"<1, 0>",False,False,True
ShieldCrabBoss,100,False,25,0,0,20,"<25, 0>",False,False,True
ShieldCrabBossInvasion,100,False,25,0,0,20,"<37, 0>",False,False,True
ShieldCrabBossDexMission,100,False,25,0,0,20,"<37, 0>",False,False,True
ShieldCrabNoTransform,100,False,25,0,0,20,"<37, 0>",False,False,True
ShieldCrab2,100,False,25,0,0,20,"<1, 0>",False,False,True
SeaWitch,100,False,0,0,100,20,"<19, 0>",False,False,True
SeaWitchWeak,100,False,0,0,100,20,"<19, 0>",False,False,True
SeaWitchFrostbolt,100,False,0,0,100,20,"<19, 0>",False,False,True
