Id,Text,XBoxText,XBoxText2,HASH32,PlaystationText
ChatBoxChannelNameTwitch,Twitch,,,3600522804,
ChatBoxChannelNameServer,Server,,,470669185,
ChatBoxGlobalCheckboxLabel,Global,,,1160490904,
ChatBoxTradeCheckboxLabel,Trade,,,3114937465,
ChatBoxGuildCheckboxLabel,Guild,,,2647941756,
ChatBoxChannelPopupJoining,Joining {0} channel {1}...,,,447716955,
ChatBoxChannelPopupJoiningWithLanguage,Joining {0} channel {2} {1}...,,,2206279395,
ChatBoxChannelPopupNotConnected,Not Connected,,,1357317222,
ChatBoxChannelPopupConnectedTo,Connected to {0} channel {1},,,992628252,
ChatBoxChannelPopupConnectedToWithLanguage,Connected to {0} channel {2} {1},,,220747818,
WhisperHelp,"Use "@CharacterName" to whisper characters by name.",,,1485310221,
WeaponClassDisplayNameOneHandedSword,One Handed Sword,,,3154203268,
WeaponClassDisplayNameTwoHandedSword,Two Handed Sword,,,3567807745,
WeaponClassDisplayNameOneHandedMace,One Handed Mace,,,850707106,
WeaponClassDisplayNameTwoHandedMace,Two Handed Mace,,,2022499250,
WeaponClassDisplayNameSceptre,Sceptre,,,4176913169,
WeaponClassDisplayNameWand,Wand,,,4062693608,
WeaponClassDisplayNameOneHandedAxe,One Handed Axe,,,251851927,
WeaponClassDisplayNameTwoHandedAxe,Two Handed Axe,,,3727278240,
WeaponClassDisplayNameBow,Bow,,,2179654838,
WeaponClassDisplayNameDagger,Dagger,,,1096774080,
WeaponClassDisplayNameStaff,Staff,,,354333148,
WeaponClassDisplayNameClaw,Claw,,,1775170174,
WeaponClassDisplayNameShield,Shield,,,2907531052,
WeaponClassDisplayNameUnarmed,Unarmed,,,3473440847,
WeaponClassDisplayNameFishingRod,Fishing Rod,,,1855601942,
WeaponClassDisplayNameRuneDagger,Rune Dagger,,,826366632,
WeaponClassDisplayNameWarstaff,Warstaff,,,306844186,
WeaponClassDisplayNameNotWeapon,NotWeapon,,,2881487952,
ItemDisplayMapTier,Map Tier,,,1831694152,
ItemDisplayTalismanTier,Talisman Tier: {0},,,1389049833,
ItemDisplayMapQuantityIncrease,Item Quantity,,,2736935967,
ItemDisplaySkillGemLevel,{0},,,3819867081,
ItemDisplaySkillGemMaxLevel,{0} (Max),,,1544082856,
ItemDisplaySkillGemMinusLevelFromItem,-{0} Level from Item,,,1683922793,
ItemDisplaySkillGemMinusLevelsFromItem,-{0} Levels from Item,,,2249206827,
ItemDisplaySkillGemMinusLevelFromSupport,-{0} Level from Support,,,413540045,
ItemDisplaySkillGemMinusLevelsFromSupport,-{0} Levels from Support,,,947408441,
ItemDisplaySkillGemMinusLevelFromGlobalStats,-{0} Level from Global Modifiers,,,703724808,
ItemDisplaySkillGemMinusLevelsFromGlobalStats,-{0} Levels from Global Modifiers,,,1104904762,
ItemDisplaySkillGemPlusLevelFromItem,+{0} Level from Item,,,1835791182,
ItemDisplaySkillGemPlusLevelsFromItem,+{0} Levels from Item,,,683113201,
ItemDisplaySkillGemPlusLevelFromSupport,+{0} Level from Support,,,411784538,
ItemDisplaySkillGemPlusLevelsFromSupport,+{0} Levels from Support,,,297852432,
ItemDisplaySkillGemPlusLevelFromGlobalStats,+{0} Level from Global Modifiers,,,3550628890,
ItemDisplaySkillGemPlusLevelsFromGlobalStats,+{0} Levels from Global Modifiers,,,1800126194,
ItemDisplaySkillGemPlusQualityFromItem,+{0}% Quality from Item,,,1364163031,
ItemDisplaySkillGemPlusQualityFromSupport,+{0}% Quality from Support,,,752704220,
ItemDisplaySkillGemExperience,{0}/{1},,,3293884297,
ItemDisplaySkillGemManaMultiplier,Cost & Reservation Multiplier,,,3115871655,
ItemDisplaySkillGemManaReserved,Reservation,,,1656068422,
ItemDisplaySkillGemManaCost,Cost,,,2810373328,
ItemDisplaySkillGemCastTime,Cast Time,,,54696662,
ItemDisplaySkillGemCastTimeValue,{0} sec,,,2202311824,
ItemDisplaySkillGemCriticalStrikeChance,Critical Strike Chance,,,3969730220,
ItemDisplaySkillGemOffHandCriticalStrikeChanceOverride,Critical Strike Chance,,,3561327074,
ItemDisplaySkillGemCooldownTime,Cooldown Time,,,2843616040,
ItemDisplaySkillGemCooldownValue,{0} sec,,,3298749863,
ItemDisplaySkillGemCooldownValueCount,{0} sec ({1} uses),,,821866276,
ItemDisplaySkillGemSoulsPerUse,Souls Per Use,,,3328259576,
ItemDisplaySkillGemPreventSoulGainDuration,Soul Gain Prevention,,,2528404244,
ItemDisplaySkillGemSoulsCanStoreUse,Can Store {0} Use,,,2329472104,
ItemDisplaySkillGemSoulsCanStoreUses,Can Store {0} Uses,,,2531143302,
ItemDisplaySkillGemDamageEffectiveness,Effectiveness of Added Damage,,,706244730,
ItemDisplayFlaskLifeRecovery1Second,Recovers {0} Life over {1} Second,,,1613644445,
ItemDisplayFlaskLifeRecoveryNSeconds,Recovers {0} Life over {1} Seconds,,,3583752128,
ItemDisplayFlaskManaRecovery1Second,Recovers {0} Mana over {1} Second,,,2804614063,
ItemDisplayFlaskManaRecoveryNSeconds,Recovers {0} Mana over {1} Seconds,,,164984628,
ItemDisplayFlaskBuffDuration1Second,Lasts {0} Second,,,554074271,
ItemDisplayFlaskBuffDurationNSeconds,Lasts {0} Seconds,,,3928134898,
ItemDisplayChargesConsumptionOnUse1Charge,Consumes {0} of {1} Charge on use,,,1336633687,
ItemDisplayChargesConsumptionOnUseNCharges,Consumes {0} of {1} Charges on use,,,2954246699,
ItemDisplayCharges1Charge,Currently has {0} Charge,,,3833209035,
ItemDisplayChargesNCharges,Currently has {0} Charges,,,239890451,
ItemDisplayWeaponPhysicalDamage,Physical Damage,,,3154735336,
ItemDisplayWeaponElementalDamage,Elemental Damage,,,1854685400,
ItemDisplayWeaponChaosDamage,Chaos Damage,,,2439427717,
ItemDisplayWeaponCriticalStrikeChance,Critical Strike Chance,,,4107126245,
ItemDisplayWeaponAttacksPerSecond,Attacks per Second,,,428547462,
ItemDisplayShieldBlockChance,Chance to Block,,,3241405018,
ItemDisplayArmourArmour,Armour,,,3866365471,
ItemDisplayArmourEvasionRating,Evasion Rating,,,1203224446,
ItemDisplayArmourEnergyShield,Energy Shield,,,2876097818,
ItemDisplayStackSize,Stack Size,,,260910150,
ItemDisplayStackSizeValue,{0}/{1},,,2387825415,
ItemDisplayStackDescription,Shift click to unstack.,,,1949148880,
ItemDisplayHasEffect,Has {0},,,1726370554,
ItemDisplayHasReskin,Has {0} Skin. You can reclaim this by shift-clicking this item.,Has {0} Skin. You can reclaim this by pressing <<xbox_button_rstick>> + <<xbox_button_b>>.,,4116733154,
ItemDisplayImprintImprinted,Imprinted,,,1136296550,
ItemDisplayImprintUnidentified,Unidentified,,,1069912939,
ItemDisplayRequirementFromGem,(gem),,,3876515338,
ItemDisplayRequirementFromJewel,(jewel),,,3895762858,
ItemPopupCannotUseItem,You cannot use this item. Its stats will be ignored,,,2432324719,
ItemPopupCannotTradeOrModify,Cannot be traded or modified,,,1915746310,
ItemPopupLockedToAccount,Account-bound,,,2571501980,
ItemPopupStolen,Contraband,,,245848207,
ItemPopupUnidentified,Unidentified,,,1390808194,
ItemPopupMirrored,Mirrored,,,563664229,
ItemPopupCorrupted,Corrupted,,,2344521231,
ItemPopupDroppedInMaps,Map Drop,,,3215051825,
ItemPopupNextLevel,Next Level,,,2866489738,
LoadingScreenMessage,Loading...,,,47644815,
GraphicsOptionsApplySettings,Apply Display Settings,,,4065331089,
GraphicsOptionsApplySettingsPopup,Click to apply your display settings changes,,,104966066,
GraphicsOptionsAdapterLabel,Display,,,3854299529,
GraphicsOptionsDisplayModeLabel,Mode,,,1320337203,
GraphicsOptionsDisplayModeWindowed,Windowed,,,2270610761,
GraphicsOptionsDisplayModeFullscreen,Fullscreen,,,3206072097,
GraphicsOptionsDisplayModeWindowedFullscreen,Windowed Fullscreen,,,2433206602,
GraphicsOptionsResolutionLabel,Resolution,,,2710293452,
GraphicsOptionsResolutionCustom,{0} (Custom),,,291157603,
GraphicsOptionsVSyncLabel,VSync,,,4261734159,
GraphicsOptionsDynamicResolution,Dynamic Resolution,,,160064564,
GraphicsOptionsTargetFps,Target Framerate,,,2944497214,
GraphicsOptionsTargetFpsTooltip,The rendering engine will lower your resolution or remove non-essential particles to maintain this target framerate. It's advised that you set it to the lowest framerate you're comfortable with while playing. Setting it to a value that's too high will cause unnecessary resolution drop.,,,1217300196,
GraphicsOptionsWaterDetail,Water Detail Level,,,2434264703,
GraphicsOptionsWaterDetailDownscaled,Low,,,3281885636,
GraphicsOptionsWaterDetailFullres,High (Default),,,3494539357,
GraphicsOptionsScreenspaceEffects,Lighting,,,2784476771,
GraphicsOptionsScreenspaceEffectsOff,No Shadows (DirectX9 Only),,,2920969963,
GraphicsOptionsScreenspaceEffectsSSS,Shadows (Default),,,1254670511,
GraphicsOptionsScreenspaceEffectsGI,Shadows + Global Illumination,,,4251474334,
GraphicsOptionsSSSTooltip,This setting allows the rendering engine to calculate shadows from light sources using image that's already on your screen.,,,1380291128,
GraphicsOptionsGITooltip,"Global Illumination extends Point Light Shadows and allows the rendering engine to treat every bright pixel on your screen as an individual light source to produce advanced lighting effects such as ambient occlusion and indirect lighting. While it can significantly improve the look of the game, it can be demanding on GPU, especially on high screen resolutions. ",,,2639288238,
GraphicsOptionsScreenspaceResolution,Shadow,,,3740462006,
GraphicsOptionsScreenspaceResolutionLow,Low (Default),,,2845831550,
GraphicsOptionsScreenspaceResolutionMedium,High,,,2365252297,
GraphicsOptionsScreenspaceResolutionUltra,Ultra,,,1338890893,
GraphicsOptionsScreenspaceResolutionTooltip,"Shadow + GI Quality<size:3>{
}<size:29>{
This setting controls the quality and performance cost for both non-sun shadows and Global Illumination. The cost for this setting is fixed, so when there is more action on the screen, it will not get slower.<size:3>{
}
<b>{Low (Default):} Shadows and GI both have a very low cost on this setting.<size:3>{
}
<b>{High (Recommended):} Shadows look good, but don't cost too much.<size:3>{
}
<b>{Ultra:} This setting is for very powerful graphics cards. If GI is enabled, this has a very high cost.}",,,1348856953,
GraphicsOptionsShadowQualityLabel,Sun Shadow Quality,,,1485656395,
GraphicsOptionsShadowQualityOff,Off,,,3786153075,
GraphicsOptionsShadowQualityLow,Low,,,254832493,
GraphicsOptionsShadowQualityHigh,High (Default),,,2697783030,
GraphicsOptionsShadowQualityOLDVariance,OLD Variance Shadow Mapping,,,694166723,
GraphicsOptionsShadowQualityOLDBasic,OLD Basic Shadow Mapping,,,404532710,
GraphicsOptionsAntialiasingLabel,Antialiasing Quality,,,3880755151,
GraphicsOptionsDX9SMAAOff,Off (Default),,,2372076529,
GraphicsOptionsDX9SMAAMedium,SMAA Low,,,533950820,
GraphicsOptionsDX9SMAAHigh,SMAA High,,,565163958,
GraphicsOptionsDX11MSAAOff,Off (Default),,,2508026987,
GraphicsOptionsDX11MSAA4,MSAA x4,,,3846149159,
GraphicsOptionsDX11MSAA8,MSAA x8 (Very Slow),,,3160383361,
GraphicsOptionsTextureQualityLabel,Texture Quality,,,826609662,
GraphicsOptionsTextureQualityMedium,Medium,,,3173763059,
GraphicsOptionsTextureQualityHigh,High (Default),,,755683079,
GraphicsOptionsTextureFilteringLabel,Texture Filtering,,,226546200,
GraphicsOptionsTextureFilteringTrilinear,Trilinear Filtering,,,1345203949,
GraphicsOptionsTextureFilteringAnisotropic,{0}x Anisotropic Filtering,,,88180192,
GraphicsOptionsBloomStrengthLabel,Bloom,,,2404279952,
GraphicsOptionsIncursionEffectLabel,Incursion/Ultimatum Effect,,,3158524470,
GraphicsOptionsScreenShakeLabel,Screen Shake,,,3250265184,
GraphicsOptionsCameraZRotationLabel,Camera Rotation Effects,,,3601792686,
GraphicsOptionsCameraZRotationPopup,Enable lateral camera rotation effects and cinematic camera swings,,,1821877696,
AudioOptionsDeviceLabel,Device,,,1945070835,
AudioOptionsDeviceDefault,Default,,,3978310669,
AudioOptionsDeviceNoDevices,No devices,,,1481443269,
AudioOptionsEffectsVolumeLabel,Sound Effects Volume,,,2431046690,
AudioOptionsMusicVolumeLabel,Music Volume,,,521601205,
AudioOptionsAmbientVolumeLabel,Ambient Sound Volume,,,1621999692,
AudioOptionsDialogueVolumeLabel,Dialogue Volume,,,1193424575,
AudioOptionsItemFilterAlertVolumeLabel,Item Filter Alert Volume,,,1607638348,
AudioOptionsReverbLabel,Reverb Enabled,,,965622437,
AudioOptionsMuteInBackgroundLabel,Mute when in background,,,1699281040,
AudioOptionsMuteInBackgroundDescription,If you enable this then sound will be muted when the client window is not in focus.,,,881782526,
AudioOptionsWarningNoSoundDriver,No sound driver detected,,,3216051439,
AudioOptionsWarningSoundDriverInitialisationFailed,Failed to initialise sound driver,,,875787078,
OptionsCornerMapLabel,Show Corner Map,,,6756786,
OptionsCornerMapPopup,Show a small map in the top-right corner of the screen.,,,3418264686,
OptionsAutoCenterMapLabel,Auto-Center Map,,,1951258456,
OptionsAutoCenterMapPopup,"Pressing the Open / Close Map key when the map is off center will re-center it, rather than close it.",,,3704127941,
OptionsMapTransparencyLabel,Landscape Transparency,,,1808639177,
OptionsAlwaysHighlightLabel,Always Highlight,,,3874712885,
OptionsAlwaysHighlightPopup,Items and objects such as chests and waypoints will always be highlighted.,,,1844302011,
OptionsAlwaysShowSocketsLabel,Always Show Sockets,,,1357197412,
OptionsKeyPickupLabel,Key Pickup,,,417756953,
OptionsKeyPickupDisabled,Disabled,,,3513242391,
OptionsKeyPickupUseHighlightKey,Use Highlight Key,,,453685017,
OptionsKeyPickupUseBoundKey,Use Bound Key ({0}),,,2214924884,
OptionsShowFullDescriptionsLabel,Show Full Descriptions,,,3083417334,
OptionsShowFullDescriptionsPopup,"When highlighting an item on the ground, its full description will be shown, rather than just its name.",,,3957541009,
OptionsShowLifeManaLevelsLabel,Show Life/Mana Levels,,,1159149270,
OptionsShowLifeManaLevelsPopup,Life and mana levels will show above the life and mana orbs at all times.,,,2480226465,
OptionsCorpseTargetingLabel,Corpse Targeting,,,213943966,
OptionsCorpseTargetingAlways,Always Enabled,,,4034674964,
OptionsCorpseTargetingWhenKeyHeld,When Key Held ({0}),,,228787115,
OptionsJoinGlobalChatLabel,Show Global Chat,,,585709761,
OptionsJoinTradeChatLabel,Show Trade Chat,,,166931419,
OptionsShowGuildChatLabel,Show Guild Chat,,,1015685545,
OptionsShowLifeBarsOnAlliesLabel,Show Mini Life Bars On Allies,,,998544620,
OptionsShowLifeBarsOnAlliesPopup,Displays a small life bar above each ally.,,,508354286,
OptionsShowLifeBarsOnEnemiesLabel,Show Mini Life Bars On Enemies,,,1122829015,
OptionsShowLifeBarsOnEnemiesPopup,Displays a small life bar above each enemy.,,,3002891508,
OptionsShowLifeBarOnPlayerLabel,Show Mini Life Bar Above You,,,2504767592,
OptionsShowLifeBarOnPlayerPopup,Displays a small life bar above your Character.,,,118062738,
OptionsShowAllyNamesOnMapLabel,Show Ally Names On Your Map,,,406459778,
OptionsShowAllyNamesOnMapPopup,Displays the names of your Allies on your Map.,,,1077241212,
OptionsUseNextFlaskWithChargesLabel,Enable Smart-flask,,,4084650405,
OptionsUseNextFlaskWithChargesPopup,Uses a flask of the same type when the flask bound to the pressed button has too few charges.,,,3868143838,
OptionsShowClockLabel,Show Clock,,,2610990147,
OptionsShowClockPopup,Displays the current local time above your Flask Bar.,,,3898403151,
OptionsAutoEquipLabel,Auto-equip,,,1772172300,
OptionsAutoEquipPopup,Automatically equip items you pick up while the inventory panel is closed.,,,4131008485,
OptionsAlwaysAttackInPlaceLabel,Always Attack In-place,,,3758743194,
OptionsAlwaysAttackInPlacePopup,Skills are always performed in-place.,,,933160775,
