Id,Unknown0,Unknown1,UnlockType,CraftingItemClassCategoriesKeys,ObtainingDescription
JunColdDamageAndBaseChanceToFreeze,1,"[1, 1, 1]",Dano de Gelo e Chance de Congelar - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Revelando armas
JunColdDamageOnCritAndCritChance,1,"[1, 1]",Chance de Acerto Crítico e Multiplicador Crítico ao Espatifar - Rank,"[<9, 0>]","Revelando certos anéis do Cameria, o Sangue Frio"
JunColdDamageOverTimeMultiplier,1,"[1, 1, 1]",Multiplicador de Dano Degenerativo de Fogo e Gelo - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Revelando armas
JunCriticalChanceAndAddedChaosDamageIfHaveCritRecently,1,"[1, 1, 1]",Chance de Crítico e Dano de Caos Adicional no Acerto Crítico - Rank,"[<7, 0>, <13, 0>]",Revelando luvas ou aljavas
JunCriticalChanceAndElementalDamagePercentIfHaveCritRecently,1,"[1, 1, 1]",Chance de Crítico e Dano Elemental no Acerto Crítico - Rank,"[<7, 0>, <13, 0>]",Revelando luvas ou aljavas
JunCriticalChanceAndGainFrenzyChargeOnCriticalStrikePercent,1,"[1, 1, 1]",Chance de Crítico e Ganho de Carga de Frenesi no Acerto Crítico - Rank,"[<13, 0>]",Revelando aljavas
JunCriticalStrikeMultiplierIfRareOrUniqueEnemyNearby,1,"[1, 1, 1]",Multiplicador de Acerto Crítico enquanto próximo de Inimigos Raros ou Únicos - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Revelando armas
JunCurseEffect,1,"[1, 1]",Efeito de Maldições - Rank,"[<4, 0>]",Revelando escudos
JunDamageDuringFlaskEffect,1,"[1, 1]",Dano durante o Efeito de Frascos - Rank,"[<7, 0>]",Revelando certas luvas do Guff Grenn
JunDamagePerEnduranceCharge,1,[1],Dano por Carga de Tolerância,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Revelando armas
JunDamagePerFrenzyCharge,1,[1],Dano por Carga de Frenesi,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Revelando armas
JunDamagePerPowerCharge,1,[1],Dano por Carga de Poder,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Revelando armas
JunDamagePlusPercentWithNonVaalSkillsDuringSoulGainPrevention,1,"[1, 1, 1]",Dano com Habilidades Não-Vaal durante a Anulação do Ganho de Almas - Rank,"[<8, 0>, <7, 0>]",Revelando botas ou luvas
JunDamageRemovedFromManaBeforeLifeWhileFocused,1,[1],Dano sofrido na Mana antes da Vida enquanto Concentrado,"[<6, 0>]",Revelando peitorais
JunDamageWhileLeeching,1,"[1, 1]",Dano enquanto Drenando - Rank,"[<7, 0>, <10, 0>]",Revelando certas luvas ou amuletos do Vorici
JunDexterityAndIntelligence,1,"[1, 1, 1]",Destreza e Inteligência - Rank,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>, <10, 0>, <11, 0>, <9, 0>, <13, 0>]","Revelando peitorais, botas, luvas, elmos, escudos, amuletos, cintos, anéis ou aljavas"
JunDodgeChanceDuringFocus,1,"[1, 1, 1]",Chance de Esquiva enquanto Concentrado - Rank,"[<5, 0>, <8, 0>]",Revelando elmos ou botas
JunDoubleDamageChance,1,"[1, 1]",Chance de Causar Dano Dobrado - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Revelando armas
JunWolfOnKill,1,[1],Convocar Lobo Espectral ao Matar,"[<10, 0>]",Revelando certos amuletos do Thane Jorgin
JunEffectOfAilments,1,"[1, 1]",Efeito de Afecções não-Danificadoras - Rank,"[<8, 0>, <10, 0>]",Revelando botas ou amuletos
JunElementalPenetrationWithAttacks,1,"[1, 1, 1]",Penetração da Resistência Elemental de Arma - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Revelando armas
JunEnergyShieldRegenerationRatePerMinuteIfRareOrUniqueEnemyNearby,1,"[1, 1, 1]",Regeneração de Escudo de Energia enquanto próximo de Inimigos Raros ou Únicos - Rank,"[<6, 0>, <11, 0>]",Revelando peitorais ou cintos
JunEvasionRatingAndEnergyShield,1,"[1, 1, 1]",Evasão e Escudo de Energia - Rank,"[<11, 0>, <13, 0>]",Revelando cintos ou aljavas
JunFireDamageAndChanceToIgnite,1,"[1, 1, 1]",Dano de Fogo e Chance de Incendiar - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Revelando armas
JunFlaskEffect,1,"[1, 1, 1]",Efeito de Frasco - Rank,"[<11, 0>]",Revelando cintos
JunFlaskEffectAndFlaskChargesGained,1,"[1, 1]",Efeito de Frasco e redução das Cargas de Frasco Recebidas - Rank,"[<11, 0>]",Revelando cintos
JunFortifyEffectWhileFocused,1,"[1, 1, 1]",Efeito de Fortificar enquanto Concentrado - Rank,"[<6, 0>]",Revelando peitorais
JunGainOnslaughtDuringSoulGainPrevention,1,[1],Agressividade durante a Anulação do Ganho de Almas,"[<8, 0>, <7, 0>]",Revelando botas ou luvas
JunBrandAttachmentRange,1,"[1, 1, 1]",Alcance da Vinculação das Runas - Rank,"[<10, 0>, <7, 0>]",Revelando amuletos ou luvas
JunGlobalCooldownRecovery,1,"[1, 1]",Velocidade de Recuperação de Recarga - Rank,"[<11, 0>]",Revelando cintos
JunImmuneToStatusAilmentsWhileFocused,1,[1],Imunidade à Afecções Enquanto Concentrado e Recuperação do Tempo de Recarga da Concentração,"[<8, 0>]",Revelando botas
JunIncreasedChaosAndPhysicalDamage,1,"[1, 1]",Dano Físico e de Caos - Rank,"[<9, 0>]",Revelando certos anéis da Aisling Laffrey
JunIncreasedDefencesAndLife,1,"[1, 1, 1]",Defesas e Vida - Rank,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]","Revelando peitorais, botas, luvas, elmos ou escudos"
JunIncreasedFireAndLightningDamage,1,"[1, 1]",Dano de Fogo e Raio - Rank,"[<9, 0>]",Revelando certos anéis do Riker Maloney
JunIncreasedManaAndRegen,1,"[1, 1, 1]",Mana e Mana Regenerada por Segundo - Rank,"[<9, 0>, <10, 0>]",Revelando anéis ou amuletos
JunItemRarityFromRareAndUniqueEnemies,1,"[1, 1]",Raridade dos Itens derrubados por Inimigos Raros e Únicos - Rank,"[<5, 0>]",Revelando certos elmos do Janus Perandus
JunLifeAddedAsEnergyShield,1,"[1, 1]",Vida Máxima como Escudo de Energia Extra - Rank,"[<6, 0>]",Revelando certos peitorais do Gravicius Renascido
JunLifeLeechFromAnyDamagePermyriadWhileFocused,1,[1],Pacto Vaal e Dano Drenado como Vida enquanto Concentrado,"[<10, 0>]",Revelando amuletos
JunLifeRegeneration,1,"[1, 1]",Regeneração de Vida - Rank,"[<10, 0>, <4, 0>]",Revelando amuletos ou escudos
JunLifeRegenerationPerEvasionDuringFocus,1,[1],Evasão Regenerada como Vida enquanto Concentrado,"[<6, 0>]",Revelando peitorais
JunLightningDamageAndChanceToShock,1,"[1, 1, 1]",Dano de Raio e Chance de Eletrizar - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Revelando armas
JunLocalFlaskAvoidStunChanceAndMovementSpeedDuringFlaskEffect,1,[1],Chance de Evitar Atordoamentos durante o Efeito do Frasco,"[<12, 0>]",Revelando frascos
JunLocalFlaskCriticalStrikeChanceDuringFlaskEffect,1,[1],Redução do Dano Refletido sofrido durante o Efeito do Frasco,"[<12, 0>]",Revelando frascos
JunLocalFlaskItemFoundRarityDuringFlaskEffect,1,[1],Raridade dos Itens Encontrados Durante o Efeito de Frascos,"[<12, 0>]",Revelando frascos
JunLocalFlaskLifeLeechOnDamageTakenDuringFlaskEffect,1,[1],Dano sofrido é Drenado como Vida durante o Efeito do Frasco,"[<12, 0>]",Revelando frascos
JunLocalFlaskLifeRegenerationPerMinuteDuringFlaskEffect,1,[1],Regeneração de Vida durante o Efeito do Frasco,"[<12, 0>]",Revelando frascos
JunLocalFlaskSkillManaCostDuringFlaskEffect,1,[1],Custo de Mana das Habilidades durante Efeito de Frascos,"[<12, 0>]",Revelando frascos
JunLocalIncreasedPhysicalDamageAndBleedChance,1,"[1, 1, 1]",Dano Físico e chance de causar Sangramento - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Revelando armas
JunLocalIncreasedPhysicalDamageAndBlindChance,1,"[1, 1, 1]",Dano Físico e chance de Cegar - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Revelando armas
JunLocalIncreasedPhysicalDamageAndImpale,1,"[1, 1, 1]",Dano Físico e chance de Empalar - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Revelando armas
JunLocalIncreasedPhysicalDamageAndPoisonChance,1,"[1, 1, 1]",Dano Físico e chance de Envenenar - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Revelando armas
JunLocalIncreaseSocketedSupportGemLevel,1,"[1, 1]",Nível das Gemas de Suporte - Rank,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>, <4, 0>]",Revelando certas armas ou escudos do Comandante do Sindicato
JunLuckyCriticalsDuringFocus,1,[1],Chance de Acerto Crítico é Sortuda enquanto Concentrado,"[<11, 0>]",Revelando cintos
JunManaAndDamageTakenGoesToManaPercent,1,"[1, 1, 1]",Mana e Dano sofrido ganho como Mana - Rank,"[<9, 0>, <10, 0>]",Revelando anéis ou amuletos
JunManaAndManaCostPercent,1,"[1, 1, 1]",Mana e Custo de Mana das Habilidades - Rank,"[<9, 0>, <10, 0>]",Revelando anéis ou amuletos
JunMaximumCurse,1,[1],Maldição Adicional,"[<6, 0>]",Revelando peitorais
JunMaximumTotem,1,[1],Número de Totens Convocados,"[<4, 0>]",Revelando escudos
JunMaximumZombieAndSkeleton,1,[1],Número de Zumbis e Esqueletos,"[<5, 0>]",Revelando elmos
JunMeleeRangeAndMeleeGemLevel,1,"[1, 1, 1]",Alcance Corpo a Corpo e Modificadores Corpo a Corpo - Rank,"[<5, 0>, <7, 0>, <10, 0>]","Revelando elmos, luvas ou amuletos"
JunMineLayingSpeed,1,"[1, 1, 1]",Velocidade de Arremesso de Minas - Rank,"[<10, 0>, <5, 0>]",Revelando amuletos ou elmos
JunMinimumEnduranceCharges,1,[1],Mínimo de Cargas de Tolerância,"[<9, 0>, <10, 0>]",Revelando anéis ou amuletos
JunMinimumFrenzyCharges,1,[1],Mínimo de Cargas de Frenesi,"[<9, 0>, <10, 0>]",Revelando anéis ou amuletos
JunMinimumPowerCharges,1,[1],Mínimo de Cargas de Poder,"[<9, 0>, <10, 0>]",Revelando anéis ou amuletos
JunMinionAttackAndCastSpeedOnWeapon,1,"[1, 1, 1]",Velocidade de Ataque e Conjuração do Lacaio - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Revelando armas
JunMinionDamageAndMinionMaximumLife,1,"[1, 1, 1]",Dano de Lacaio e Vida - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Revelando armas
JunMinionsRecoverMaximumLifeWhenYouFocus,1,[1],Lacaio Recobra Vida quando você se Concentrar,"[<7, 0>]",Revelando luvas
JunMovementVelocityAndCannotBeChilled,1,"[1, 1, 1]",Velocidade de Movimento e Não pode ser Resfriado - Rank,"[<8, 0>]",Revelando botas
JunMovementVelocityAndMovementVelocityIfNotHitRecently,1,"[1, 1, 1]",Velocidade de Movimento e Velocidade de Movimento enquanto não Acertado - Rank,"[<8, 0>]",Revelando botas
JunMovementVelocityAndOnslaughtOnKill,1,"[1, 1, 1]",Velocidade de Movimento e Agressividade ao Matar - Rank,"[<8, 0>]",Revelando botas
JunNonChaosAddedAsChaos,1,"[1, 1]",Dano como Dano Extra de Caos - Rank,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>, <4, 0>]",Revelando certas armas ou escudos da Coisa Fugitiva
JunPercentageAllAttributes,1,"[1, 1]",Atributos - Rank,"[<6, 0>]","Revelando certos peitorais do Hiullock, o Ferreiro"
JunPhysicalDamageConvertedToCold,1,[1],Dano Físico Convertido para Dano de Gelo,"[<7, 0>]",Revelando luvas
JunPhysicalDamageConvertedToFire,1,[1],Dano Físico Convertido para Dano de Fogo,"[<7, 0>]",Revelando luvas
JunPhysicalDamageConvertedToLightning,1,[1],Dano Físico Convertido para Dano de Raio,"[<7, 0>]",Revelando luvas
JunPhysicalDamageReductionDuringFocus,1,"[1, 1, 1]",Redução de Dano Físico enquanto Concentrado - Rank,"[<5, 0>, <7, 0>]",Revelando elmos ou luvas
JunPhysicalDamageReductionRatingDuringSoulGainPrevention,1,"[1, 1, 1]",Armadura durante a Anulação do Ganho de Almas - Rank,"[<6, 0>, <4, 0>]",Revelando peitorais ou escudos
JunPhysicalDamageTakenAsFirePercent,1,"[1, 1]",Dano Físico sofrido Como Porcentagem de Fogo - Rank,"[<5, 0>]",Revelando certos elmos do Korell Goya
JunProjectilePierceAndProjectileGemLevel,1,"[1, 1, 1]",Perfuração de Projéteis e Modificadores de Projétil - Rank,"[<5, 0>, <7, 0>, <10, 0>]","Revelando elmos, luvas ou amuletos"
JunReduceGlobalFlatManaCost,1,"[1, 1, 1]",Custo de Mana das Habilidades - Rank,"[<9, 0>, <10, 0>]",Revelando certos anéis ou amuletos do Elreon
JunRestoreManaAndEnergyShieldOnFocus,1,"[1, 1, 1]",Mana e Escudo de Energia quando se Concentrar - Rank,"[<6, 0>]",Revelando peitorais
JunShockNearbyEnemiesOnFocus,1,"[1, 1, 1]",Eletriza Inimigos próximos quando se Focar - Rank,"[<9, 0>]",Revelando anéis
JunSkillAreaOfEffectPercentAndAreaOfEffectGemLevel,1,"[1, 1, 1]",Modificadores de Efeito em Área e Área,"[<5, 0>, <7, 0>, <10, 0>]","Revelando elmos, luvas ou amuletos"
JunSkillsCostNoManaWhileFocused,1,[1],Habilidades Sem Custo de Mana enquanto Concentrado,"[<10, 0>]",Revelando amuletos
JunSocketedGemQuality,1,"[1, 1]",Qualidade das Gemas - Rank,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>, <4, 0>]",Revelando certas armas ou escudos do Haku
JunSpellDamageAndManaRegenerationRate,1,"[1, 1, 1]",Dano Mágico e Regeneração de Mana - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Revelando armas
JunSpellDamageAndNonChaosDamageToAddAsChaosDamage,1,"[1, 1, 1]",Dano Mágico e Dano Não-Caótico como Caos Extra ão-Caótico como Dano Extra de Caos - Rank,"[<0, 0>, <1, 0>, <2, 0>]",Revelando armas
JunStatusAilmentsYouInflictDurationWhileFocused,1,"[1, 1, 1]",Duração de Afecções enquanto Concentrado - Rank,"[<5, 0>]",Revelando elmos
JunStrengthAndDexterity,1,"[1, 1, 1]",Força e Destreza - Rank,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>, <10, 0>, <11, 0>, <9, 0>, <13, 0>]","Revelando peitorais, botas, luvas, elmos, escudos, amuletos, cintos, anéis ou aljavas"
JunStrengthAndIntelligence,1,"[1, 1, 1]",Força e Inteligência - Rank,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>, <10, 0>, <11, 0>, <9, 0>, <13, 0>]","Revelando peitorais, botas, luvas, elmos, escudos, amuletos, cintos, anéis ou aljavas"
JunSummonTotemCastSpeed,1,"[1, 1, 1]",Velocidade de Posicionamento de Totem - Rank,"[<8, 0>, <10, 0>]",Revelando botas ou amuletos
JunTrapThrowSpeed,1,"[1, 1, 1]",Velocidade de Arremesso de Armadilha - Rank,"[<10, 0>, <11, 0>]",Revelando amuletos ou cintos
JunTriggerSocketedSpellWhenYouFocus,1,[1],Ativa Magias Encaixadas enquanto Concentrado,"[<5, 0>]",Revelando elmos
JunLocalAttackSpeedAndLocalItemQuality,1,"[1, 1]",Velocidade de Ataque Local e Qualidade de Item Local - Rank,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",Revelando armas
JunLocalCriticalStrikeChanceAndLocalItemQuality,1,"[1, 1]",Chance de Acerto Crítico e Qualidade - Rank,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",Revelando armas
JunLocalAccuracyRatingAndLocalItemQuality,1,"[1, 1, 1]",Precisão e Qualidade dos Itens - Rank,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",Revelando armas
JunLocalAttackSpeedAndLocalDisplayTriggerLevelBloodRageOnKillChance,1,"[1, 1]",Velocidade de Ataque e Ativa Fúria Sangrenta ao Matar - Rank,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",Revelando armas
JunCastSpeedAndGainArcaneSurgeOnKillChance,1,"[1, 1, 1]",Velocidade de Conjuração e Ganha Fúria Arcana ao Matar - Rank,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",Revelando armas
JunTriggerSocketedSpellOnSkillUse,1,[1],Ativa uma Magia Encaixada quando Usar uma Habilidade,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",Revelando armas
JunFireAndChaosDamageResistance,1,"[1, 1, 1]",Resistência à Fogo e Caos - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]","Revelando armas, peitorais, luvas, botas, elmos, escudos, anéis, amuletos, cintos ou aljavas"
JunLightningAndChaosDamageResistance,1,"[1, 1, 1]",Resistência à Raio e Caos - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]","Revelando armas, peitorais, luvas, botas, elmos, escudos, anéis, amuletos, cintos ou aljavas"
JunColdAndChaosDamageResistance,1,"[1, 1, 1]",Resistência à Gelo e Caos - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]","Revelando armas, peitorais, luvas, botas, elmos, escudos, anéis, amuletos, cintos ou aljavas"
JunStrengthAndLocalItemQuality,1,"[1, 1, 1]",Força e Qualidade - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <4, 0>]","Revelando armas, peitorais ou escudos"
JunDexterityAndLocalItemQuality,1,"[1, 1, 1]",Destreza e Qualidade - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <4, 0>]","Revelando armas, peitorais ou escudos"
JunIntelligenceAndLocalItemQuality,1,"[1, 1, 1]",Inteligência e Qualidade - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <4, 0>]","Revelando armas, peitorais ou escudos"
JunLifeRegenerationRatePerMinuteWhileUsingFlask,1,"[1, 1, 1]",Regeneração de Vida durante Efeito do Frasco - Rank,"[<11, 0>]",Revelando cintos
JunPercentageLifeAndMana,1,[1],Aumento da Vida e Mana - Rank,"[<6, 0>]",Revelando peitorais
JunBlockPercent,1,[1],Chance de Bloquio de Dano do Ataque,"[<6, 0>]",Revelando peitorais
JunSpellDodgePercentage,1,[1],Chance de Esquiva do Dano Mágico,"[<6, 0>]",Revelando peitorais
JunAvoidStunAndElementalStatusAilments,1,[1],Imunidade à Atordoamento e Afecções Elementais de Status,"[<6, 0>]",Revelando peitorais