Id,ItemClassesKey,Width,Height,Name,InheritsFrom,DropLevel,FlavourTextKey,Implicit_ModsKeys,SizeOnGround,SoundEffectsKey,TagsKeys,ModDomainsKey,IsDropDisabled,ItemVisualIdentityKey,HASH,VendorRecipe_AchievementItemsKeys,Inflection,Equip_AchievementItemsKey,IsCorrupted,Identify_AchievementItemsKeys,ItemThemesKey,IdentifyMagic_AchievementItemsKeys,FragmentBaseItemTypesKey,Unknown0,ItemShopType,Unknown1,Unknown2,Unknown3
Metadata/Items/Currency/CurrencyUpgradeToMagic,"<30, 0>",1,1,Orbe de Transmutação,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<11, 0>",1315720499,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyRerollMagic,"<30, 0>",1,1,Orbe de Alteração,Metadata/Items/Currency/StackableCurrency,2,"<null, null>",[],1,"<34, 0>",[],29,False,"<12, 0>",3610411607,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyConvertToNormal,"<30, 0>",1,1,Orbe do Expurgo,Metadata/Items/Currency/StackableCurrency,12,"<null, null>",[],1,"<34, 0>",[],29,False,"<13, 0>",2131686967,"[<148, 0>]",M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAddModToRare,"<30, 0>",1,1,Orbe Exaltado,Metadata/Items/Currency/StackableCurrency,35,"<null, null>",[],1,"<34, 0>",[],29,False,"<15, 0>",3226424873,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyUpgradeMagicToRare,"<30, 0>",1,1,Orbe Real,Metadata/Items/Currency/StackableCurrency,12,"<null, null>",[],1,"<34, 0>",[],29,False,"<16, 0>",3636285277,"[<8310, 0>]",M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAddModToMagic,"<30, 0>",1,1,Orbe de Ampliação,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<17, 0>",4122699490,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyPortal,"<30, 0>",1,1,Pergaminho de Portal,Metadata/Items/Currency/StackableCurrency,2,"<null, null>",[],1,"<27, 0>",[],29,False,"<18, 0>",1328218349,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyFlaskQuality,"<30, 0>",1,1,Bugiganga do Vidreiro,Metadata/Items/Currency/StackableCurrency,2,"<null, null>",[],1,"<34, 0>","[<348, 0>]",29,False,"<19, 0>",3715417279,"[<7246, 0>]",F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyGemQuality,"<30, 0>",1,1,Prisma do Lapidário,Metadata/Items/Currency/StackableCurrency,12,"<null, null>",[],1,"<34, 0>","[<348, 0>]",29,False,"<20, 0>",128553707,"[<7734, 0>]",M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyRerollSocketColours,"<30, 0>",1,1,Orbe Cromático,Metadata/Items/Currency/StackableCurrency,2,"<null, null>",[],1,"<34, 0>",[],29,False,"<29, 0>",471734571,"[<7732, 0>]",M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyRerollSocketLinks,"<30, 0>",1,1,Orbe da Fusão,Metadata/Items/Currency/StackableCurrency,8,"<null, null>",[],1,"<34, 0>",[],29,False,"<30, 0>",3340498317,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyRerollSocketNumbers,"<30, 0>",1,1,Orbe do Joalheiro,Metadata/Items/Currency/StackableCurrency,8,"<null, null>",[],1,"<34, 0>",[],29,False,"<31, 0>",3717298577,"[<7983, 0>]",M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyModValues,"<30, 0>",1,1,Orbe Divino,Metadata/Items/Currency/StackableCurrency,35,"<null, null>",[],1,"<34, 0>",[],29,False,"<32, 0>",2147777789,"[<8308, 0>]",M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyRerollImplicit,"<30, 0>",1,1,Orbe Abençoado,Metadata/Items/Currency/StackableCurrency,35,"<null, null>",[],1,"<34, 0>",[],29,False,"<33, 0>",764311090,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyRerollDefences,"<30, 0>",1,1,Orbe Sagrado,Metadata/Items/Currency/StackableCurrency,35,"<null, null>",[],1,"<34, 0>",[],29,False,"<34, 0>",1784206883,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyMapQuality,"<30, 0>",1,1,Cinzel do Cartógrafo,Metadata/Items/Currency/StackableCurrency,52,"<null, null>",[],1,"<34, 0>","[<348, 0>]",29,False,"<5, 0>",3693179543,"[<7485, 0>]",M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyIdentificationShard,"<30, 0>",1,1,Fragmento de Pergaminho,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<null, null>","[<231, 0>]",29,True,"<25, 0>",1594034883,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyUpgradeToMagicShard,"<30, 0>",1,1,Fragmento da Transmutação,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<null, null>","[<231, 0>]",29,True,"<26, 0>",1280989466,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyRerollMagicShard,"<30, 0>",1,1,Fragmento da Alteração,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<null, null>","[<231, 0>]",29,True,"<27, 0>",216495198,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyUpgradeToRareShard,"<30, 0>",1,1,Fragmento da Alquimia,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<null, null>","[<231, 0>]",29,True,"<28, 0>",3069034818,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyRhoaFeather,"<30, 0>",1,1,Pena de Rhoa Albino,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<null, null>",[],29,True,"<35, 0>",2003183108,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyImprintOrb,"<30, 0>",1,1,Orbe Eterno,Metadata/Items/Currency/StackableCurrency,40,"<null, null>",[],1,"<34, 0>",[],29,True,"<36, 0>",1639118317,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyImprint,"<30, 0>",1,1,Gravação,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,True,"<37, 0>",2516757370,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyCorrupt,"<30, 0>",1,1,Orbe Vaal,Metadata/Items/Currency/StackableCurrency,12,"<null, null>",[],1,"<34, 0>",[],29,False,"<38, 0>",118945160,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyLabyrinthEnchant,"<30, 0>",1,1,Encantamento,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,True,"<40, 0>",1105850261,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyLabyrinthEnchantCorrupt,"<30, 0>",1,1,Bênção Corroída,Metadata/Items/Currency/StackableCurrency,35,"<null, null>",[],1,"<34, 0>",[],29,False,"<41, 0>",3880175782,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyIncursionCorrupt1,"<30, 0>",1,1,Corrompido,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,True,"<42, 0>",3921210930,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyIncursionCorrupt2,"<30, 0>",1,1,Corrompido,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,True,"<43, 0>",770737543,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyIncursionCorruptGem,"<30, 0>",1,1,Corrompido,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,True,"<44, 0>",3944541803,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyPerandusCoin,"<30, 0>",1,1,Moeda Perandus,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<null, null>",[],29,True,"<45, 0>",869188640,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",True
Metadata/Items/Currency/CurrencySilverCoin,"<30, 0>",1,1,Moeda de Prata,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<null, null>",[],29,False,"<46, 0>",2667030065,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyItemisedProphecy,"<30, 0>",1,1,Profecia,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<47, 0>",1684876054,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyItemiseCapturedMonster,"<30, 0>",1,1,Orbe do Bestiário,Metadata/Items/Currency/StackableCurrency,15,"<null, null>",[],1,"<34, 0>",[],29,False,"<48, 0>",3652735456,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyItemisedCapturedMonster,"<30, 0>",1,1,Orbe Gravado do Bestiário,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<49, 0>",1322399661,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyRerollSkillQualityType,"<30, 0>",1,1,Lentes de Regressão Primárias,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<50, 0>",952467265,[],FP,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyRerollSupportQualityType,"<30, 0>",1,1,Lentes de Regressão Secundárias,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<51, 0>",3536551846,[],FP,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyHeistWeaponEnchant,"<30, 0>",1,1,Orbe de Modificação,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<52, 0>",1432765449,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyHeistArmourEnchant,"<30, 0>",1,1,Orbe de Alfaiataria,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<53, 0>",1575994632,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbCurrency,"<30, 0>",1,1,Orbe Delirante Refinada,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<54, 0>",2346623714,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbUniques,"<30, 0>",1,1,Orbe Delirante Singular,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<55, 0>",2330121133,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbGems,"<30, 0>",1,1,Orbe Delirante do Taumaturgo,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<56, 0>",2361261766,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbWeapons,"<30, 0>",1,1,Orbe Delirante do Ferreiro,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<57, 0>",4185915339,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbArmour,"<30, 0>",1,1,Orbe Delirante do Armeiro,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<58, 0>",3031336822,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbMaps,"<30, 0>",1,1,Orbe Delirante do Cartógrafo,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<59, 0>",1368969315,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbTrinkets,"<30, 0>",1,1,Orbe Delirante do Joalheiro,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<60, 0>",3381865481,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbAbyss,"<30, 0>",1,1,Orbe Delirante Abissal,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<61, 0>",2923965406,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbPerandus,"<30, 0>",1,1,Orbe Delirante Kalguuran,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<62, 0>",358205216,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbHarbinger,"<30, 0>",1,1,Orbe Delirante do Presságio,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<63, 0>",2026013751,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbBreach,"<30, 0>",1,1,Orbe Delirante Obscura,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<64, 0>",1664903587,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbEssences,"<30, 0>",1,1,Orbe Delirante Sussurrante,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<65, 0>",3988021081,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbFragments,"<30, 0>",1,1,Orbe Delirante Fragmentada,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<66, 0>",3526566307,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbScarabs,"<30, 0>",1,1,Orbe Delirante Rastejante,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<67, 0>",243322328,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbFossils,"<30, 0>",1,1,Orbe Delirante Fossilizada,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<68, 0>",2076808891,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbProphecies,"<30, 0>",1,1,Orbe Delirante Potente,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<69, 0>",1150272452,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbDivinationCards,"<30, 0>",1,1,Orbe Delirante do Adivinho,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<70, 0>",1404182465,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbGeneric,"<30, 0>",1,1,Orbe Delirante,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,True,"<71, 0>",4177084540,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbTalismans,"<30, 0>",1,1,Orbe Delirante Primitiva,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<72, 0>",2558628474,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbLabyrinth,"<30, 0>",1,1,Orbe Delirante Imperial,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<73, 0>",3890062148,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbIncubators,"<30, 0>",1,1,Orbe Delirante Eterna,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<74, 0>",1738859609,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbBlight,"<30, 0>",1,1,Orbe Delirante Arruinada,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<75, 0>",2566479967,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbMetamorphosis,"<30, 0>",1,1,Orbe Delirante Amorfa,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<76, 0>",2005344760,[],M,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred1,"<30, 0>",1,1,Essência do Ódio Sussurrante,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9959, 0>",3284256681,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred2,"<30, 0>",1,1,Essência do Ódio Murmurante,Metadata/Items/Currency/StackableCurrency,10,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9960, 0>",1794042691,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred3,"<30, 0>",1,1,Essência do Ódio Lacrimejante,Metadata/Items/Currency/StackableCurrency,26,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9961, 0>",2368411282,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred4,"<30, 0>",1,1,Essência do Ódio Lamentante,Metadata/Items/Currency/StackableCurrency,42,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9962, 0>",1130285480,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred5,"<30, 0>",1,1,Essência do Ódio Gritante,Metadata/Items/Currency/StackableCurrency,58,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9963, 0>",2062300730,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred6,"<30, 0>",1,1,Essência do Ódio Berrante,Metadata/Items/Currency/StackableCurrency,74,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9964, 0>",2223380671,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred7,"<30, 0>",1,1,Essência do Ódio Ensurdecedora,Metadata/Items/Currency/StackableCurrency,82,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9965, 0>",1769493148,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceWoe1,"<30, 0>",1,1,Essência da Angústia Sussurrante,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9966, 0>",3517570083,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceWoe2,"<30, 0>",1,1,Essência da Angústia Murmurante,Metadata/Items/Currency/StackableCurrency,10,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9967, 0>",1672586153,[],F,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
