Id,Unknown0,Unknown1,UnlockType,CraftingItemClassCategoriesKeys,ObtainingDescription
JunChaosDamageAndChaosSkillDuration,1,"[1, 1, 1]",Chaos Damage and Chaos Skill Effect Duration - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunChaosNonAilmentDamageOverTimeMultiplier,1,"[1, 1, 1]",Physical and Chaos Damage over Time Multiplier - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunChaosPenetrationWithAttacks,1,"[1, 1, 1]",Weapon Chaos Resistance Penetration - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunColdDamageAndBaseChanceToFreeze,1,"[1, 1, 1]",Cold Damage and Chance to Freeze - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunColdDamageOnCritAndCritChance,1,"[1, 1]",Critical Strike Chance and Critical Multiplier on Shatter - Rank,"[<9, 0>]",Unveiling certain rings from Cameria the Coldblooded
JunColdDamageOverTimeMultiplier,1,"[1, 1, 1]",Fire and Cold Damage over Time Multiplier - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunCriticalChanceAndAddedChaosDamageIfHaveCritRecently,1,"[1, 1, 1]",Critical Chance and Added Chaos Damage on Critical Strike - Rank,"[<7, 0>, <13, 0>]",Unveiling gloves or quivers
JunCriticalChanceAndElementalDamagePercentIfHaveCritRecently,1,"[1, 1, 1]",Critical Chance and Elemental Damage on Critical Strike - Rank,"[<7, 0>, <13, 0>]",Unveiling gloves or quivers
JunCriticalChanceAndGainFrenzyChargeOnCriticalStrikePercent,1,"[1, 1, 1]",Critical Chance and Gain Frenzy Charge on Critical Strike - Rank,"[<13, 0>]",Unveiling quivers
JunCriticalStrikeMultiplierIfRareOrUniqueEnemyNearby,1,"[1, 1, 1]",Critical Strike Multiplier while a Rare or Unique Enemy is Nearby - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunCurseEffect,1,"[1, 1]",Curse Effect - Rank,"[<4, 0>]",Unveiling shields
JunDamageDuringFlaskEffect,1,"[1, 1]",Damage during Flask Effect - Rank,"[<7, 0>]",Unveiling certain gloves from Guff Grenn
JunDamagePerEnduranceCharge,1,[1],Damage per Endurance Charge,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunDamagePerFrenzyCharge,1,[1],Damage per Frenzy Charge,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunDamagePerPowerCharge,1,[1],Damage per Power Charge,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunDamagePlusPercentWithNonVaalSkillsDuringSoulGainPrevention,1,"[1, 1, 1]",Damage with Non-Vaal Skills during Soul Gain Prevention - Rank,"[<8, 0>, <7, 0>]",Unveiling boots or gloves
JunDamageRemovedFromManaBeforeLifeWhileFocused,1,[1],Damage taken from Mana before Life while Focused,"[<6, 0>]",Unveiling body armour
JunDamageWhileLeeching,1,"[1, 1]",Damage while Leeching - Rank,"[<7, 0>, <10, 0>]",Unveiling certain gloves or amulets from Vorici
JunDexterityAndIntelligence,1,"[1, 1, 1]",Dexterity and Intelligence - Rank,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>, <10, 0>, <11, 0>, <9, 0>, <13, 0>]","Unveiling body armour, boots, gloves, helmets, shields, amulets, belts, rings or quivers"
JunDodgeChanceDuringFocus,1,"[1, 1, 1]",Increased Evasion Rating while Focused - Rank,"[<5, 0>, <8, 0>]",Unveiling helmets or boots
JunDoubleDamageChance,1,"[1, 1]",Chance to deal Double Damage - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunWolfOnKill,1,[1],Summon Spectral Wolf on Kill,"[<10, 0>]",Unveiling certain amulets from Thane Jorgin
JunEffectOfAilments,1,"[1, 1]",Effect of non-Damaging Ailments - Rank,"[<8, 0>, <10, 0>]",Unveiling boots or amulets
JunElementalPenetrationWithAttacks,1,"[1, 1, 1]",Weapon Elemental Resistance Penetration - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunEnergyShieldRegenerationRatePerMinuteIfRareOrUniqueEnemyNearby,1,"[1, 1, 1]",Energy Shield Regeneration while a Rare or Unique Enemy is Nearby - Rank,"[<6, 0>, <11, 0>]",Unveiling body armour or belts
JunEvasionRatingAndEnergyShield,1,"[1, 1, 1]",Evasion Rating and Energy Shield - Rank,"[<11, 0>, <13, 0>]",Unveiling belts or quivers
JunFireDamageAndChanceToIgnite,1,"[1, 1, 1]",Fire Damage and Chance to Ignite - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunFlaskEffect,1,"[1, 1, 1]",Flask Effect - Rank,"[<11, 0>]",Unveiling belts
JunFlaskEffectAndFlaskChargesGained,1,"[1, 1]",Flask Effect and reduced Flask Charges Gained - Rank,"[<11, 0>]",Unveiling belts
JunFortifyEffectWhileFocused,1,"[1, 1, 1]",Effect of Fortify while Focused - Rank,"[<6, 0>]",Unveiling body armour
JunGainOnslaughtDuringSoulGainPrevention,1,[1],Onslaught during Soul Gain Prevention,"[<8, 0>, <7, 0>]",Unveiling boots or gloves
JunBrandAttachmentRange,1,"[1, 1, 1]",Brand Attachment Range - Rank,"[<10, 0>, <7, 0>]",Unveiling amulets or gloves
JunGlobalCooldownRecovery,1,"[1, 1]",Cooldown Recovery Speed - Rank,"[<11, 0>]",Unveiling belts
JunImmuneToStatusAilmentsWhileFocused,1,[1],Immune to Ailments while Focused and Focus Cooldown Recovery,"[<8, 0>]",Unveiling boots
JunIncreasedChaosAndPhysicalDamage,1,"[1, 1]",Chaos and Physical Damage - Rank,"[<9, 0>]",Unveiling certain rings from Aisling Laffrey
JunIncreasedDefencesAndLife,1,"[1, 1, 1]",Defences and Life - Rank,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]","Unveiling body armour, boots, gloves, helmets or shields"
JunIncreasedFireAndLightningDamage,1,"[1, 1]",Fire and Lightning Damage - Rank,"[<9, 0>]",Unveiling certain rings from Riker Maloney
JunIncreasedManaAndRegen,1,"[1, 1, 1]",Mana and Mana Regenerated per Second - Rank,"[<9, 0>, <10, 0>]",Unveiling rings or amulets
JunItemRarityFromRareAndUniqueEnemies,1,"[1, 1]",Rarity of Items from Rare and Unique Enemies - Rank,"[<5, 0>]",Unveiling certain helmets from Janus Perandus
JunLifeAddedAsEnergyShield,1,"[1, 1]",Maximum Life as Extra Energy Shield - Rank,"[<6, 0>]",Unveiling certain body armour from Gravicius Reborn
JunLifeLeechFromAnyDamagePermyriadWhileFocused,1,[1],Vaal Pact and Damage Leeched as Life while Focused,"[<10, 0>]",Unveiling amulets
JunLifeRegeneration,1,"[1, 1]",Life Regeneration - Rank,"[<10, 0>, <4, 0>]",Unveiling amulets or shields
JunLifeRegenerationPerEvasionDuringFocus,1,[1],Evasion Rating Regenerated as Life while Focused,"[<6, 0>]",Unveiling body armour
JunLightningDamageAndChanceToShock,1,"[1, 1, 1]",Lightning Damage and Chance to Shock - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunLocalFlaskAvoidStunChanceAndMovementSpeedDuringFlaskEffect,1,[1],Chance to Avoid Stun during Flask Effect,"[<12, 0>]",Unveiling flasks
JunLocalFlaskCriticalStrikeChanceDuringFlaskEffect,1,[1],Reduced Reflect Damage taken during Flask Effect,"[<12, 0>]",Unveiling flasks
JunLocalFlaskItemFoundRarityDuringFlaskEffect,1,[1],Rarity of Items found during Flask Effect,"[<12, 0>]",Unveiling flasks
JunLocalFlaskLifeLeechOnDamageTakenDuringFlaskEffect,1,[1],Damage taken Leeched as Life during Flask Effect,"[<12, 0>]",Unveiling flasks
JunLocalFlaskLifeRegenerationPerMinuteDuringFlaskEffect,1,[1],Life Regeneration during Flask Effect,"[<12, 0>]",Unveiling flasks
JunLocalFlaskSkillManaCostDuringFlaskEffect,1,[1],Mana Cost of Skills during Flask Effect,"[<12, 0>]",Unveiling flasks
JunLocalIncreasedPhysicalDamageAndBleedChance,1,"[1, 1, 1]",Physical Damage and chance to cause Bleeding - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunLocalIncreasedPhysicalDamageAndBlindChance,1,"[1, 1, 1]",Physical Damage and chance to Blind - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunLocalIncreasedPhysicalDamageAndImpale,1,"[1, 1, 1]",Physical Damage and chance to Impale - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunLocalIncreasedPhysicalDamageAndPoisonChance,1,"[1, 1, 1]",Physical Damage and chance to Poison - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunLocalIncreaseSocketedSupportGemLevel,1,"[1, 1]",Level of Support Gems - Rank,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>, <4, 0>]",Unveiling certain weapons or shields from the Syndicate Mastermind
JunLuckyCriticalsDuringFocus,1,[1],Critical Strike Chance is Lucky while Focused,"[<11, 0>]",Unveiling belts
JunManaAndDamageTakenGoesToManaPercent,1,"[1, 1, 1]",Mana and Damage taken gained as Mana - Rank,"[<9, 0>, <10, 0>]",Unveiling rings or amulets
JunManaAndManaCostPercent,1,"[1, 1, 1]",Mana and Mana Cost of Skills - Rank,"[<9, 0>, <10, 0>]",Unveiling rings or amulets
JunMaximumCurse,1,[1],Additional Curse,"[<6, 0>]",Unveiling body armour
JunMaximumTotem,1,[1],Number of Summoned Totems,"[<4, 0>]",Unveiling shields
JunMaximumZombieAndSkeleton,1,[1],Number of Zombies and Skeletons,"[<5, 0>]",Unveiling helmets
JunMeleeRangeAndMeleeGemLevel,1,"[1, 1, 1]",Melee Range and Melee Modifiers - Rank,"[<5, 0>, <7, 0>, <10, 0>]","Unveiling helmets, gloves or amulets"
JunMineLayingSpeed,1,"[1, 1, 1]",Mine Throwing Speed - Rank,"[<10, 0>, <5, 0>]",Unveiling amulets or helmets
JunMinimumEnduranceCharges,1,[1],Minimum Endurance Charges,"[<9, 0>, <10, 0>]",Unveiling rings or amulets
JunMinimumFrenzyCharges,1,[1],Minimum Frenzy Charges,"[<9, 0>, <10, 0>]",Unveiling rings or amulets
JunMinimumPowerCharges,1,[1],Minimum Power Charges,"[<9, 0>, <10, 0>]",Unveiling rings or amulets
JunMinionAttackAndCastSpeedOnWeapon,1,"[1, 1, 1]",Minion Attack and Cast Speed - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunMinionDamageAndMinionMaximumLife,1,"[1, 1, 1]",Minion Damage and Life - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunMinionsRecoverMaximumLifeWhenYouFocus,1,[1],Minions Recover Life when you Focus,"[<7, 0>]",Unveiling gloves
JunMovementVelocityAndCannotBeChilled,1,"[1, 1, 1]",Movement Speed and Cannot be Chilled - Rank,"[<8, 0>]",Unveiling boots
JunMovementVelocityAndMovementVelocityIfNotHitRecently,1,"[1, 1, 1]",Movement Speed and Movement Speed when not Hit - Rank,"[<8, 0>]",Unveiling boots
JunMovementVelocityAndOnslaughtOnKill,1,"[1, 1, 1]",Movement Speed and Onslaught on Kill - Rank,"[<8, 0>]",Unveiling boots
JunNonChaosAddedAsChaos,1,"[1, 1]",Damage as Extra Chaos Damage - Rank,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>, <4, 0>]",Unveiling certain weapons or shields from It That Fled
JunPercentageAllAttributes,1,"[1, 1]",Attributes - Rank,"[<6, 0>]","Unveiling certain body armour from Hillock, the Blacksmith"
JunPhysicalDamageConvertedToCold,1,[1],Physical Damage Converted to Cold Damage,"[<7, 0>]",Unveiling gloves
JunPhysicalDamageConvertedToFire,1,[1],Physical Damage Converted to Fire Damage,"[<7, 0>]",Unveiling gloves
JunPhysicalDamageConvertedToLightning,1,[1],Physical Damage Converted to Lightning Damage,"[<7, 0>]",Unveiling gloves
JunPhysicalDamageReductionDuringFocus,1,"[1, 1, 1]",Physical Damage Reduction while Focused - Rank,"[<5, 0>, <7, 0>]",Unveiling helmets or gloves
JunPhysicalDamageReductionRatingDuringSoulGainPrevention,1,"[1, 1, 1]",Armour during Soul Gain Prevention - Rank,"[<6, 0>, <4, 0>]",Unveiling body armour or shields
JunPhysicalDamageTakenAsFirePercent,1,"[1, 1]",Physical Damage taken As Fire Percent - Rank,"[<5, 0>]",Unveiling certain helmets from Korell Goya
JunProjectilePierceAndProjectileGemLevel,1,"[1, 1, 1]",Projectile Pierce and Projectile Modifiers - Rank,"[<5, 0>, <7, 0>, <10, 0>]","Unveiling helmets, gloves or amulets"
JunReduceGlobalFlatManaCost,1,"[1, 1, 1]",Mana Cost of Skills - Rank,"[<9, 0>, <10, 0>]",Unveiling certain rings or amulets from Elreon
JunRestoreManaAndEnergyShieldOnFocus,1,"[1, 1, 1]",Mana and Energy Shield when you Focus - Rank,"[<6, 0>]",Unveiling body armour
JunShockNearbyEnemiesOnFocus,1,"[1, 1, 1]",Shock nearby Enemies when you Focus - Rank,"[<9, 0>]",Unveiling rings
JunSkillAreaOfEffectPercentAndAreaOfEffectGemLevel,1,"[1, 1, 1]",Area of Effect and Area Modifiers - Rank,"[<5, 0>, <7, 0>, <10, 0>]","Unveiling helmets, gloves or amulets"
JunSkillsCostNoManaWhileFocused,1,[1],Skills Cost no Mana while Focused,"[<10, 0>]",Unveiling amulets
JunSocketedGemQuality,1,"[1, 1]",Quality of Gems - Rank,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>, <4, 0>]",Unveiling certain weapons or shields from Haku
JunSpellDamageAndManaRegenerationRate,1,"[1, 1, 1]",Spell Damage and Mana Regeneration Rate - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",Unveiling weapons
JunSpellDamageAndNonChaosDamageToAddAsChaosDamage,1,"[1, 1, 1]",Spell Damage and Non-Chaos as Extra Chaos - Rank,"[<0, 0>, <1, 0>, <2, 0>]",Unveiling weapons
JunStatusAilmentsYouInflictDurationWhileFocused,1,"[1, 1, 1]",Duration of Ailments while Focused - Rank,"[<5, 0>]",Unveiling helmets
JunStrengthAndDexterity,1,"[1, 1, 1]",Strength and Dexterity - Rank,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>, <10, 0>, <11, 0>, <9, 0>, <13, 0>]","Unveiling body armour, boots, gloves, helmets, shields, amulets, belts, rings or quivers"
JunStrengthAndIntelligence,1,"[1, 1, 1]",Strength and Intelligence - Rank,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>, <10, 0>, <11, 0>, <9, 0>, <13, 0>]","Unveiling body armour, boots, gloves, helmets, shields, amulets, belts, rings or quivers"
JunSummonTotemCastSpeed,1,"[1, 1, 1]",Totem Placement Speed - Rank,"[<8, 0>, <10, 0>]",Unveiling boots or amulets
JunTrapThrowSpeed,1,"[1, 1, 1]",Trap Throwing Speed - Rank,"[<10, 0>, <11, 0>]",Unveiling amulets or belts
JunTriggerSocketedSpellWhenYouFocus,1,[1],Trigger Socketed Spells when you Focus,"[<5, 0>]",Unveiling helmets
JunLocalAttackSpeedAndLocalItemQuality,1,"[1, 1]","Local Attack Speed, Dexterity and Intelligence - Rank","[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",Unveiling weapons
JunLocalCriticalStrikeChanceAndLocalItemQuality,1,"[1, 1]","Critical Strike Chance, Strength and Intelligence - Rank","[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",Unveiling weapons
JunLocalAccuracyRatingAndLocalItemQuality,1,"[1, 1, 1]","Accuracy Rating, Strength and Dexterity - Rank","[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",Unveiling weapons
JunLocalAttackSpeedAndLocalDisplayTriggerLevelBloodRageOnKillChance,1,"[1, 1]",Attack Speed and Trigger Blood Rage on Kill - Rank,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",Unveiling weapons
JunCastSpeedAndGainArcaneSurgeOnKillChance,1,"[1, 1, 1]",Cast Speed and gain Arcane Surge on Kill - Rank,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",Unveiling weapons
JunTriggerSocketedSpellOnSkillUse,1,[1],Trigger a Socketed Spell when you Use a Skill,"[<0, 0>, <2, 0>, <1, 0>, <3, 0>]",Unveiling weapons
JunFireAndChaosDamageResistance,1,"[1, 1, 1]",Fire and Chaos Resistance - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]","Unveiling weapons, body armour, gloves, boots, helmets, shields, rings, amulets, belts or quivers"
JunLightningAndChaosDamageResistance,1,"[1, 1, 1]",Lightning and Chaos Resistance - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]","Unveiling weapons, body armour, gloves, boots, helmets, shields, rings, amulets, belts or quivers"
JunColdAndChaosDamageResistance,1,"[1, 1, 1]",Cold and Chaos Resistance - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]","Unveiling weapons, body armour, gloves, boots, helmets, shields, rings, amulets, belts or quivers"
JunStrengthAndLocalItemQuality,1,"[1, 1, 1]",Strength and Avoid Ignite - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <4, 0>]","Unveiling weapons, body armour or shields"
JunDexterityAndLocalItemQuality,1,"[1, 1, 1]",Dexterity and Avoid Freeze - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <4, 0>]","Unveiling weapons, body armour or shields"
JunIntelligenceAndLocalItemQuality,1,"[1, 1, 1]",Intelligence and Avoid Shock - Rank,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <4, 0>]","Unveiling weapons, body armour or shields"
JunLifeRegenerationRatePerMinuteWhileUsingFlask,1,"[1, 1, 1]",Life Regeneration Rate during Flask Effect - Rank,"[<11, 0>]",Unveiling belts
JunPercentageLifeAndMana,1,[1],Increased Life and Mana,"[<6, 0>]",Unveiling body armour
JunBlockPercent,1,[1],Chance to Block Attack Damage,"[<6, 0>]",Unveiling body armour
JunSpellDodgePercentage,1,[1],Chance to Block Spell Damage,"[<6, 0>]",Unveiling body armour
JunAvoidStunAndElementalStatusAilments,1,[1],Avoid Stun and Elemental Status Ailments,"[<6, 0>]",Unveiling body armour