Id,Text,XBoxText,XBoxText2,HASH32,PlaystationText
WeaverArenaName,รังแห่งผู้ชักใย,,,1998328170,
MapWeaverArenaName,ถ้ำโยงใย,,,2731574536,
MapTropicalIslandCave,ถ้ำ,,,4133043757,
MapDungeonTransition,ทางเข้า,,,214387983,
ChatSuppressionToggled,ระงับการแชท {0},,,750697920,
ON,เปิด,,,40041830,
OFF,ปิด,,,792911763,
OK,ตกลง,,,313245910,
ActionFlask,ใช้ขวดยาในช่อง {0},,,82985129,
ActionSkill,ใช้สกิลที่เลือกไว้ {0},,,1743454225,
ActionAttackInPlace,โจมตีโดยไม่เคลื่อนที่,,,1049578971,
ActionWeaponSwap,สลับอาวุธ,,,1185678377,
ActionDetonateMines,จุดชนวนทุ่นระเบิด,,,786396043,
ActionHighlightStuff,ไฮไลท์ไอเทมและวัตถุ,,,3914832784,
ActionToggleHighlighting,เปิด/ปิด การไฮไลท์,,,185284004,
ActionEnableCorpseTargeting,เปิดใช้การล็อกเป้าศพ,,,1002389647,
ActionChat,แชท,,,1045948793,
ActionChatCommand,คำสั่งแชท,,,4076338038,
ActionToggleOverlayMap,แผนที่ซ้อน,,,3067509084,
ActionOpenOptionsPanel,ตัวเลือก,,,4068914542,
ActionOpenCharacterPanel,หน้าจอตัวละคร,ตัวละคร,,2755982745,
ActionOpenSocialPanel,หน้าจอสังคม,สังคม,,2352219498,
ActionOpenLadderPanel,หน้าจอตารางอันดับ,,,1065117290,
ActionOpenInventoryPanel,ช่องเก็บของ,ช่องเก็บของ,,3729488291,
ActionOpenChallengePanel,ภารกิจท้าทาย/ความสำเร็จ,ภารกิจท้าทาย,,1921730608,
ActionOpenEventsPanel,กิจกรรมและ PvP,,,3269057420,
ActionOpenWorldPanel,หน้าจอโลก,โลก,,4002122015,
ActionOpenPassivePanel,ตารางพาสซีฟ,พาสซีฟ,,4032113331,
ActionOpenMtxStash,คลังเก็บสินค้าแฟชั่น,,,4032433132,
ActionOpenMarketPanel,หน้าต่างตลาด,"<rgb(113,178,95)>{สินค้าแฟชั่น}",,2025880164,
ActionOpenGuidebookPanel,หน้าต่างช่วยเหลือ,,,3964036413,
ActionCloseAllPanels,ปิดแผงทั้งหมด,,,2732454597,
ActionScreenshot,บันทึกภาพหน้าจอ,,,1873565171,
ActionZoomIn,ซูมกล้องเข้า,,,1157312821,
ActionZoomOut,ซุมกล้องออก,,,417912511,
ActionTogglePerfGraphs,เปิด/ปิด การวัดค่าประสิทธิภาพ,,,2426729589,
ActionEnableKeyPickup,ปุ่มเก็บไอเทม,,,2283312710,
UIOpenPanelDescription,{0} ({1}),,,4266773671,
UIOpenPanelDescriptionNoKey,{0},,,3397484577,
UIOpenChatDescription,"{0} ({1}, SHIFT + {1} สำหรับช่องแชทสาธารณะ, CTRL + {1} สำหรับการแชทกระซิบ)",,,3869157629,
EternalLaboratoryName,ห้องทดลองนิรันดร,,,1171213618,
WeaponSwapFailed,ตั้งค่าอาวุธชิ้นที่สองในช่องเก็บของของคุณ เพื่อใช้งานการสลับอาวุธ,,,3849565009,
CorpseSuffix, (ศพ),,,1568335048,
PlayerHighlight,{0} (เลเวล {1}),,,281414939,
ResistsElemental,ต้านทานความเสียหาย ธาตุ,,,2355501115,
ResistsFire,ต้านทาน ไฟ,,,3428830622,
ResistsCold,ต้านทาน น้ำแข็ง,,,3865474588,
ResistsLightning,ต้านทาน สายฟ้า,,,2005866005,
ResistsChaos,ต้านทาน เคออส,,,1964490952,
VulnerableToElemental,แพ้ความเสียหาย ธาตุ,,,1048636618,
VulnerableToFire,แพ้ ไฟ,,,379623504,
VulnerableToCold,แพ้ น้ำแข็ง,,,223244546,
VulnerableToLightning,แพ้ สายฟ้า,,,770197332,
VulnerableToChaos,แพ้ เคออส,,,137186857,
PvPFlagDropped,ธงของทีม {0} หล่นลงแล้ว,,,3506951400,
Portal,วาร์ป,,,1204384410,
Enter,เข้า,,,3180686087,
AtziriArenaName,ห้องของราชินี,,,2709061525,
Arena,ลานประลอง,,,2642601211,
Cancel,ยกเลิก,,,4064386533,
Yes,ใช่,,,1353070260,
No,ไม่,,,2178273524,
Back,ย้อนกลับ,,,4187115617,
ClickToLevelGemText,"คลิกเพื่อเพิ่มเลเวลของหินสกิล {0}
คลิกขวาเพื่อซ่อนปุ่มโดยไม่เพิ่มเลเวลของหินสกิล",,,1076314027,
ClickToLevelGemLabel,คลิกเพื่อเพิ่มเลเวล,,,2290695098,
CannotLevelGemText,"คุณไม่สามารถเพิ่มเลเวลของหินสกิล {0} ได้ เนื่องจากขาดเงื่อนไขที่ต้องการ
คลิกขวาเพื่อซ่อนปุ่ม",,,611863938,
CannotLevelGemLabel,ไม่สามารถเพิ่มเลเวลของหินสกิลได้,,,2934131460,
OrbLifeValue,พลังชีวิต,,,2482551225,
OrbShieldValue,โล่พลังงาน,,,562278259,
OrbManaValue,มานา,,,4159889721,
OrbReservedLifeValue,สำรองไว้,,,820937648,
OrbReservedManaValue,สำรองไว้,,,2060596384,
HUDPassivePoint,มีแต้มพาสซีฟ {0} แต้ม,,,931351525,
HUDPassivePoints,มีแต้มพาสซีฟ {0} แต้ม,,,712908930,
HUDPassiveAllocation,มีการอัพพาสซีฟที่ยังไม่ยืนยัน {0} แต้ม,,,3139237071,
HUDPassiveAllocations,มีการอัพพาสซีฟที่ยังไม่ยืนยัน {0} แต้ม,,,1610163065,
HUDPassiveRefund,มีการรับคืนพาสซีฟที่ยังไม่ยืนยัน {0} แต้ม,,,2254250599,
HUDPassiveRefunds,มีการรับคืนพาสซีฟที่ยังไม่ยืนยัน {0} แต้ม,,,4172341501,
PassiveTreePanelTitle,สกิล,,,15793221,
PassiveTreeRefundLeft,เหลือแต้มรับคืน {0} แต้ม,,,2084859550,
PassiveTreeRefundsLeft,เหลือแต้มรับคืน {0} แต้ม,,,864457643,
PassiveTreePointLeft,เหลือ {0} แต้ม,,,2620690382,
PassiveTreePointsLeft,เหลือ {0} แต้ม,,,3502198058,
PassiveTreeAscendancyPointLeft,เหลือแต้มคลาสเสริม {0} แต้ม,,,3495526896,
PassiveTreeAscendancyPointsLeft,เหลือแต้มคลาสเสริม {0} แต้ม,,,160192305,
PassiveTreeApplyPoints,ทำการอัพแต้ม,,,416132940,
PassiveTreeApplyRefunds,ทำการรับคืน,,,76675089,
PassiveTreeRefundMode,รับคืนพาสซีฟ,,,634281553,
PassiveTreeResetButton,รีเซ็ทพาสซีฟทั้งหมด,,,851652802,
PassiveTreeResetButtonWarning,นี่จะเป็นการรีเซ็ทพาสซีฟสกิลทั้งหมดของคุณ หลังจากนี้เราจะไม่สามารถรีเซ็ทได้อีกครั้ง หากคุณจัดสรรผิดพลาดอีก คุณต้องการดำเนินการต่อหรือไม่,,,1755892621,
PassiveTreeResetMessageTitle,รีเซ็ทพาสซีฟทั้งหมด,,,3081782401,
PassiveTreeResetMessageDescription,แพทช์ล่าสุดให้สิทธิ์ตัวละครของคุณในการรีเซ็ทพาสซีฟสกิลทั้งหมดได้หนึ่งครั้ง หากคุณอัพหรือรับคืนพาสซีฟอื่นๆ ก่อนที่จะใช้สิทธิ์ จะถือว่าคุณสละสิทธิ์การใช้งาน,,,3197120837,
PassiveTreeResetApplyWarning,การอัพหรือรับคืนพาสซีฟสกิลจะทำให้คุณไม่สามารถใช้สิทธิ์ในการรีเซ็ทพาสซีฟสกิลทั้งหมดฟรีหนึ่งครั้งได้,,,2190156233,
PassiveTreeStrengthRequired,ต้องการ Str อีก {0} แต้ม,,,869053623,
PassiveTreeDexterityRequired,ต้องการ Dex อีก {0} แต้ม,,,3688262230,
PassiveTreeIntelligenceRequired,ต้องการ Int อีก {0} แต้ม,,,3223226935,
PassiveTreeItemRequirements,เงื่อนไขความต้องการของไอเทม:,,,1450941909,
PassiveTreeChangeConfirmation,คุณต้องการยืนยันการเปลี่ยนแปลงพาสซีฟสกิลของคุณหรือไม่,,,1291024192,
PassiveTreeConfirmation,คุณต้องการดำเนินการต่อหรือไม่,,,1737871819,
PassiveNodeAllocate,คลิกเพื่ออัพ,,,1690177838,
PassiveNodeUnallocate,คลิกเพื่อยกเลิกการอัพ,,,3694768347,
PassiveNodeRequirementsNotMet,ไม่เป็นไปตามเงื่อนไขที่ต้องการ,,,3278363311,
PassiveNodeUnallocated,ยังไม่ได้อัพ,,,1906264842,
PassiveTreeSaveBuild,เซฟแผน,,,2108726996,
PassiveTreeSaveAllocated,เซฟบิลด์,,,3029146167,
PassiveTreeModifyBuild,แก้ไขแผน,,,320097626,
PassiveTreeClearBuild,เคลียร์แผน,,,4168547533,
PassiveTreeErrorWrongClass,บิลด์นี้สำหรับตัวละคร {0} ตัว,,,1874388753,
PassiveTreeErrorPassiveDoesNotExist,"ไม่สามารถอ่านไฟล์ได้
ไฟล์บิลด์นี้อาจใช้ตารางพาสซีฟเวอร์ชันเก่า หรือไฟล์อาจเสียหาย",,,3405446329,
PassiveTreeBuildLoaded,โหลดรูปแบบ :,,,2703427451,
PassiveTreeBuildSaved,เซฟรูปแบบ :,,,1737272639,
Level,เลเวล,,,1564186719,
Experience,ค่าประสบการณ์,,,1135644432,
StrengthDescription,"Strength 2 แต้ม = พลังชีวิต +1
Strength 5 แต้ม = ความเสียหาย กายภาพ ประชิด +1% ",,,502591132,
DexterityDescription,"Dexterity 1 แต้ม = ความแม่นยำ +2 
Dexterity 5 แต้ม = การหลบหลีก +1%",,,133325521,
IntelligenceDescription,"Intelligence 2 แต้ม = มานา +1
Intelligence 5 แต้ม = โล่พลังงาน +1% ",,,1789395335,
Strength,Strength,,,1433993798,
Dexterity,Dexterity,,,2200457956,
Intelligence,Intelligence,,,4289816825,
StrengthShort,Str,,,3274737212,
DexterityShort,Dex,,,1681666402,
IntelligenceShort,Int,,,1927062563,
CharacterPanelTitle,ตัวละคร,,,2446296958,
ExperienceBarPopup1,เลเวล {1} ({0}{2}%),,,2986957252,
ExperienceBarPopup2,Exp ปัจจุบัน: {0} / เลเวลถัดไป: {1},,,135563749,
ExperienceBarPopup3,Exp ต่อชั่วโมง: {0},,,2450732640,
MapOverlayMonsterLevel,มอนสเตอร์เลเวล: {0},,,1532933650,
MapOverlayLeague,ลีก {0},,,4032306906,
MapOverlayRealm,เซิร์ฟเวอร์{0},,,1106390316,
Continue,ดำเนินการต่อ,,,1508132616,
Goodbye,ลาก่อน,,,1453395088,
Quality,ค่าคุณภาพ,,,2858785479,
ItemViewSocketsNotShown,[ไม่แสดงรู],,,527743866,
ItemViewDefencesNotShown,[ไม่แสดงค่าป้องกัน],,,1734671844,
ItemViewSocketsAndDefencesNotShown,[ไม่แสดงรูกับค่าป้องกัน],,,3218243493,
ItemViewSkillGemReadyToLevel,หินสกิลนี้พร้อมเพิ่มเลเวลแล้ว,,,2904299305,
ItemLevelPopup,ไอเทมเลเวล: {0},,,29425737,
WorldPanelTitle,แผนที่โลก,,,4240008071,
WorldPanelAct,บทที่ {0},,,2813436079,
WorldPanelPart,ส่วนที่ {0},,,396361781,
MapLegendTitle,คำอธิบายแผนที่,,,3725936671,
MapLegendCurrentLocation,ตำแหน่งปัจจุบัน,,,868323728,
MapLegendTown,เมือง,,,3147658733,
MapLegendUnknownArea,ด่านที่ไม่รู้จัก,,,95254404,
MapLegendKnownArea,ด่านที่เคยเยือน,,,1315035060,
MapLegendKnownAreaWaypoint,ด่านที่ยังไม่ได้เปิดเวย์พอยน์,,,3437093427,
MapLegendKnownAreaWaypointEnabled,ด่านที่เปิดเวย์พอยน์แล้ว,,,645213164,
MapLegendQuestLocation,ตำแหน่งภารกิจ,,,3602297530,
MapLegendConnection,การเชื่อมต่อ,,,451681003,
MapLegendCannotTravel,การปิดกั้น (เลื่อนเมาส์มาวางเพื่อดูข้อมูล),ปิดกั้น,,2874284223,
MapLegendHideout,ที่ซ่อน,,,1680633138,
ChatErrorUnknownRealm,เซิร์ฟเวอร์นี้ไม่มีอยู่,,,140865553,
ChatTimeoutMessage,หมดเวลาขณะเข้าร่วมแชท {0},,,1739553442,
ChatTimeoutMessageChannel,หมดเวลาขณะเข้าร่วมแชท {0} ช่องแชท {1},,,2127175811,
ChatTimeoutMessageTrade,แลกเปลี่ยน,,,2492596108,
ChatTimeoutMessageGlobal,รวม,,,4184329022,
ChatBoxChannelNameGlobal,รวม,,,2781001569,
ChatBoxChannelNameLocal,ด่าน,,,2225427858,
ChatBoxChannelNameTrade,แลกเปลี่ยน,,,1912556515,
ChatBoxChannelNameParty,ปาร์ตี้,,,516553854,
ChatBoxChannelNameWhisper,กระซิบ,,,4115475819,
ChatBoxChannelNameGuild,กิลด์,,,2642488696,
ChatBoxChannelNameTwitch,Twitch,,,3600522804,
ChatBoxChannelNameServer,เซิร์ฟเวอร์,,,470669185,
ChatBoxGlobalCheckboxLabel,รวม,,,1160490904,
ChatBoxTradeCheckboxLabel,แลกเปลี่ยน,,,3114937465,
ChatBoxGuildCheckboxLabel,กิลด์,,,2647941756,
ChatBoxChannelPopupJoining,กำลังเข้าร่วมช่องแชท {0} หมายเลข {1}...,,,447716955,
ChatBoxChannelPopupJoiningWithLanguage,กำลังเข้าร่วมช่องแชท {0} หมายเลข {2} {1}...,,,2206279395,
ChatBoxChannelPopupNotConnected,ยังไม่ได้เชื่อมต่อ,,,1357317222,
ChatBoxChannelPopupConnectedTo,อยู่ในช่องแชท{0} หมายเลข {1},,,992628252,
ChatBoxChannelPopupConnectedToWithLanguage,อยู่ในช่องแชท{0} {1} หมายเลข {2} ,,,220747818,
WhisperHelp,"ใช้ "@ชื่อตัวละคร" เพื่อกระซิบถึงตัวละครนั้น",,,1485310221,
WeaponClassDisplayNameOneHandedSword,ดาบมือเดียว,,,3154203268,
WeaponClassDisplayNameTwoHandedSword,ดาบสองมือ,,,3567807745,
WeaponClassDisplayNameOneHandedMace,กระบองมือเดียว,,,850707106,
WeaponClassDisplayNameTwoHandedMace,กระบองสองมือ,,,2022499250,
WeaponClassDisplayNameSceptre,คทา,,,4176913169,
WeaponClassDisplayNameWand,ไม้กายสิทธิ์,,,4062693608,
WeaponClassDisplayNameOneHandedAxe,ขวานมือเดียว,,,251851927,
WeaponClassDisplayNameTwoHandedAxe,ขวานสองมือ,,,3727278240,
WeaponClassDisplayNameBow,ธนู,,,2179654838,
WeaponClassDisplayNameDagger,มีด,,,1096774080,
WeaponClassDisplayNameStaff,ไม้พลอง,,,354333148,
WeaponClassDisplayNameClaw,กรงเล็บ,,,1775170174,
WeaponClassDisplayNameShield,โล่,,,2907531052,
WeaponClassDisplayNameUnarmed,มือเปล่า,,,3473440847,
WeaponClassDisplayNameFishingRod,เบ็ดตกปลา,,,1855601942,
WeaponClassDisplayNameRuneDagger,มีดอาคม,,,826366632,
WeaponClassDisplayNameWarstaff,ไม้พลองสงคราม,,,306844186,
WeaponClassDisplayNameNotWeapon,ไม่ใช่อาวุธ,,,2881487952,
ItemDisplayMapTier,ระดับแผนที่,,,1831694152,
ItemDisplayTalismanTier,ระดับสร้อยเครื่องราง: {0},,,1389049833,
ItemDisplayMapQuantityIncrease,จำนวนของไอเทม,,,2736935967,
ItemDisplaySkillGemLevel,{0},,,3819867081,
ItemDisplaySkillGemMaxLevel,{0} (สูงสุด),,,1544082856,
ItemDisplaySkillGemMinusLevelFromItem,เลเวล -{0} จากไอเทม,,,1683922793,
ItemDisplaySkillGemMinusLevelsFromItem,เลเวล -{0} จากไอเทม,,,2249206827,
ItemDisplaySkillGemMinusLevelFromSupport,เลเวล -{0} จากสกิลเสริม,,,413540045,
ItemDisplaySkillGemMinusLevelsFromSupport,เลเวล -{0} จากสกิลเสริม,,,947408441,
ItemDisplaySkillGemMinusLevelFromGlobalStats,เลเวล -{0} จากม็อดโดยรวม,,,703724808,
ItemDisplaySkillGemMinusLevelsFromGlobalStats,เลเวล -{0} จากม็อดโดยรวม,,,1104904762,
ItemDisplaySkillGemPlusLevelFromItem,เลเวล +{0} จากไอเทม,,,1835791182,
ItemDisplaySkillGemPlusLevelsFromItem,เลเวล +{0} จากไอเทม,,,683113201,
ItemDisplaySkillGemPlusLevelFromSupport,เลเวล +{0} จากสกิลเสริม,,,411784538,
ItemDisplaySkillGemPlusLevelsFromSupport,เลเวล +{0} จากสกิลเสริม,,,297852432,
ItemDisplaySkillGemPlusLevelFromGlobalStats,เลเวล +{0} จากม็อดโดยรวม,,,3550628890,
ItemDisplaySkillGemPlusLevelsFromGlobalStats,เลเวล +{0} จากม็อดโดยรวม,,,1800126194,
ItemDisplaySkillGemPlusQualityFromItem,ค่าคุณภาพ +{0}% จากไอเทม,,,1364163031,
ItemDisplaySkillGemPlusQualityFromSupport,ค่าคุณภาพ +{0}% จากหินเสริม,,,752704220,
ItemDisplaySkillGemExperience,{0}/{1},,,3293884297,
ItemDisplaySkillGemManaMultiplier,ตัวคูณค่าใช้งานและค่าสำรองมานา,,,3115871655,
ItemDisplaySkillGemManaReserved,การสำรอง,,,1656068422,
ItemDisplaySkillGemManaCost,ค่าใช้งาน,,,2810373328,
ItemDisplaySkillGemCastTime,เวลาในการร่าย,,,54696662,
ItemDisplaySkillGemCastTimeValue,{0} วินาที,,,2202311824,
ItemDisplaySkillGemCriticalStrikeChance,โอกาสคริติคอล,,,3969730220,
ItemDisplaySkillGemOffHandCriticalStrikeChanceOverride,โอกาสคริติคอล,,,3561327074,
ItemDisplaySkillGemCooldownTime,เวลาคูลดาวน์,,,2843616040,
ItemDisplaySkillGemCooldownValue,{0} วินาที,,,3298749863,
ItemDisplaySkillGemCooldownValueCount,{0} วินาที (การใช้ {1} ครั้ง),,,821866276,
ItemDisplaySkillGemSoulsPerUse,วิญญาณ ต่อการใช้หนึ่งครั้ง,,,3328259576,
ItemDisplaySkillGemPreventSoulGainDuration,ระยะเวลาห้ามเก็บ วิญญาณ,,,2528404244,
ItemDisplaySkillGemSoulsCanStoreUse,สามารถจัดเก็บการใช้งานได้ {0} ครั้ง,,,2329472104,
ItemDisplaySkillGemSoulsCanStoreUses,สามารถจัดเก็บการใช้งานได้ {0} ครั้ง,,,2531143302,
ItemDisplaySkillGemDamageEffectiveness,ประสิทธิภาพการเสริมความเสียหาย,,,706244730,
ItemDisplayFlaskLifeRecovery1Second,เติม {0} พลังชีวิตภายใน {1} วินาที,,,1613644445,
ItemDisplayFlaskLifeRecoveryNSeconds,เติม {0} พลังชีวิตภายใน {1} วินาที,,,3583752128,
ItemDisplayFlaskManaRecovery1Second,เติม {0} มานาภายใน {1} วินาที,,,2804614063,
ItemDisplayFlaskManaRecoveryNSeconds,เติม {0} มานาภายใน {1} วินาที,,,164984628,
ItemDisplayFlaskBuffDuration1Second,คงอยู่ {0} วินาที,,,554074271,
ItemDisplayFlaskBuffDurationNSeconds,คงอยู่ {0} วินาที,,,3928134898,
ItemDisplayChargesConsumptionOnUse1Charge,ใช้ {0} จาก {1} ชาร์จต่อการใช้หนึ่งครั้ง,,,1336633687,
ItemDisplayChargesConsumptionOnUseNCharges,ใช้ {0} จาก {1} ชาร์จต่อการใช้หนึ่งครั้ง,,,2954246699,
ItemDisplayCharges1Charge,ปัจจุบันมี {0} ชาร์จ,,,3833209035,
ItemDisplayChargesNCharges,ปัจจุบันมี {0} ชาร์จ,,,239890451,
ItemDisplayWeaponPhysicalDamage,ความเสียหายกายภาพ,,,3154735336,
ItemDisplayWeaponElementalDamage,ความเสียหายธาตุ,,,1854685400,
ItemDisplayWeaponChaosDamage,ความเสียหายเคออส,,,2439427717,
ItemDisplayWeaponCriticalStrikeChance,โอกาสคริติคอล,,,4107126245,
ItemDisplayWeaponAttacksPerSecond,จำนวนครั้งการโจมตีต่อวินาที,,,428547462,
ItemDisplayShieldBlockChance,โอกาสบล็อค,,,3241405018,
ItemDisplayArmourArmour,ค่าเกราะ,,,3866365471,
ItemDisplayArmourEvasionRating,อัตราการหลบหลีก,,,1203224446,
ItemDisplayArmourEnergyShield,โล่พลังงาน,,,2876097818,
ItemDisplayStackSize,ขนาดกอง,,,260910150,
ItemDisplayStackSizeValue,{0}/{1},,,2387825415,
ItemDisplayStackDescription,Shift คลิกเพื่อแยกกอง,,,1949148880,
ItemDisplayHasEffect,มี {0},,,1726370554,
ItemDisplayHasReskin,มีสกิน {0} อยู่ ซึ่งคุณสามารถเรียกคืนได้ด้วยการกด Shift คลิกไอเทมชิ้นนี้,มีสกิน {0} อยู่ ซึ่งคุณสามารถเรียกคืนได้ด้วยการกด <<xbox_button_rstick>> + <<xbox_button_b>>,,4116733154,
ItemDisplayImprintImprinted,อิมพรินท์,,,1136296550,
ItemDisplayImprintUnidentified,ยังไม่ได้ตรวจสอบ,,,1069912939,
ItemDisplayRequirementFromGem,(จากหินสกิล),,,3876515338,
ItemDisplayRequirementFromJewel,(จากจิวเวล),,,3895762858,
ItemPopupCannotUseItem,คุณไม่สามารถใช้ไอเทมนี้ได้ ระบบจะไม่สนใจค่าพลังของไอเทม,,,2432324719,
ItemPopupCannotTradeOrModify,ไม่สามารถแลกเปลี่ยนหรือแก้ไขได้,,,1915746310,
ItemPopupLockedToAccount,บัญชีที่ถูกผูกไว้,,,2571501980,
ItemPopupStolen,ของเถื่อน,,,245848207,
ItemPopupUnidentified,ยังไม่ได้ตรวจสอบ,,,1390808194,
ItemPopupMirrored,ภาพสะท้อน,,,563664229,
ItemPopupCorrupted,มีมลทิน,,,2344521231,
ItemPopupDroppedInMaps,ดรอปแผนที่,,,3215051825,
ItemPopupNextLevel,เลเวลถัดไป,,,2866489738,
LoadingScreenMessage,กำลังโหลด...,,,47644815,
GraphicsOptionsApplySettings,ใช้การตั้งค่าการแสดงผล,,,4065331089,
GraphicsOptionsApplySettingsPopup,คลิกเพื่อยืนยันการเปลี่ยนแปลงการตั้งค่าการแสดงผลของคุณ,,,104966066,
GraphicsOptionsAdapterLabel,หน้าจอ,,,3854299529,
GraphicsOptionsDisplayModeLabel,โหมด,,,1320337203,
GraphicsOptionsDisplayModeWindowed,หน้าต่าง,,,2270610761,
GraphicsOptionsDisplayModeFullscreen,เต็มจอ,,,3206072097,
GraphicsOptionsDisplayModeWindowedFullscreen,เต็มจอในโหมดหน้าต่าง,,,2433206602,
GraphicsOptionsResolutionLabel,ความละเอียด,,,2710293452,
GraphicsOptionsResolutionCustom,{0} (กำหนดเอง),,,291157603,
GraphicsOptionsVSyncLabel,VSync,,,4261734159,
GraphicsOptionsDynamicResolution,ปรับความละเอียดโดยอัตโนมัติ,,,160064564,
GraphicsOptionsTargetFps,เฟรมเรทเป้าหมาย,,,2944497214,
GraphicsOptionsTargetFpsTooltip,ตัวเรนเดอร์จะลดความละเอียดจอภาพลงหรือลดจำนวนเอฟเฟคอนุภาคลงเพื่อรักษาเฟรมเรทเป้าหมายตามที่คุณตั้งไว้ แนะนำว่าควรตั้งค่าเฟรมเรทต่ำสุดระหว่างเล่นที่คุณพอรับได้เอาไว้ด้วย หากคุณตั้งไว้สูงเกินไปจะทำให้ภาพเกิดการแตกโดยไม่จำเป็น,,,1217300196,
GraphicsOptionsWaterDetail,ระดับรายละเอียดน้ำ,,,2434264703,
GraphicsOptionsWaterDetailDownscaled,ต่ำ,,,3281885636,
GraphicsOptionsWaterDetailFullres,สูง (ค่าเริ่มต้น),,,3494539357,
GraphicsOptionsScreenspaceEffects,การจัดแสง,,,2784476771,
GraphicsOptionsScreenspaceEffectsOff,ปิดเงา (DirectX9 เท่านั้น),,,2920969963,
GraphicsOptionsScreenspaceEffectsSSS,เงาธรรมดา (ค่าเริ่มต้น),,,1254670511,
GraphicsOptionsScreenspaceEffectsGI,เงาธรรมดา และ Global Illumination,,,4251474334,
