Id,ItemClassesKey,Width,Height,Name,InheritsFrom,DropLevel,FlavourTextKey,Implicit_ModsKeys,SizeOnGround,SoundEffectsKey,TagsKeys,ModDomainsKey,IsDropDisabled,ItemVisualIdentityKey,HASH,VendorRecipe_AchievementItemsKeys,Inflection,Equip_AchievementItemsKey,IsCorrupted,Identify_AchievementItemsKeys,ItemThemesKey,IdentifyMagic_AchievementItemsKeys,FragmentBaseItemTypesKey,Unknown0,ItemShopType,Unknown1,Unknown2,Unknown3
Metadata/Items/Currency/CurrencyRerollImplicit,"<30, 0>",1,1,Blessed Orb,Metadata/Items/Currency/StackableCurrency,35,"<null, null>",[],1,"<34, 0>",[],29,False,"<33, 0>",764311090,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyRerollDefences,"<30, 0>",1,1,Sacred Orb,Metadata/Items/Currency/StackableCurrency,35,"<null, null>",[],1,"<34, 0>",[],29,False,"<34, 0>",1784206883,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyMapQuality,"<30, 0>",1,1,Cartographer's Chisel,Metadata/Items/Currency/StackableCurrency,52,"<null, null>",[],1,"<34, 0>","[<348, 0>]",29,False,"<5, 0>",3693179543,"[<7485, 0>]",,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyIdentificationShard,"<30, 0>",1,1,Scroll Fragment,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<null, null>","[<231, 0>]",29,True,"<25, 0>",1594034883,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyUpgradeToMagicShard,"<30, 0>",1,1,Transmutation Shard,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<null, null>","[<231, 0>]",29,True,"<26, 0>",1280989466,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyRerollMagicShard,"<30, 0>",1,1,Alteration Shard,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<null, null>","[<231, 0>]",29,True,"<27, 0>",216495198,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyUpgradeToRareShard,"<30, 0>",1,1,Alchemy Shard,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<null, null>","[<231, 0>]",29,True,"<28, 0>",3069034818,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyRhoaFeather,"<30, 0>",1,1,Albino Rhoa Feather,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<null, null>",[],29,True,"<35, 0>",2003183108,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyImprintOrb,"<30, 0>",1,1,Eternal Orb,Metadata/Items/Currency/StackableCurrency,40,"<null, null>",[],1,"<34, 0>",[],29,True,"<36, 0>",1639118317,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyImprint,"<30, 0>",1,1,Imprint,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,True,"<37, 0>",2516757370,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyCorrupt,"<30, 0>",1,1,Vaal Orb,Metadata/Items/Currency/StackableCurrency,12,"<null, null>",[],1,"<34, 0>",[],29,False,"<38, 0>",118945160,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyLabyrinthEnchant,"<30, 0>",1,1,Enchant,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,True,"<40, 0>",1105850261,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyLabyrinthEnchantCorrupt,"<30, 0>",1,1,Tainted Blessing,Metadata/Items/Currency/StackableCurrency,35,"<null, null>",[],1,"<34, 0>",[],29,False,"<41, 0>",3880175782,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyIncursionCorrupt1,"<30, 0>",1,1,Corrupt,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,True,"<42, 0>",3921210930,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyIncursionCorrupt2,"<30, 0>",1,1,Corrupt,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,True,"<43, 0>",770737543,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyIncursionCorruptGem,"<30, 0>",1,1,Corrupt,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,True,"<44, 0>",3944541803,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyPerandusCoin,"<30, 0>",1,1,Perandus Coin,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<null, null>",[],29,True,"<45, 0>",869188640,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",True
Metadata/Items/Currency/CurrencySilverCoin,"<30, 0>",1,1,Silver Coin,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<null, null>",[],29,False,"<46, 0>",2667030065,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyItemisedProphecy,"<30, 0>",1,1,Prophecy,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<47, 0>",1684876054,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyItemiseCapturedMonster,"<30, 0>",1,1,Bestiary Orb,Metadata/Items/Currency/StackableCurrency,15,"<null, null>",[],1,"<34, 0>",[],29,False,"<48, 0>",3652735456,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyItemisedCapturedMonster,"<30, 0>",1,1,Imprinted Bestiary Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<49, 0>",1322399661,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyRerollSkillQualityType,"<30, 0>",1,1,Prime Regrading Lens,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<50, 0>",952467265,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyRerollSupportQualityType,"<30, 0>",1,1,Secondary Regrading Lens,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<51, 0>",3536551846,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyHeistWeaponEnchant,"<30, 0>",1,1,Tempering Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<52, 0>",1432765449,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyHeistArmourEnchant,"<30, 0>",1,1,Tailoring Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>",[],29,False,"<53, 0>",1575994632,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbCurrency,"<30, 0>",1,1,Fine Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<54, 0>",2346623714,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbUniques,"<30, 0>",1,1,Singular Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<55, 0>",2330121133,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbGems,"<30, 0>",1,1,Thaumaturge's Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<56, 0>",2361261766,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbWeapons,"<30, 0>",1,1,Blacksmith's Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<57, 0>",4185915339,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbArmour,"<30, 0>",1,1,Armoursmith's Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<58, 0>",3031336822,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbMaps,"<30, 0>",1,1,Cartographer's Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<59, 0>",1368969315,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbTrinkets,"<30, 0>",1,1,Jeweller's Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<60, 0>",3381865481,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbAbyss,"<30, 0>",1,1,Abyssal Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<61, 0>",2923965406,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbPerandus,"<30, 0>",1,1,Kalguuran Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<62, 0>",358205216,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbHarbinger,"<30, 0>",1,1,Foreboding Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<63, 0>",2026013751,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbBreach,"<30, 0>",1,1,Obscured Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<64, 0>",1664903587,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbEssences,"<30, 0>",1,1,Whispering Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<65, 0>",3988021081,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbFragments,"<30, 0>",1,1,Fragmented Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<66, 0>",3526566307,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbScarabs,"<30, 0>",1,1,Skittering Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<67, 0>",243322328,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbFossils,"<30, 0>",1,1,Fossilised Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<68, 0>",2076808891,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbProphecies,"<30, 0>",1,1,Portentous Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<69, 0>",1150272452,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbDivinationCards,"<30, 0>",1,1,Diviner's Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<70, 0>",1404182465,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbGeneric,"<30, 0>",1,1,Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,True,"<71, 0>",4177084540,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbTalismans,"<30, 0>",1,1,Primal Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<72, 0>",2558628474,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbLabyrinth,"<30, 0>",1,1,Imperial Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<73, 0>",3890062148,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbIncubators,"<30, 0>",1,1,Timeless Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<74, 0>",1738859609,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbBlight,"<30, 0>",1,1,Blighted Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<75, 0>",2566479967,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyAfflictionOrbMetamorphosis,"<30, 0>",1,1,Amorphous Delirium Orb,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<671, 0>]",29,False,"<76, 0>",2005344760,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred1,"<30, 0>",1,1,Whispering Essence of Hatred,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9959, 0>",3284256681,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred2,"<30, 0>",1,1,Muttering Essence of Hatred,Metadata/Items/Currency/StackableCurrency,10,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9960, 0>",1794042691,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred3,"<30, 0>",1,1,Weeping Essence of Hatred,Metadata/Items/Currency/StackableCurrency,26,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9961, 0>",2368411282,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred4,"<30, 0>",1,1,Wailing Essence of Hatred,Metadata/Items/Currency/StackableCurrency,42,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9962, 0>",1130285480,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred5,"<30, 0>",1,1,Screaming Essence of Hatred,Metadata/Items/Currency/StackableCurrency,58,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9963, 0>",2062300730,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred6,"<30, 0>",1,1,Shrieking Essence of Hatred,Metadata/Items/Currency/StackableCurrency,74,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9964, 0>",2223380671,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceHatred7,"<30, 0>",1,1,Deafening Essence of Hatred,Metadata/Items/Currency/StackableCurrency,82,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9965, 0>",1769493148,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceWoe1,"<30, 0>",1,1,Whispering Essence of Woe,Metadata/Items/Currency/StackableCurrency,1,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9966, 0>",3517570083,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceWoe2,"<30, 0>",1,1,Muttering Essence of Woe,Metadata/Items/Currency/StackableCurrency,10,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9967, 0>",1672586153,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceWoe3,"<30, 0>",1,1,Weeping Essence of Woe,Metadata/Items/Currency/StackableCurrency,26,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9968, 0>",1828846209,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
Metadata/Items/Currency/CurrencyEssenceWoe4,"<30, 0>",1,1,Wailing Essence of Woe,Metadata/Items/Currency/StackableCurrency,42,"<null, null>",[],1,"<34, 0>","[<302, 0>]",29,False,"<9969, 0>",3048984238,[],,"<null, null>",False,[],"<null, null>",[],<null>,False,"<null, null>","<null, null>","<null, null>",False
