Id,Text,XBoxText,XBoxText2,HASH32,PlaystationText
PassiveTreeResetMessageDescription,현재 캐릭터는 패시브 스킬을 한 번 전체 초기화할 수 있는 기회를 받았습니다. 이 기회를 사용하지 않고 패시브 스킬 포인트를 할당하거나 반환하면 기회는 사라지게 됩니다.,,,3197120837,
PassiveTreeResetApplyWarning,"패시브 스킬 포인트를 사용하거나 반환하면, 패시브 스킬을 전체 초기화할 수 있는 기회가 사라지게 됩니다.",,,2190156233,
PassiveTreeStrengthRequired,힘이 {0}만큼 더 필요합니다,,,869053623,
PassiveTreeDexterityRequired,민첩이 {0}만큼 더 필요합니다,,,3688262230,
PassiveTreeIntelligenceRequired,지능이 {0}만큼 더 필요합니다,,,3223226935,
PassiveTreeItemRequirements,아이템 요구사항:,,,1450941909,
PassiveTreeChangeConfirmation,변경한 패시브 스킬 트리를 적용하시겠습니까?,,,1291024192,
PassiveTreeConfirmation,이대로 진행하시겠습니까?,,,1737871819,
PassiveNodeAllocate,클릭하여 할당,,,1690177838,
PassiveNodeUnallocate,클릭하여 할당 해제,,,3694768347,
PassiveNodeRequirementsNotMet,요구사항 미충족,,,3278363311,
PassiveNodeUnallocated,미할당,,,1906264842,
PassiveTreeSaveBuild,플랜 저장,,,2108726996,
PassiveTreeSaveAllocated,빌드 저장,,,3029146167,
PassiveTreeModifyBuild,플랜 수정,,,320097626,
PassiveTreeClearBuild,플랜 삭제,,,4168547533,
PassiveTreeErrorWrongClass,{0} 캐릭터에게 적용되는 빌드입니다.,,,1874388753,
PassiveTreeErrorPassiveDoesNotExist,"파일을 읽을 수 없습니다.
구 버전의 스킬 트리이거나 또는 손상된 파일입니다.",,,3405446329,
PassiveTreeBuildLoaded,불러온 빌드: ,,,2703427451,
PassiveTreeBuildSaved,저장된 빌드: ,,,1737272639,
Level,레벨,,,1564186719,
Experience,경험치,,,1135644432,
StrengthDescription,"힘 2 = 생명력 +1
힘 5 = 근접 물리 피해 +1%",,,502591132,
DexterityDescription,"민첩 1 = 정확도 +2
민첩 5 = 회피 +1%",,,133325521,
IntelligenceDescription,"지능 2 = 마나 +1
지능 5 = 에너지 보호막 +1%",,,1789395335,
Strength,힘,,,1433993798,
Dexterity,민첩,,,2200457956,
Intelligence,지능,,,4289816825,
StrengthShort,힘,,,3274737212,
DexterityShort,민첩,,,1681666402,
IntelligenceShort,지능,,,1927062563,
CharacterPanelTitle,캐릭터,,,2446296958,
ExperienceBarPopup1,{1} 레벨 ({0}{2}%),,,2986957252,
ExperienceBarPopup2,현재 경험치: {0} / 다음 레벨: {1},,,135563749,
ExperienceBarPopup3,시간당 경험치: {0},,,2450732640,
MapOverlayMonsterLevel,몬스터 레벨: {0},,,1532933650,
MapOverlayLeague,{0} 리그,,,4032306906,
MapOverlayRealm,{0} 서버,,,1106390316,
Continue,계속,,,1508132616,
Goodbye,떠나기,,,1453395088,
Quality,퀄리티,,,2858785479,
ItemViewSocketsNotShown,[홈 미표시],,,527743866,
ItemViewDefencesNotShown,[방어 미표시],,,1734671844,
ItemViewSocketsAndDefencesNotShown,[홈과 방어 미표시],,,3218243493,
ItemViewSkillGemReadyToLevel,스킬 젬의 레벨을 올릴 수 있습니다.,,,2904299305,
ItemLevelPopup,아이템 레벨: {0},,,29425737,
WorldPanelTitle,세계,,,4240008071,
WorldPanelAct,{0}장,,,2813436079,
WorldPanelPart,{0}부,,,396361781,
MapLegendTitle,지도 범례,,,3725936671,
MapLegendCurrentLocation,현재 위치,,,868323728,
MapLegendTown,마을,,,3147658733,
MapLegendUnknownArea,미확인 지역,,,95254404,
MapLegendKnownArea,방문한 지역,,,1315035060,
MapLegendKnownAreaWaypoint,거점 비활성화 지역,,,3437093427,
MapLegendKnownAreaWaypointEnabled,거점 활성화 지역,,,645213164,
MapLegendQuestLocation,퀘스트 위치,,,3602297530,
MapLegendConnection,연결선,,,451681003,
MapLegendCannotTravel,차단 (마우스를 올려 확인),차단,,2874284223,
MapLegendHideout,은신처,,,1680633138,
ChatErrorUnknownRealm,해당 서버가 존재하지 않습니다.,,,140865553,
ChatTimeoutMessage,{0} 채팅에 참여하던 중 연결이 지연되었습니다.,,,1739553442,
ChatTimeoutMessageChannel,{0} 채팅 {1} 채널에 참여하던 중 연결이 지연되었습니다.,,,2127175811,
ChatTimeoutMessageTrade,거래,,,2492596108,
ChatTimeoutMessageGlobal,전체,,,4184329022,
ChatBoxChannelNameGlobal,전체,,,2781001569,
ChatBoxChannelNameLocal,지역,,,2225427858,
ChatBoxChannelNameTrade,거래,,,1912556515,
ChatBoxChannelNameParty,파티,,,516553854,
ChatBoxChannelNameWhisper,귓속말,,,4115475819,
ChatBoxChannelNameGuild,길드,,,2642488696,
ChatBoxChannelNameTwitch,Twitch,,,3600522804,
ChatBoxChannelNameServer,서버,,,470669185,
ChatBoxGlobalCheckboxLabel,전체,,,1160490904,
ChatBoxTradeCheckboxLabel,거래,,,3114937465,
ChatBoxGuildCheckboxLabel,길드,,,2647941756,
ChatBoxChannelPopupJoining,{0} 채팅 {1} 채널 접속 중...,,,447716955,
ChatBoxChannelPopupJoiningWithLanguage,{0} 채팅 {2}{1} 채널 접속 중...,,,2206279395,
ChatBoxChannelPopupNotConnected,연결되지 않음,,,1357317222,
ChatBoxChannelPopupConnectedTo,{0} 채팅 {1} 채널 연결 중,,,992628252,
ChatBoxChannelPopupConnectedToWithLanguage,{0} 채팅 {2}{1} 채널 연결 중,,,220747818,
WhisperHelp,"이름을 통해 귓속말을 시도하려면 "@캐릭터이름" 을 사용하십시오.",,,1485310221,
WeaponClassDisplayNameOneHandedSword,한손 검,,,3154203268,
WeaponClassDisplayNameTwoHandedSword,양손 검,,,3567807745,
WeaponClassDisplayNameOneHandedMace,한손 철퇴,,,850707106,
WeaponClassDisplayNameTwoHandedMace,양손 철퇴,,,2022499250,
WeaponClassDisplayNameSceptre,셉터,,,4176913169,
WeaponClassDisplayNameWand,마법봉,,,4062693608,
WeaponClassDisplayNameOneHandedAxe,한손 도끼,,,251851927,
WeaponClassDisplayNameTwoHandedAxe,양손 도끼,,,3727278240,
WeaponClassDisplayNameBow,활,,,2179654838,
WeaponClassDisplayNameDagger,단검,,,1096774080,
WeaponClassDisplayNameStaff,지팡이,,,354333148,
WeaponClassDisplayNameClaw,클로,,,1775170174,
WeaponClassDisplayNameShield,방패,,,2907531052,
WeaponClassDisplayNameUnarmed,비무장,,,3473440847,
WeaponClassDisplayNameFishingRod,낚싯대,,,1855601942,
WeaponClassDisplayNameRuneDagger,룬 단검,,,826366632,
WeaponClassDisplayNameWarstaff,전쟁지팡이,,,306844186,
WeaponClassDisplayNameNotWeapon,무기 없음,,,2881487952,
ItemDisplayMapTier,지도 등급,,,1831694152,
ItemDisplayTalismanTier,부적 등급: {0},,,1389049833,
ItemDisplayMapQuantityIncrease,아이템 수량,,,2736935967,
ItemDisplaySkillGemLevel,{0},,,3819867081,
ItemDisplaySkillGemMaxLevel,{0} (최대),,,1544082856,
ItemDisplaySkillGemMinusLevelFromItem,-{0} 레벨 (아이템),,,1683922793,
ItemDisplaySkillGemMinusLevelsFromItem,-{0} 레벨 (아이템),,,2249206827,
ItemDisplaySkillGemMinusLevelFromSupport,-{0} 레벨 (보조 스킬 젬),,,413540045,
ItemDisplaySkillGemMinusLevelsFromSupport,-{0} 레벨 (보조 스킬 젬),,,947408441,
ItemDisplaySkillGemMinusLevelFromGlobalStats,-{0} 레벨 (일반 속성 부여),,,703724808,
ItemDisplaySkillGemMinusLevelsFromGlobalStats,-{0} 레벨 (일반 속성 부여),,,1104904762,
ItemDisplaySkillGemPlusLevelFromItem,+{0} 레벨 (아이템),,,1835791182,
ItemDisplaySkillGemPlusLevelsFromItem,+{0} 레벨 (아이템),,,683113201,
ItemDisplaySkillGemPlusLevelFromSupport,+{0} 레벨 (보조 스킬 젬),,,411784538,
ItemDisplaySkillGemPlusLevelsFromSupport,+{0} 레벨 (보조 스킬 젬),,,297852432,
ItemDisplaySkillGemPlusLevelFromGlobalStats,+{0} 레벨 (일반 속성 부여),,,3550628890,
ItemDisplaySkillGemPlusLevelsFromGlobalStats,+{0} 레벨 (일반 속성 부여),,,1800126194,
ItemDisplaySkillGemPlusQualityFromItem,+{0}% 퀄리티 (아이템),,,1364163031,
ItemDisplaySkillGemPlusQualityFromSupport,+{0}% 퀄리티 (보조 젬),,,752704220,
ItemDisplaySkillGemExperience,{0}/{1},,,3293884297,
ItemDisplaySkillGemManaMultiplier,소모 및 점유 배율,,,3115871655,
ItemDisplaySkillGemManaReserved,점유,,,1656068422,
ItemDisplaySkillGemManaCost,소모,,,2810373328,
ItemDisplaySkillGemCastTime,시전 속도,,,54696662,
ItemDisplaySkillGemCastTimeValue,{0}초,,,2202311824,
ItemDisplaySkillGemCriticalStrikeChance,치명타 확률,,,3969730220,
ItemDisplaySkillGemOffHandCriticalStrikeChanceOverride,치명타 확률,,,3561327074,
ItemDisplaySkillGemCooldownTime,재사용 대기시간,,,2843616040,
ItemDisplaySkillGemCooldownValue,{0}초,,,3298749863,
ItemDisplaySkillGemCooldownValueCount,{0}초 ({1}회),,,821866276,
ItemDisplaySkillGemSoulsPerUse,사용 시 영혼 소모,,,3328259576,
ItemDisplaySkillGemPreventSoulGainDuration,영혼 획득 방지,,,2528404244,
ItemDisplaySkillGemSoulsCanStoreUse,{0}회 사용 가능,,,2329472104,
ItemDisplaySkillGemSoulsCanStoreUses,{0}회 사용 가능,,,2531143302,
ItemDisplaySkillGemDamageEffectiveness,추가 피해 효율,,,706244730,
ItemDisplayFlaskLifeRecovery1Second,{1}초 동안 {0} 생명력 회복,,,1613644445,
ItemDisplayFlaskLifeRecoveryNSeconds,{1}초 동안 {0} 생명력 회복,,,3583752128,
ItemDisplayFlaskManaRecovery1Second,{1}초 동안 {0} 마나 회복,,,2804614063,
ItemDisplayFlaskManaRecoveryNSeconds,{1}초 동안 {0} 마나 회복,,,164984628,
ItemDisplayFlaskBuffDuration1Second,{0}초 지속,,,554074271,
ItemDisplayFlaskBuffDurationNSeconds,{0}초 지속,,,3928134898,
ItemDisplayChargesConsumptionOnUse1Charge,사용 시 {1} 중 {0} 소모,,,1336633687,
ItemDisplayChargesConsumptionOnUseNCharges,사용 시 {1} 중 {0} 소모,,,2954246699,
ItemDisplayCharges1Charge,현재 용량: {0},,,3833209035,
ItemDisplayChargesNCharges,현재 용량: {0},,,239890451,
ItemDisplayWeaponPhysicalDamage,물리 피해,,,3154735336,
ItemDisplayWeaponElementalDamage,원소 피해,,,1854685400,
ItemDisplayWeaponChaosDamage,카오스 피해,,,2439427717,
ItemDisplayWeaponCriticalStrikeChance,치명타 확률,,,4107126245,
ItemDisplayWeaponAttacksPerSecond,초당 공격 횟수,,,428547462,
ItemDisplayShieldBlockChance,막기 확률,,,3241405018,
ItemDisplayArmourArmour,방어도,,,3866365471,
ItemDisplayArmourEvasionRating,회피,,,1203224446,
ItemDisplayArmourEnergyShield,에너지 보호막,,,2876097818,
ItemDisplayStackSize,중첩 개수,,,260910150,
ItemDisplayStackSizeValue,{0}/{1},,,2387825415,
ItemDisplayStackDescription,Shift + 클릭으로 아이템 나누기,,,1949148880,
ItemDisplayHasEffect,{0} 적용,,,1726370554,
ItemDisplayHasReskin,{0} 스킨을 적용 중입니다. 아이템을 Shift + 클릭하여 해제할 수 있습니다.,{0} 스킨을 적용 중입니다. <<xbox_button_rstick>> + <<xbox_button_b>>을(를) 눌러 해제할 수 있습니다.,,4116733154,
ItemDisplayImprintImprinted,각인됨,,,1136296550,
ItemDisplayImprintUnidentified,미확인,,,1069912939,
ItemDisplayRequirementFromGem,(젬),,,3876515338,
ItemDisplayRequirementFromJewel,(주얼),,,3895762858,
ItemPopupCannotUseItem,아이템 착용 불가. 아이템 효과 미적용,,,2432324719,
ItemPopupCannotTradeOrModify,거래 및 속성 부여 개조 불가,,,1915746310,
ItemPopupLockedToAccount,계정 귀속,,,2571501980,
ItemPopupStolen,강탈품,,,245848207,
ItemPopupUnidentified,미확인,,,1390808194,
ItemPopupMirrored,복제,,,563664229,
ItemPopupCorrupted,타락,,,2344521231,
ItemPopupDroppedInMaps,지도 출현,,,3215051825,
ItemPopupNextLevel,다음 레벨,,,2866489738,
LoadingScreenMessage,불러오는 중...,,,47644815,
GraphicsOptionsApplySettings,화면 설정 적용,,,4065331089,
GraphicsOptionsApplySettingsPopup,클릭하여 화면 설정 변경 사항 적용,,,104966066,
GraphicsOptionsAdapterLabel,화면,,,3854299529,
GraphicsOptionsDisplayModeLabel,창 모드,,,1320337203,
GraphicsOptionsDisplayModeWindowed,창 모드,,,2270610761,
GraphicsOptionsDisplayModeFullscreen,전체 화면,,,3206072097,
GraphicsOptionsDisplayModeWindowedFullscreen,전체 창 모드,,,2433206602,
GraphicsOptionsResolutionLabel,해상도,,,2710293452,
GraphicsOptionsResolutionCustom,{0} (지정),,,291157603,
GraphicsOptionsVSyncLabel,수직 동기화,,,4261734159,
GraphicsOptionsDynamicResolution,동적 해상도,,,160064564,
GraphicsOptionsTargetFps,목표 프레임 속도,,,2944497214,
GraphicsOptionsTargetFpsTooltip,렌더링 엔진이 해당 목표 프레임 레이트를 유지하기 위해 해상도를 낮추거나 필수적이지 않은 파티클을 제거해줍니다. 편하게 플레이할 수 있는 가장 낮은 프레임 레이트로 설정하시길 바랍니다. 너무 높게 설정할 경우 해상도 감소 현상이 발생할 수 있습니다.,,,1217300196,
GraphicsOptionsWaterDetail,물 세부 표현,,,2434264703,
GraphicsOptionsWaterDetailDownscaled,낮음,,,3281885636,
GraphicsOptionsWaterDetailFullres,높음 (기본),,,3494539357,
GraphicsOptionsScreenspaceEffects,빛 반사 효과,,,2784476771,
GraphicsOptionsScreenspaceEffectsOff,그림자 없음 (DirectX9 전용),,,2920969963,
GraphicsOptionsScreenspaceEffectsSSS,그림자 (기본),,,1254670511,
GraphicsOptionsScreenspaceEffectsGI,그림자 + 전체 광원 효과,,,4251474334,
GraphicsOptionsSSSTooltip,렌더링 엔진이 화면 속의 오브젝트를 간접 광원으로 사용하여 빛과 그림자를 나타냅니다.,,,1380291128,
GraphicsOptionsGITooltip,전체 광원 효과는 점 광원 그림자를 확장하고 화면 상의 밝은 픽셀을 각각의 광원으로 처리하여 주변 광원 효과 개선 기능과 같은 향상된 광원 효과로 표현해 줍니다. 이를 통해 게임 그래픽은 눈에 띄게 개선되지만 높은 해상도를 갖춘 GPU가 필요한 단점이 있습니다. ,,,2639288238,
GraphicsOptionsScreenspaceResolution,그림자,,,3740462006,
GraphicsOptionsScreenspaceResolutionLow,낮음 (기본),,,2845831550,
GraphicsOptionsScreenspaceResolutionMedium,높음,,,2365252297,
GraphicsOptionsScreenspaceResolutionUltra,울트라,,,1338890893,
GraphicsOptionsScreenspaceResolutionTooltip,"그림자 + 전체 광원 효과 품질<size:3>{
}<size:29>{
태양 외 그림자 및 전체 광원 효과의 품질 및 퍼포먼스 성능을 결정합니다. 해당 설정에 대한 성능 소모는 고정되어 있으므로, 화면 안에서 더 많은 행동이 이루어져도 속도가 느려지지 않습니다.<size:3>{
}
<b>{낮음 (기본):}그림자 및 전체 광원 효과에서 해당 설정에 대해 아주 낮은 성능을 소모합니다.<size:3>{
}
<b>{높음 (권장):}그림자 표현이 우수하면서도, 성능을 과도하게 소모하지 않습니다.<size:3>{
}
<b>{울트라:}하이엔드 그래픽 카드를 위한 설정입니다. 전체 광원 효과를 활성화할 경우 성능 소모가 매우 커집니다.}",,,1348856953,
GraphicsOptionsShadowQualityLabel,태양 그림자 품질,,,1485656395,
GraphicsOptionsShadowQualityOff,끄기,,,3786153075,
GraphicsOptionsShadowQualityLow,낮음,,,254832493,
GraphicsOptionsShadowQualityHigh,높음 (기본),,,2697783030,
GraphicsOptionsShadowQualityOLDVariance,OLD 배리언스 그림자 매핑,,,694166723,
GraphicsOptionsShadowQualityOLDBasic,OLD 기본 그림자 매핑,,,404532710,
GraphicsOptionsAntialiasingLabel,안티에일리어싱 품질,,,3880755151,
GraphicsOptionsDX9SMAAOff,끄기 (기본),,,2372076529,
GraphicsOptionsDX9SMAAMedium,SMAA 낮음,,,533950820,
GraphicsOptionsDX9SMAAHigh,SMAA 높음,,,565163958,
GraphicsOptionsDX11MSAAOff,끄기 (기본),,,2508026987,
GraphicsOptionsDX11MSAA4,MSAA x4,,,3846149159,
GraphicsOptionsDX11MSAA8,MSAA x8 (매우 느림),,,3160383361,
GraphicsOptionsTextureQualityLabel,텍스처 품질,,,826609662,
GraphicsOptionsTextureQualityMedium,중간,,,3173763059,
GraphicsOptionsTextureQualityHigh,높음 (기본),,,755683079,
GraphicsOptionsTextureFilteringLabel,텍스처 필터링,,,226546200,
GraphicsOptionsTextureFilteringTrilinear,삼중선형 필터링,,,1345203949,
GraphicsOptionsTextureFilteringAnisotropic,{0}x 이방성 필터링,,,88180192,
GraphicsOptionsBloomStrengthLabel,블룸,,,2404279952,
GraphicsOptionsIncursionEffectLabel,기습/결전 효과,,,3158524470,
GraphicsOptionsScreenShakeLabel,화면 흔들림,,,3250265184,
GraphicsOptionsCameraZRotationLabel,카메라 회전 효과,,,3601792686,
GraphicsOptionsCameraZRotationPopup,카메라 수평 회전 및 시네마틱 카메라 스윙 효과 활성화,,,1821877696,
AudioOptionsDeviceLabel,장치,,,1945070835,
AudioOptionsDeviceDefault,기본,,,3978310669,
AudioOptionsDeviceNoDevices,장치 없음,,,1481443269,
AudioOptionsEffectsVolumeLabel,사운드 효과 볼륨,,,2431046690,
AudioOptionsMusicVolumeLabel,음악 볼륨,,,521601205,
AudioOptionsAmbientVolumeLabel,환경음 볼륨,,,1621999692,
AudioOptionsDialogueVolumeLabel,대화 볼륨,,,1193424575,
AudioOptionsItemFilterAlertVolumeLabel,아이템 필터 알림 볼륨,,,1607638348,
AudioOptionsReverbLabel,반향음 활성화,,,965622437,
AudioOptionsMuteInBackgroundLabel,백그라운드 시 음소거,,,1699281040,
AudioOptionsMuteInBackgroundDescription,해당 설정을 활성화하면 다른 창을 보고 있을 때 음소거가 적용됩니다.,,,881782526,
AudioOptionsWarningNoSoundDriver,사운드 드라이버를 찾을 수 없습니다,,,3216051439,
AudioOptionsWarningSoundDriverInitialisationFailed,사운드 드라이버 초기화에 실패했습니다,,,875787078,
OptionsCornerMapLabel,미니맵 보기,,,6756786,
OptionsCornerMapPopup,화면 우상단에 미니맵을 보여줍니다.,,,3418264686,
OptionsAutoCenterMapLabel,오토 맵,,,1951258456,
OptionsAutoCenterMapPopup,지도가 중앙에서 벗어났을 때 지도 열기/닫기 키를 누르면 지도가 닫히지 않고 중앙으로 조정됩니다.,,,3704127941,
OptionsMapTransparencyLabel,지형 투명도,,,1808639177,
OptionsAlwaysHighlightLabel,항상 강조,,,3874712885,
OptionsAlwaysHighlightPopup,상자와 거점 같은 아이템과 오브젝트가 항상 강조 표시됩니다.,,,1844302011,
OptionsAlwaysShowSocketsLabel,항상 홈 표시,,,1357197412,
