BaseItemTypesKey,GrantedEffectsKey,Str,Dex,Int,GemTagsKeys,VaalVariant_BaseItemTypesKey,IsVaalVariant,Description,Consumed_ModsKey,GrantedEffectsKey2,MinionGlobalSkillLevelStat,SupportSkillName,Unknown0,Unknown1,AwakenedVariant,RegularVariant
"<5055, 0>","<628, 0>",0,0,100,"[<47, 0>, <11, 0>, <16, 0>]","<null, null>",False,Asiste cualquier habilidad que golpee enemigos.,"<13067, 0>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5056, 0>","<629, 0>",100,0,0,"[<9, 0>, <16, 0>]","<null, null>",False,Asiste cualquier habilidad que golpee enemigos.,"<13062, 0>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5057, 0>","<631, 0>",100,0,0,"[<9, 0>, <16, 0>]","<null, null>",False,"Asiste cualquier habilidad que golpee enemigos, lo que causa que esos golpes absorban vida basándose en el daño infligido.","<13050, 0>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5058, 0>","<633, 0>",0,100,0,"[<10, 0>, <16, 0>]","<null, null>",False,"Asiste habilidades de ataque que golpeen enemigos, lo que causa que esos golpes absorban maná basándose en el daño infligido.","<13041, 0>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5059, 0>","<634, 0>",0,0,100,"[<3, 0>, <11, 0>, <16, 0>]","<null, null>",False,Asiste cualquier habilidad que golpee enemigos.,"<13142, 0>","<null, null>","<null, null>",,True,True,<454>,<null>
"<5061, 0>","<635, 0>",0,60,40,"[<10, 0>, <25, 0>, <13, 0>, <7, 0>, <36, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5062, 0>","<636, 0>",0,100,0,"[<10, 0>, <25, 0>, <13, 0>, <7, 0>, <36, 0>, <22, 0>, <15, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5063, 0>","<782, 0>",0,0,100,"[<11, 0>, <25, 0>, <4, 0>, <5, 0>, <15, 0>, <2, 0>]","<5217, 0>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5217, 0>","<2881, 0>",0,0,100,"[<11, 0>, <25, 0>, <24, 0>, <4, 0>, <5, 0>, <15, 0>, <2, 0>]","<null, null>",True,,"<null, null>","<782, 0>","<null, null>",,True,True,<null>,<null>
"<5132, 0>","<4841, 0>",0,0,0,"[<16, 0>, <26, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5064, 0>","<799, 0>",100,0,0,"[<9, 0>, <16, 0>]","<null, null>",False,"Asiste cualquier habilidad que golpee enemigos, con lo que se hace más fácil aturdir enemigos con esas habilidades.","<13056, 0>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5065, 0>","<801, 0>",0,0,100,"[<47, 0>, <11, 0>, <25, 0>, <4, 0>, <5, 0>, <1, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5066, 0>","<816, 0>",0,100,0,"[<10, 0>, <16, 0>, <5, 0>]","<null, null>",False,Asiste habilidades de proyectiles.,"<13132, 0>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5067, 0>","<817, 0>",0,60,40,"[<10, 0>, <16, 0>, <20, 0>]","<null, null>",False,"Asiste hechizos o ataques que usen arcos o varitas. En vez de usar esa habilidad, lanzarás una trampa que usará la habilidad por ti cuando un enemigo camine cerca de ella. Las trampas no pueden usar habilidades de canalización.","<13071, 0>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5068, 0>","<819, 0>",0,0,100,"[<11, 0>, <25, 0>, <4, 0>, <8, 0>]","<null, null>",False,,"<null, null>","<null, null>","<10264, 0>",,True,True,<null>,<null>
"<5069, 0>","<7609, 0>",100,0,0,"[<9, 0>, <25, 0>, <13, 0>, <14, 0>, <7, 0>, <36, 0>, <0, 0>, <15, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5070, 0>","<827, 0>",100,0,0,"[<9, 0>, <25, 0>, <13, 0>, <7, 0>, <36, 0>, <1, 0>]","<5234, 0>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5234, 0>","<834, 0>",100,0,0,"[<9, 0>, <25, 0>, <24, 0>, <13, 0>, <7, 0>, <36, 0>, <15, 0>, <14, 0>, <1, 0>]","<null, null>",True,,"<null, null>","<827, 0>","<null, null>",,True,True,<null>,<null>
"<5071, 0>","<844, 0>",0,0,100,"[<11, 0>, <25, 0>, <4, 0>, <15, 0>, <1, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5072, 0>","<852, 0>",0,0,100,"[<11, 0>, <25, 0>, <4, 0>, <5, 0>, <1, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5073, 0>","<867, 0>",0,0,100,"[<11, 0>, <25, 0>, <4, 0>, <14, 0>, <2, 0>, <38, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5074, 0>","<4040, 0>",0,0,100,"[<11, 0>, <25, 0>, <4, 0>, <14, 0>, <2, 0>, <38, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5075, 0>","<903, 0>",0,100,0,"[<10, 0>, <25, 0>, <13, 0>, <15, 0>, <7, 0>, <36, 0>, <3, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5076, 0>","<4376, 0>",0,100,0,"[<10, 0>, <25, 0>, <4, 0>, <15, 0>, <22, 0>, <33, 0>, <35, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5077, 0>","<4376, 0>",0,100,0,"[<10, 0>, <25, 0>, <4, 0>, <15, 0>, <22, 0>, <33, 0>, <35, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5078, 0>","<912, 0>",100,0,0,"[<7, 0>, <33, 0>, <9, 0>, <16, 0>, <13, 0>]","<null, null>",False,Asiste habilidades de ataque cuerpo a cuerpo.,"<13134, 0>","<null, null>","<null, null>",,True,True,<440>,<null>
"<5079, 0>","<913, 0>",100,0,0,"[<9, 0>, <16, 0>]","<null, null>",False,Asiste cualquier habilidad que pueda matar enemigos.,"<13079, 0>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5080, 0>","<915, 0>",0,0,100,"[<11, 0>, <16, 0>]","<null, null>",False,Asiste cualquier habilidad que pueda matar enemigos.,"<13080, 0>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5081, 0>","<916, 0>",0,0,100,"[<11, 0>, <16, 0>, <4, 0>]","<null, null>",False,Asiste habilidades de hechizo que no sean instantáneas.,"<13073, 0>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5082, 0>","<918, 0>",0,100,0,"[<10, 0>, <25, 0>, <13, 0>, <5, 0>, <14, 0>, <15, 0>, <0, 0>, <6, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5083, 0>","<941, 0>",0,60,40,"[<10, 0>, <25, 0>, <4, 0>, <14, 0>, <15, 0>, <17, 0>, <42, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5084, 0>","<960, 0>",0,0,100,"[<11, 0>, <25, 0>, <4, 0>, <14, 0>, <15, 0>, <17, 0>, <42, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5085, 0>","<968, 0>",60,40,0,"[<9, 0>, <25, 0>, <4, 0>, <15, 0>, <17, 0>, <43, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5086, 0>","<974, 0>",60,0,40,"[<9, 0>, <25, 0>, <4, 0>, <14, 0>, <15, 0>, <17, 0>, <33, 0>, <42, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5087, 0>","<4272, 0>",60,0,40,"[<9, 0>, <25, 0>, <4, 0>, <14, 0>, <15, 0>, <17, 0>, <33, 0>, <42, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5088, 0>","<977, 0>",0,0,100,"[<11, 0>, <25, 0>, <4, 0>, <14, 0>, <15, 0>, <17, 0>, <42, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5089, 0>","<988, 0>",0,40,60,"[<47, 0>, <11, 0>, <25, 0>, <4, 0>, <15, 0>, <17, 0>, <43, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5090, 0>","<995, 0>",0,100,0,"[<10, 0>, <25, 0>, <4, 0>, <15, 0>, <17, 0>, <43, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5091, 0>","<7418, 0>",0,40,60,"[<11, 0>, <25, 0>, <4, 0>, <14, 0>, <15, 0>, <3, 0>, <17, 0>, <42, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5092, 0>","<1027, 0>",0,0,100,"[<11, 0>, <25, 0>, <4, 0>, <14, 0>, <15, 0>, <22, 0>, <2, 0>, <35, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5220, 0>","<1029, 0>",0,0,100,"[<11, 0>, <25, 0>, <24, 0>, <4, 0>, <14, 0>, <15, 0>, <2, 0>, <22, 0>, <35, 0>]","<null, null>",True,,"<null, null>","<1027, 0>","<null, null>",,True,True,<null>,<null>
"<5093, 0>","<1058, 0>",0,0,100,"[<11, 0>, <25, 0>, <4, 0>, <8, 0>, <15, 0>]","<5235, 0>",False,,"<null, null>","<null, null>","<10266, 0>",,True,True,<null>,<null>
"<5235, 0>","<1060, 0>",0,0,100,"[<11, 0>, <25, 0>, <24, 0>, <4, 0>, <8, 0>, <15, 0>]","<null, null>",True,,"<null, null>","<1058, 0>","<10266, 0>",,True,True,<null>,<null>
"<5098, 0>","<1090, 0>",100,0,0,"[<9, 0>, <25, 0>, <13, 0>, <7, 0>, <36, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5232, 0>","<1092, 0>",100,0,0,"[<9, 0>, <25, 0>, <24, 0>, <13, 0>, <7, 0>, <36, 0>]","<null, null>",True,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5099, 0>","<1101, 0>",60,0,40,"[<9, 0>, <25, 0>, <13, 0>, <8, 0>, <15, 0>, <7, 0>, <36, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5100, 0>","<7566, 0>",0,100,0,"[<10, 0>, <25, 0>, <13, 0>, <14, 0>, <5, 0>, <6, 0>]","<5228, 0>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5228, 0>","<7569, 0>",0,100,0,"[<10, 0>, <25, 0>, <24, 0>, <13, 0>, <14, 0>, <5, 0>, <6, 0>]","<null, null>",True,,"<null, null>","<7566, 0>","<null, null>",,True,True,<null>,<null>
"<5101, 0>","<1113, 0>",0,0,100,"[<11, 0>, <16, 0>, <14, 0>]","<null, null>",False,"Asiste cualquier habilidad con un efecto de área, sin tener en cuenta si esa habilidad inflige daño o no.","<13139, 0>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5102, 0>","<1115, 0>",0,0,100,"[<11, 0>, <16, 0>, <8, 0>]","<null, null>",False,Asiste habilidades que crean esbirros.,"<13066, 0>","<null, null>","<null, null>",,True,True,<463>,<null>
"<5103, 0>","<1116, 0>",100,0,0,"[<9, 0>, <16, 0>, <15, 0>]","<null, null>",False,Asiste cualquier habilidad con una duración.,"<13081, 0>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5104, 0>","<1118, 0>",60,0,40,"[<1, 0>, <0, 0>, <9, 0>, <16, 0>]","<null, null>",False,Asiste cualquier habilidad que golpee enemigos.,"<13075, 0>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5105, 0>","<1119, 0>",0,0,100,"[<0, 0>, <11, 0>, <16, 0>]","<null, null>",False,Asiste cualquier habilidad que golpee enemigos.,"<13082, 0>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5106, 0>","<1121, 0>",0,0,100,"[<22, 0>, <11, 0>, <16, 0>, <8, 0>]","<null, null>",False,Asiste habilidades que crean esbirros.,"<13064, 0>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5107, 0>","<1122, 0>",0,0,100,"[<11, 0>, <16, 0>, <8, 0>]","<null, null>",False,Asiste habilidades que crean esbirros.,"<13063, 0>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5108, 0>","<1123, 0>",60,0,40,"[<13, 0>, <9, 0>, <16, 0>]","<null, null>",False,Asiste habilidades de ataque.,"<13060, 0>","<null, null>","<null, null>",,True,True,<437>,<null>
"<5109, 0>","<3980, 0>",100,0,0,"[<13, 0>, <33, 0>, <9, 0>, <16, 0>, <7, 0>]","<null, null>",False,"Asiste habilidades de ataque cuerpo a cuerpo, lo que causa que inflijan más daño contra enemigos con sangrado pero al mismo tiempo previene que esas habilidades inflijan sangrado de cualquier forma en los enemigos.","<13083, 0>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5110, 0>","<1124, 0>",100,0,0,"[<13, 0>, <9, 0>, <16, 0>]","<null, null>",False,Asiste habilidades de ataque.,"<13084, 0>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5111, 0>","<1125, 0>",0,0,100,"[<11, 0>, <25, 0>, <4, 0>, <14, 0>, <15, 0>, <0, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5112, 0>","<1261, 0>",0,60,40,"[<10, 0>, <25, 0>, <13, 0>, <5, 0>, <7, 0>, <36, 0>, <2, 0>]","<5231, 0>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5231, 0>","<7555, 0>",0,60,40,"[<10, 0>, <25, 0>, <24, 0>, <13, 0>, <7, 0>, <36, 0>, <15, 0>, <2, 0>, <5, 0>]","<null, null>",True,,"<null, null>","<1261, 0>","<null, null>",,True,True,<null>,<null>
"<5113, 0>","<1312, 0>",40,0,60,"[<11, 0>, <25, 0>, <4, 0>, <2, 0>, <18, 0>]","<null, null>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5114, 0>","<1316, 0>",100,0,0,"[<9, 0>, <25, 0>, <4, 0>, <14, 0>, <15, 0>, <0, 0>, <33, 0>, <34, 0>]","<5219, 0>",False,,"<null, null>","<null, null>","<null, null>",,True,True,<null>,<null>
"<5219, 0>","<1317, 0>",100,0,0,"[<9, 0>, <25, 0>, <24, 0>, <4, 0>, <14, 0>, <15, 0>, <0, 0>, <33, 0>, <34, 0>]","<null, null>",True,,"<null, null>","<1316, 0>","<null, null>",,True,True,<null>,<null>
