Id,BuffDDSFile,EPKFiles1,EPKFiles2,MiscAnimatedKeys1,Flag0,BuffName,Key0,Key1,BuffDescription,EPKFile,HasExtraArt,ExtraArt,Unknown0,EPKFiles,Keys0,Keys1
ion_cannon_aura,Art/2DArt/BuffIcons/IonCannon.dds,"[Metadata/Effects/StatusAilments/shocked.epk, Metadata/Effects/StatusAilments/shocked.epk, Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk]",[Metadata/Effects/StatusAilments/NoEffect.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
frost_ion_cannon,Art/2DArt/BuffIcons/GalvanicFrost.dds,[Metadata/Effects/StatusAilments/NoEffect.epk],[Metadata/Effects/StatusAilments/NoEffect.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
frost_ion_cannon_aura,Art/2DArt/BuffIcons/GalvanicFrost.dds,[Metadata/Effects/StatusAilments/Chilled.epk],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
invisible_fire_aura,Art/2DArt/BuffIcons/MalachaisWanderingDegen.dds,[Metadata/Effects/StatusAilments/malachai_ignited.epk],[Metadata/Effects/StatusAilments/NoEffect.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
invisible_fire,Art/2DArt/BuffIcons/MalachaisWanderingDegen.dds,[Metadata/Effects/StatusAilments/NoEffect.epk],[Metadata/Effects/StatusAilments/NoEffect.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
invisible_holy_fire,Art/2DArt/BuffIcons/DivineFlare.dds,[Metadata/Effects/StatusAilments/NoEffect.epk],[Metadata/Effects/StatusAilments/NoEffect.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
invisible_holy_fire_aura,Art/2DArt/BuffIcons/DivineFlare.dds,[Metadata/Effects/StatusAilments/white_ignited.epk],[Metadata/Effects/StatusAilments/NoEffect.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
invisible_kitava_fire,Art/2DArt/BuffIcons/KitavaIgnite.dds,[Metadata/Effects/StatusAilments/NoEffect.epk],[Metadata/Effects/StatusAilments/NoEffect.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
invisible_kitava_fire_aura,Art/2DArt/BuffIcons/KitavaIgnite.dds,[Metadata/Effects/StatusAilments/ignited_kitava.epk],[Metadata/Effects/StatusAilments/NoEffect.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
fire_weapon,Art/2DArt/BuffIcons/buffonfire.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
frost_blaze,Art/2DArt/BuffIcons/buffspeed.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
frenzy_charge,Art/2DArt/BuffIcons/chargedex.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],"[<2, 0>]","<null, null>"
endurance_charge,Art/2DArt/BuffIcons/chargestr.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],"[<0, 0>]","<null, null>"
power_charge,Art/2DArt/BuffIcons/chargeint.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],"[<6, 0>]","<null, null>"
spirit_charge,Art/2DArt/BuffIcons/SpiritCharge.dds,[],[],"[<38, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],"[<9, 0>]","<null, null>"
siphoning_charge,Art/2DArt/BuffIcons/ElderSipho.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],"[<10, 0>]","<null, null>"
void_arrow,Art/2DArt/SkillIcons/VoidShotSkill.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],"[<11, 0>]","<null, null>"
divine_charge,Art/2DArt/BuffIcons/DivineCharge.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],"[<12, 0>]","<null, null>"
inspiration_charge,Art/2DArt/BuffIcons/InspirationCharge.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],"[<13, 0>]","<null, null>"
hillock_buff,Art/2DArt/BuffIcons/buffrage.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
flask_bonus_movement_speed,Art/2DArt/BuffIcons/buffspeed.dds,[Metadata/Effects/misc/flask_effects/sprint/sprint.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
flask_bonus_curse_immunity,Art/2DArt/BuffIcons/cantcurse.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],"[<39, 0>]","<null, null>"
flask_bonus_evasion_rating,Art/2DArt/BuffIcons/Evasion.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
spectre_buff,,[Metadata/Effects/StatusAilments/spells/raise_specter_02/monster.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
viper_strike_orb,Art/2DArt/SkillIcons/iconpoisoned.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],"[<75, 0>]","<null, null>"
phase_run,Art/2DArt/SkillIcons/iconphaserun.dds,[Metadata/Effects/StatusAilments/spells/phase_run/epk.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
frostwall_epk,,[Metadata/Effects/StatusAilments/spells/frostwall/frostwallepk.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_magic_effect_buff,,[Metadata/Effects/StatusAilments/monsters/champions/blue/blue.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_rare_effect_buff,,"[Metadata/Effects/StatusAilments/monsters/champions/gold/gold.epk, Metadata/Effects/StatusAilments/monsters/champions/gold/gold_large.epk]",[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_nemesis_effect_buff,,[Metadata/Effects/StatusAilments/monsters/champions/orange/orange.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_bloodlines_effect_buff,,[Metadata/Effects/StatusAilments/monsters/champions/purple/purple.epk],[],"[<1, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_bestiary_effect_buff,,[Metadata/Effects/Spells/monsters_effects/League_Bestiary/EPKs/rare_beasts/bestiary_effect.epk],[],"[<41, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
fuse_arrow_orb,Art/2DArt/BuffIcons/buffonfire.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
curse_temporal_chains,Art/2DArt/SkillIcons/temporalchains.dds,[],[Metadata/Effects/Spells/supports/blasphemy/temporal_chains.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],"[<19, 0>]","<null, null>"
curse_temporal_chains_talisman,Art/2DArt/SkillIcons/temporalchains.dds,[],[Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/sml_temporal_chains_loop.epk],"[<0, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],"[<19, 0>]","<null, null>"
curse_elemental_weakness,Art/2DArt/SkillIcons/elementalweakness.dds,[],[Metadata/Effects/Spells/supports/blasphemy/ele_weakness.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],"[<26, 0>]","<null, null>"
curse_fire_weakness,Art/2DArt/SkillIcons/Flammability.dds,[],[Metadata/Effects/Spells/supports/blasphemy/flammability.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],"[<29, 0>]","<null, null>"
curse_cold_weakness,Art/2DArt/SkillIcons/Frostbite.dds,[],[Metadata/Effects/Spells/supports/blasphemy/frostbite.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],"[<30, 0>]","<null, null>"
curse_cold_weakness_aura,Art/2DArt/SkillIcons/Frostbite.dds,[],[Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/frostbite_loop.epk],"[<0, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],"[<30, 0>]","<null, null>"
curse_lightning_weakness,Art/2DArt/SkillIcons/Conductivity.dds,[],[Metadata/Effects/Spells/supports/blasphemy/conductivity.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],"[<31, 0>]","<null, null>"
curse_lightning_weakness_talisman,Art/2DArt/SkillIcons/Conductivity.dds,[],[Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/conductivity_loop.epk],"[<0, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],"[<31, 0>]","<null, null>"
curse_warlords_mark,Art/2DArt/SkillIcons/WarLordsMark.dds,[Metadata/Effects/Spells/curses_02/marks/mark_warlord.epk],[Metadata/Effects/Spells/curse_aura/warlords_mark/warlords_mark.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],"[<35, 0>]","<null, null>"
curse_punishment,Art/2DArt/SkillIcons/punishment.dds,[],[Metadata/Effects/Spells/supports/blasphemy/punishment.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],"[<33, 0>]","<null, null>"
curse_enfeeble,Art/2DArt/SkillIcons/enfeeble.dds,[],[Metadata/Effects/Spells/supports/blasphemy/enfeeble.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],"[<22, 0>]","<null, null>"
curse_enfeeble_talisman,Art/2DArt/SkillIcons/enfeeble.dds,[],[Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/sml_enfeeble_loop.epk],"[<0, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],"[<22, 0>]","<null, null>"
curse_assassins_mark,Art/2DArt/SkillIcons/AssassinsMark.dds,[Metadata/Effects/Spells/curses_02/marks/mark_assassin.epk],[Metadata/Effects/Spells/curse_aura/assassins_mark/assassinsMarkAura.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],"[<36, 0>]","<null, null>"
curse_projectile_weakness,Art/2DArt/SkillIcons/projectileweakness.dds,[Metadata/Effects/Spells/curses_02/marks/mark_sniper.epk],[Metadata/Effects/Spells/curse_aura/projectile_weakness/projectile_weakness.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],"[<37, 0>]","<null, null>"
curse_vulnerability,Art/2DArt/SkillIcons/vulnerability.dds,[],[Metadata/Effects/Spells/supports/blasphemy/vulnerability.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],"[<23, 0>]","<null, null>"
curse_vulnerability_talisman,Art/2DArt/SkillIcons/vulnerability.dds,[],[Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/sml_vunerability_loop.epk],"[<0, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],"[<23, 0>]","<null, null>"
curse_poachers_mark,Art/2DArt/SkillIcons/PoachersMark.dds,[Metadata/Effects/Spells/curses_02/marks/mark_poacher.epk],[Metadata/Effects/Spells/curse_aura/poachers_mark/poachers_mark.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],"[<38, 0>]","<null, null>"
doedre_curse_aura_temporal_chains,Art/2DArt/SkillIcons/temporalchains.dds,[],[Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/temporal_chains.epk],"[<8, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],"[<19, 0>]","<null, null>"
doedre_curse_aura_vulnerability,Art/2DArt/SkillIcons/vulnerability.dds,[],[Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/vulnerability.epk],"[<8, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],"[<23, 0>]","<null, null>"
coedre_curse_aura_enfeeble,Art/2DArt/SkillIcons/enfeeble.dds,[],[Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/enfeeble.epk],"[<8, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],"[<22, 0>]","<null, null>"
CarlsTestCheat,Art/2DArt/SkillIcons/iconbash.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_aura_physical_thorns,Art/2DArt/BuffIcons/invulnerability.dds,[Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/thorns.epk],[Metadata/Effects/StatusAilments/auras/monster_auras/thorns.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_aura_elemental_thorns,Art/2DArt/BuffIcons/invulnerability.dds,[Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/spell_thorns.epk],[Metadata/Effects/StatusAilments/auras/monster_auras/spell_thorns.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_aura_medium_physical_damage,Art/2DArt/SkillIcons/auradamage.dds,[Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/medium_damage.epk],[Metadata/Effects/StatusAilments/auras/monster_auras/medium_damage.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_aura_large_physical_damage,Art/2DArt/SkillIcons/auradamage.dds,[Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/heavy_damage.epk],[Metadata/Effects/StatusAilments/auras/monster_auras/high_damage.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_aura_speed,Art/2DArt/SkillIcons/auraspeed.dds,[Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/faster_runattack.epk],[Metadata/Effects/StatusAilments/auras/monster_auras/faster_attackrun.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_aura_life_regen,Art/2DArt/SkillIcons/auraregen.dds,[Metadata/Effects/Spells/monsters_effects/aura/monster_buff/life_regen/life_regen_buff.epk],[Metadata/Effects/StatusAilments/auras/monster_auras/life_regen.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_aura_resists,Art/2DArt/SkillIcons/auraresist.dds,[Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/increase_resist.epk],[Metadata/Effects/StatusAilments/auras/monster_auras/increase_resist.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_aura_energy_shield,Art/2DArt/SkillIcons/auraenergy.dds,[Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/energy.epk],[Metadata/Effects/StatusAilments/auras/monster_auras/energy.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_aura_energy_shield_bubble,Art/2DArt/SkillIcons/auraenergy.dds,[Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/energy.epk],[Metadata/Effects/Microtransactions/Spells/auras/discipline/barrier/barrier.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_aura_accuracy_and_crits,Art/2DArt/SkillIcons/auracrit.dds,[Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/increase_accuracy.epk],[Metadata/Effects/StatusAilments/auras/monster_auras/increase_accuracy.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_aura_pus_puke_degen,Art/2DArt/BuffIcons/degeneration.dds,[Metadata/Effects/StatusAilments/auras/monster_auras/effect_player/plague_degen.epk],[Metadata/Effects/StatusAilments/auras/monster_auras/plague_aura.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
1339,,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_aura_elemental_damage,Art/2DArt/SkillIcons/auradamage.dds,[Metadata/Effects/Spells/monsters_effects/aura/monster_buff/increased_elemental/increased_ele.epk],[Metadata/Effects/Spells/monsters_effects/aura/increased_elemental/increased_ele.epk],"[<18, 0>, <12, 0>, <4, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_aura_essence_daemon_degen,Art/2DArt/BuffIcons/degeneration.dds,[Metadata/Effects/StatusAilments/auras/monster_auras/effect_player/plague_degen.epk],[Metadata/Effects/StatusAilments/auras/monster_auras/plague_aura.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_thorns_physical,Art/2DArt/BuffIcons/stolenmod.dds,[Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/rare_reflect_dmg.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_thorns_elemental,Art/2DArt/BuffIcons/stolenmod.dds,[Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/elemental/elemental_reflec.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_thorns_physical_large,Art/2DArt/BuffIcons/stolenmod.dds,[Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/rare_reflect_dmg_BIG.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_thorns_elemental_large,Art/2DArt/BuffIcons/stolenmod.dds,[Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/elemental/elemental_reflec_BIG.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_thorns_magic,Art/2DArt/BuffIcons/stolenmod.dds,[Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/magic_reflect_dmg.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_thorns_magic_large_model,Art/2DArt/BuffIcons/stolenmod.dds,[Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/magic_reflect_dmg_BIG.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
dominated,Art/2DArt/BuffIcons/invulnerability.dds,[Metadata/Effects/Spells/conv_strike/conv_strike.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
dominating_blow_hit_buff,Art/2DArt/BuffIcons/invulnerability.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
immortal_call,Art/2DArt/BuffIcons/invulnerability.dds,[Metadata/Effects/Spells/immortal_call/immortal_call_epk.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monty_haul,Art/2DArt/BuffIcons/buffbleed.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
lightning_shield,Art/2DArt/SkillIcons/lightningshield.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
fire_shield,Art/2DArt/SkillIcons/moltenshield.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
flask_utility_critical_strike_chance,Art/2DArt/BuffIcons/DiamondFlaskBuff.dds,[Metadata/Effects/misc/flask_effects/crit/crit.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
flask_utility_resist_fire,Art/2DArt/BuffIcons/RubyFlaskBuff.dds,[Metadata/Effects/misc/flask_effects/resist/fire_res.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
flask_utility_resist_cold,Art/2DArt/BuffIcons/UniqueSapphireFlaskBuff.dds,[Metadata/Effects/misc/flask_effects/resist/ice_res.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
flask_utility_resist_lightning,Art/2DArt/BuffIcons/TopazFlaskBuff.dds,[Metadata/Effects/misc/flask_effects/resist/light_res.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
